Wrestler ID,Division ID,School ID,Season,Weight,Place,Ordinal
9009,1,151,1929,175,2,2nd
9009,1,151,1931,175,2,2nd
9009,1,151,1932,158,1,1st
9009,5,151,1929,175,1,1st
9009,5,151,1931,165,1,1st
9009,5,151,1932,165,2,2nd
9010,1,151,1941,175,3,3rd
9010,5,151,1940,165,2,2nd
9010,5,151,1941,175,1,1st
9010,5,151,1942,175,2,2nd
9010,5,151,1944,165,3,3rd
9010,5,151,1945,165,1,1st
9011,1,151,1928,125,2,2nd
9011,1,151,1929,125,2,2nd
9011,5,151,1928,115,1,1st
9011,5,151,1930,125,1,1st
9012,1,151,1942,145,2,2nd
9012,5,151,1942,145,1,1st
9012,5,151,1943,145,1,1st
9013,1,151,1929,145,2,2nd
9013,1,151,1930,155,1,1st
9013,5,151,1930,155,1,1st
9014,1,151,1942,121,4,4th
9014,5,151,1942,121,4,4th
9014,5,151,1943,121,1,1st
9015,1,151,1952,147,3,3rd
9015,5,151,1952,157,3,3rd
9015,5,151,1953,157,3,3rd
9016,1,151,1934,145,2,2nd
9016,5,151,1933,155,2,2nd
9016,5,151,1934,145,1,1st
9017,1,151,1940,175,1,1st
9017,5,151,1938,175,1,1st
9017,5,151,1939,175,2,2nd
9017,5,151,1940,175,1,1st
9018,1,151,1939,145,1,1st
9018,5,151,1937,145,3,3rd
9018,5,151,1938,145,3,3rd
9018,5,151,1939,145,1,1st
9019,1,151,1929,155,2,2nd
9019,5,151,1930,165,1,1st
9021,1,151,1928,135,3,3rd
9021,5,151,1932,135,4,4th
9021,5,151,1933,135,3,3rd
9022,1,151,1936,134,3,3rd
9022,5,151,1936,135,2,2nd
9022,5,151,1937,135,1,1st
9022,5,151,1938,135,3,3rd
9023,1,151,1929,165,3,3rd
9023,5,151,1928,175,3,3rd
9023,5,151,1929,155,4,4th
9024,1,152,1947,145,4,4th
9024,1,152,1948,147,4,4th
9024,1,152,1949,145,2,2nd
9026,1,152,1952,167,2,2nd
9026,5,152,1951,167,1,1st
9026,5,152,1952,167,1,1st
9027,1,152,1931,135,3,3rd
9028,1,152,1948,136,1,1st
9028,1,152,1949,136,2,2nd
9029,1,152,1946,121,4,4th
9030,1,152,1950,165,3,3rd
9030,1,152,1951,167,1,1st
9030,5,152,1951,177,1,1st
9031,1,152,1941,165,3,3rd
9032,1,152,1936,158,1,1st
9033,1,152,1941,128,1,1st
9033,1,152,1942,128,1,1st
9034,1,152,1941,121,1,1st
9034,1,152,1942,121,1,1st
9035,1,152,1947,136,3,3rd
9036,1,152,1946,128,4,4th
9037,1,152,1948,UNL,2,2nd
9037,1,152,1949,UNL,3,3rd
9038,1,152,1941,136,2,2nd
9038,1,152,1942,136,1,1st
9039,1,152,1948,125,4,4th
9040,1,152,1942,155,3,3rd
9041,1,152,1946,145,3,3rd
9041,1,152,1947,155,1,1st
9041,1,152,1948,160,2,2nd
9042,1,155,1939,136,3,3rd
9043,1,155,1947,UNL,3,3rd
9043,1,155,1948,191,1,1st
9043,1,155,1949,UNL,1,1st
9043,5,155,1944,175,1,1st
9043,5,155,1947,UNL,1,1st
9043,5,155,1948,191,1,1st
9043,5,155,1949,UNL,1,1st
9044,1,155,1937,UNL,3,3rd
9044,1,155,1938,UNL,2,2nd
9044,5,155,1937,UNL,1,1st
9044,5,155,1938,UNL,2,2nd
9045,1,155,1939,128,1,1st
9045,1,155,1940,128,2,2nd
9045,5,155,1938,118,4,4th
9045,5,155,1939,128,1,1st
9045,5,155,1940,128,1,1st
9046,1,155,1941,145,4,4th
9048,1,155,1947,121,3,3rd
9048,1,155,1949,121,4,4th
9048,5,155,1947,121,3,3rd
9048,5,155,1948,121,1,1st
9048,5,155,1949,121,2,2nd
9049,1,155,1941,UNL,1,1st
9049,5,155,1941,UNL,2,2nd
9050,1,155,1949,128,4,4th
9050,5,155,1947,128,3,3rd
9050,5,155,1948,128,1,1st
9050,5,155,1949,136,1,1st
9050,5,155,1950,128,2,2nd
9051,1,155,1937,175,1,1st
9051,5,155,1935,165,3,3rd
9051,5,155,1936,175,2,2nd
9051,5,155,1937,175,1,1st
9052,1,158,1930,175,3,3rd
9052,6,158,1929,175,1,1st
9052,6,158,1930,175,1,1st
9053,1,159,1930,115,2,2nd
9054,1,166,1942,155,4,4th
9054,4,166,1941,155,1,1st
9054,4,166,1942,155,1,1st
9055,1,166,1942,165,2,2nd
9055,4,166,1941,175,2,2nd
9055,4,166,1942,165,1,1st
9056,1,166,1947,145,3,3rd
9056,1,166,1948,147,2,2nd
9056,4,166,1945,155,3,3rd
9056,4,166,1946,145,2,2nd
9056,4,166,1947,145,1,1st
9056,4,166,1948,145,1,1st
9057,1,166,1932,158,2,2nd
9058,1,151,1946,136,4,4th
9058,1,166,1950,136,3,3rd
9058,4,166,1947,136,1,1st
9058,4,166,1948,136,3,3rd
9058,4,166,1950,136,1,1st
9058,5,151,1946,136,1,1st
9059,1,166,1942,UNL,4,4th
9059,4,166,1942,UNL,1,1st
9059,4,166,1943,UNL,1,1st
9060,1,166,1951,167,3,3rd
9060,1,265,1948,160,4,4th
9060,4,166,1951,167,2,2nd
9061,1,166,1936,174,2,2nd
9062,1,167,1946,165,3,3rd
9063,1,167,1942,145,4,4th
9063,1,167,1948,147,3,3rd
9063,6,167,1940,145,3,3rd
9063,6,167,1947,155,2,2nd
9063,6,167,1948,145,3,3rd
9064,1,167,1949,175,3,3rd
9064,6,167,1949,175,1,1st
9064,6,167,1950,175,1,1st
9064,6,167,1951,UNL,1,1st
9065,1,182,1951,157,3,3rd
9065,1,182,1952,157,3,3rd
9066,1,182,1946,175,4,4th
9067,1,182,1946,145,4,4th
9068,1,184,1948,191,4,4th
9069,1,122,1958,115,4,4th
9069,1,184,1950,121,3,3rd
9069,6,122,1957,123,2,2nd
9069,6,122,1958,123,3,3rd
9070,1,184,1931,118,2,2nd
9071,1,184,1946,136,2,2nd
9071,1,184,1947,128,1,1st
9071,1,184,1949,128,3,3rd
9072,1,184,1937,135,1,1st
9073,1,184,1932,UNL,3,3rd
9075,1,184,1952,147,2,2nd
9075,1,184,1953,157,1,1st
9076,1,184,1941,145,2,2nd
9077,1,184,1940,136,2,2nd
9078,1,184,1940,121,3,3rd
9079,1,184,1949,136,3,3rd
9079,1,184,1950,128,4,4th
9080,1,184,1946,145,1,1st
9080,1,184,1947,145,1,1st
9080,1,184,1948,147,1,1st
9081,1,184,1946,128,1,1st
9082,1,184,1951,130,3,3rd
9082,1,184,1952,130,1,1st
9084,1,184,1953,123,3,3rd
9085,1,184,1952,137,2,2nd
9086,1,184,1946,121,1,1st
9087,1,184,1934,118,2,2nd
9088,1,184,1937,118,2,2nd
9088,1,184,1938,118,3,3rd
9089,1,184,1947,165,1,1st
9089,1,184,1949,155,1,1st
9089,1,184,1950,155,1,1st
9090,1,184,1950,136,2,2nd
9091,1,184,1931,155,3,3rd
9092,1,184,1949,165,1,1st
9092,1,184,1950,165,1,1st
9093,1,184,1950,UNL,2,2nd
9094,1,184,1949,145,1,1st
9094,1,184,1950,145,1,1st
9094,1,184,1951,147,1,1st
9096,1,187,1953,115,2,2nd
9097,1,187,1928,125,1,1st
9097,5,187,1928,125,1,1st
9097,5,187,1929,125,1,1st
9098,1,187,1931,UNL,1,1st
9098,1,187,1932,UNL,1,1st
9098,5,187,1931,UNL,1,1st
9098,5,187,1932,UNL,2,2nd
9099,1,190,1946,UNL,1,1st
9099,5,190,1945,UNL,1,1st
9099,5,190,1946,UNL,1,1st
9100,1,190,1940,UNL,1,1st
9100,5,190,1938,UNL,3,3rd
9100,5,190,1939,UNL,3,3rd
9100,5,190,1940,UNL,2,2nd
9101,1,190,1929,UNL,3,3rd
9101,5,190,1929,UNL,2,2nd
9101,5,190,1930,UNL,3,3rd
9102,1,190,1928,175,3,3rd
9102,1,190,1930,175,2,2nd
9102,5,190,1930,175,4,4th
9103,1,190,1951,157,2,2nd
9103,5,190,1950,165,2,2nd
9103,5,190,1951,167,2,2nd
9104,1,190,1951,UNL,4,4th
9104,5,190,1949,UNL,2,2nd
9104,5,190,1950,UNL,1,1st
9104,5,190,1951,UNL,1,1st
9105,1,191,1932,191,1,1st
9106,1,192,1930,155,3,3rd
9106,6,192,1929,155,2,2nd
9106,6,192,1930,155,1,1st
9107,1,192,1950,128,3,3rd
9107,1,192,1951,130,4,4th
9107,6,192,1949,121,2,2nd
9107,6,192,1951,130,1,1st
9108,1,192,1950,121,4,4th
9108,1,192,1951,123,2,2nd
9108,1,192,1952,123,1,1st
9108,6,192,1950,121,1,1st
9108,6,192,1951,123,1,1st
9108,6,192,1952,123,1,1st
9109,1,192,1936,174,1,1st
9109,6,192,1934,165,1,1st
9109,6,192,1936,175,1,1st
9110,1,192,1952,191,4,4th
9110,6,192,1950,165,1,1st
9110,6,192,1951,177,3,3rd
9110,6,192,1952,177,2,2nd
9111,1,192,1940,128,1,1st
9111,6,192,1940,128,1,1st
9112,1,192,1937,118,3,3rd
9113,1,192,1937,145,3,3rd
9114,1,192,1947,165,2,2nd
9114,6,192,1947,165,1,1st
9114,6,192,1948,165,1,1st
9115,1,192,1934,165,1,1st
9115,6,192,1933,165,2,2nd
9115,6,192,1934,155,2,2nd
9116,1,192,1947,121,4,4th
9116,6,192,1947,121,1,1st
9117,1,192,1951,147,4,4th
9117,6,192,1950,145,1,1st
9117,6,192,1951,147,1,1st
9118,1,192,1935,155,3,3rd
9118,1,192,1936,145,4,4th
9118,6,192,1935,155,1,1st
9118,6,192,1936,145,1,1st
9119,1,192,1936,158,2,2nd
9119,1,192,1937,155,1,1st
9119,6,192,1936,155,1,1st
9119,6,192,1937,155,3,3rd
9120,1,192,1928,115,2,2nd
9120,1,192,1929,115,2,2nd
9120,1,192,1930,115,3,3rd
9120,6,192,1929,115,1,1st
9121,1,192,1930,145,1,1st
9121,1,192,1932,145,1,1st
9121,6,192,1930,145,1,1st
9122,1,192,1929,125,1,1st
9122,1,192,1930,125,1,1st
9122,6,192,1929,125,1,1st
9123,1,192,1953,167,2,2nd
9123,6,192,1951,167,1,1st
9123,6,192,1952,167,1,1st
9123,6,192,1953,167,1,1st
9124,1,192,1934,135,1,1st
9124,1,192,1935,145,1,1st
9124,1,192,1936,134,1,1st
9124,6,192,1934,135,1,1st
9124,6,192,1935,145,1,1st
9124,6,192,1936,135,1,1st
9125,1,192,1936,123,3,3rd
9125,1,192,1937,126,3,3rd
9125,1,192,1938,135,1,1st
9125,6,192,1936,126,1,1st
9125,6,192,1937,126,1,1st
9125,6,192,1938,135,1,1st
9126,1,192,1929,135,2,2nd
9127,1,192,1952,130,2,2nd
9127,1,192,1953,123,2,2nd
9127,6,192,1952,130,1,1st
9127,6,192,1953,123,1,1st
9128,1,192,1952,137,3,3rd
9128,6,192,1952,137,1,1st
9128,6,192,1953,130,1,1st
9129,1,192,1935,165,3,3rd
9129,6,192,1935,165,1,1st
9129,6,192,1937,165,1,1st
9130,1,192,1953,137,4,4th
9130,6,192,1953,137,1,1st
9131,1,192,1935,135,1,1st
9131,6,192,1933,145,2,2nd
9131,6,192,1935,135,1,1st
9132,1,192,1951,157,1,1st
9132,6,192,1951,157,1,1st
9133,1,192,1947,155,3,3rd
9133,6,192,1947,175,2,2nd
9133,6,192,1948,175,3,3rd
9134,1,192,1938,126,3,3rd
9134,6,192,1938,126,1,1st
9134,6,192,1941,136,1,1st
9135,1,192,1947,136,4,4th
9135,6,192,1947,136,1,1st
9135,6,192,1948,145,2,2nd
9136,1,192,1937,165,2,2nd
9136,6,192,1936,165,1,1st
9136,6,192,1937,175,1,1st
9136,6,192,1938,165,1,1st
9137,1,193,1940,165,2,2nd
9138,1,193,1941,UNL,3,3rd
9138,1,193,1942,UNL,1,1st
9138,1,193,1946,UNL,4,4th
9139,1,193,1941,145,1,1st
9139,1,193,1942,145,1,1st
9139,1,193,1946,136,1,1st
9140,1,193,1929,145,1,1st
9141,1,193,1937,165,1,1st
9142,1,193,1947,136,2,2nd
9142,1,193,1948,136,2,2nd
9143,1,193,1936,174,3,3rd
9144,1,193,1929,165,1,1st
9144,1,193,1930,175,1,1st
9144,1,193,1931,175,1,1st
9145,1,193,1940,UNL,2,2nd
9146,1,193,1930,125,3,3rd
9147,1,193,1928,145,1,1st
9148,1,193,1928,115,1,1st
9149,1,193,1931,135,2,2nd
9150,1,193,1946,175,1,1st
9151,1,193,1933,175,3,3rd
9151,1,193,1934,175,3,3rd
9151,1,193,1936,UNL,3,3rd
9152,1,193,1949,165,2,2nd
9153,1,193,1933,126,1,1st
9153,1,193,1934,126,1,1st
9153,1,193,1935,126,1,1st
9155,1,193,1939,UNL,1,1st
9156,1,193,1937,145,1,1st
9156,1,193,1938,145,1,1st
9156,1,193,1939,155,1,1st
9157,1,193,1931,118,3,3rd
9158,1,193,1929,125,3,3rd
9159,1,193,1949,128,1,1st
9160,1,193,1947,UNL,1,1st
9160,1,193,1948,UNL,1,1st
9160,1,193,1949,UNL,2,2nd
9160,1,193,1950,UNL,1,1st
9161,1,193,1947,121,2,2nd
9161,1,193,1948,114,3,3rd
9162,1,193,1933,145,1,1st
9162,1,193,1934,145,1,1st
9163,1,193,1951,123,3,3rd
9164,1,193,1940,128,3,3rd
9165,1,193,1951,137,1,1st
9165,1,193,1952,137,1,1st
9166,1,193,1934,155,2,2nd
9166,1,193,1935,155,1,1st
9167,1,193,1939,145,3,3rd
9167,1,193,1940,155,1,1st
9167,1,193,1942,155,1,1st
9168,1,193,1936,191,3,3rd
9168,1,193,1937,175,3,3rd
9169,1,193,1942,128,2,2nd
9170,1,193,1928,UNL,1,1st
9170,1,193,1929,UNL,1,1st
9170,1,193,1930,UNL,1,1st
9171,1,193,1937,118,1,1st
9171,1,193,1938,118,1,1st
9171,1,193,1939,121,1,1st
9172,1,193,1947,128,4,4th
9172,1,193,1948,125,3,3rd
9173,1,193,1931,155,1,1st
9173,1,193,1932,174,2,2nd
9174,1,193,1949,136,4,4th
9175,1,193,1940,121,2,2nd
9175,1,193,1941,121,2,2nd
9176,1,193,1951,130,2,2nd
9177,1,193,1928,135,2,2nd
9178,1,193,1939,165,2,2nd
9179,1,193,1937,135,2,2nd
9179,1,193,1938,135,3,3rd
9180,1,193,1931,126,1,1st
9180,1,193,1932,123,2,2nd
9181,1,193,1933,118,1,1st
9181,1,193,1934,118,1,1st
9181,1,193,1935,118,1,1st
9182,1,193,1949,121,2,2nd
9183,1,193,1951,177,1,1st
9184,1,193,1932,134,2,2nd
9184,1,193,1935,135,2,2nd
9185,1,193,1935,175,2,2nd
9185,1,193,1937,UNL,1,1st
9186,1,193,1939,128,2,2nd
9187,1,193,1928,175,1,1st
9188,1,193,1937,155,3,3rd
9188,1,193,1938,155,1,1st
9189,1,193,1929,115,3,3rd
9190,1,193,1941,165,1,1st
9190,1,193,1942,165,1,1st
9191,1,193,1946,155,2,2nd
9191,1,193,1948,160,1,1st
9192,1,193,1930,135,3,3rd
9193,1,193,1936,145,1,1st
9194,1,193,1941,128,3,3rd
9194,1,193,1942,136,3,3rd
9195,1,193,1952,157,2,2nd
9196,1,193,1950,155,3,3rd
9196,1,193,1951,147,3,3rd
9196,1,193,1952,147,4,4th
9197,1,193,1930,145,2,2nd
9198,1,193,1941,155,1,1st
9199,1,193,1929,155,1,1st
9199,1,193,1930,165,1,1st
9199,1,193,1931,165,1,1st
9200,1,193,1946,165,2,2nd
9201,1,193,1946,145,2,2nd
9202,1,193,1940,136,1,1st
9202,1,193,1941,136,1,1st
9203,1,193,1939,175,3,3rd
9204,1,193,1931,145,3,3rd
9205,1,197,1952,UNL,2,2nd
9206,1,200,1942,145,3,3rd
9206,4,200,1942,145,1,1st
9207,1,200,1939,165,3,3rd
9207,4,200,1939,165,2,2nd
9208,1,200,1949,UNL,4,4th
9208,1,200,1950,UNL,3,3rd
9208,1,200,1951,UNL,2,2nd
9208,4,200,1949,UNL,1,1st
9208,4,200,1950,UNL,1,1st
9208,4,200,1951,UNL,2,2nd
9209,1,200,1951,147,2,2nd
9209,1,200,1953,147,3,3rd
9209,4,200,1951,147,2,2nd
9209,4,200,1952,147,4,4th
9209,4,200,1953,147,2,2nd
9210,1,200,1941,136,3,3rd
9210,4,200,1939,136,1,1st
9210,4,200,1940,136,2,2nd
9211,1,200,1942,128,3,3rd
9211,1,200,1946,128,3,3rd
9211,4,200,1942,128,1,1st
9211,4,200,1943,136,2,2nd
9211,4,200,1946,128,1,1st
9212,1,200,1935,165,1,1st
9212,4,200,1934,165,1,1st
9212,4,200,1935,165,1,1st
9213,1,200,1952,167,1,1st
9213,1,200,1953,167,3,3rd
9213,4,200,1951,167,3,3rd
9213,4,200,1952,167,1,1st
9213,4,200,1953,167,3,3rd
9214,1,200,1951,137,3,3rd
9214,4,200,1950,136,3,3rd
9214,4,200,1951,137,1,1st
9215,1,200,1950,145,3,3rd
9215,4,200,1948,145,2,2nd
9215,4,200,1950,145,1,1st
9216,1,200,1942,121,3,3rd
9216,4,200,1941,121,1,1st
9216,4,200,1942,121,1,1st
9216,4,200,1943,128,1,1st
9217,1,200,1951,177,2,2nd
9217,4,200,1950,175,2,2nd
9217,4,200,1951,177,1,1st
9218,1,200,1953,191,1,1st
9218,4,200,1952,177,4,4th
9218,4,200,1953,UNL,3,3rd
9219,1,200,1939,145,2,2nd
9219,4,200,1939,145,2,2nd
9220,1,201,1941,175,1,1st
9220,1,201,1942,175,1,1st
9220,4,201,1941,175,1,1st
9220,4,201,1942,175,1,1st
9220,4,201,1943,175,1,1st
9221,1,202,1953,UNL,3,3rd
9222,1,205,1951,UNL,1,1st
9222,1,205,1952,191,3,3rd
9222,4,205,1951,UNL,1,1st
9222,4,205,1952,UNL,1,1st
9223,1,205,1942,136,4,4th
9223,4,205,1941,136,1,1st
9223,4,205,1942,136,1,1st
9224,1,206,1950,136,4,4th
9224,5,206,1950,136,1,1st
9224,5,206,1951,137,1,1st
9225,1,206,1947,UNL,2,2nd
9225,5,206,1947,UNL,3,3rd
9226,1,206,1929,165,2,2nd
9226,5,206,1929,165,1,1st
9227,1,206,1942,121,2,2nd
9227,4,166,1943,121,1,1st
9227,4,166,1944,121,1,1st
9227,4,166,1945,121,1,1st
9227,5,206,1942,121,1,1st
9228,1,206,1942,128,4,4th
9228,5,206,1942,136,1,1st
9228,5,206,1947,136,2,2nd
9229,1,206,1950,145,2,2nd
9229,5,206,1950,145,1,1st
9229,5,206,1951,147,2,2nd
9229,5,206,1952,147,2,2nd
9230,1,206,1950,128,1,1st
9230,5,206,1948,121,2,2nd
9230,5,206,1949,128,1,1st
9230,5,206,1950,128,1,1st
9231,1,206,1948,114,1,1st
9231,1,206,1949,121,1,1st
9231,1,206,1950,121,2,2nd
9231,5,206,1947,121,1,1st
9231,5,206,1948,115,1,1st
9231,5,206,1949,121,1,1st
9231,5,206,1950,121,1,1st
9232,1,206,1942,UNL,3,3rd
9232,5,206,1942,UNL,1,1st
9232,5,206,1943,UNL,1,1st
9234,1,206,1947,175,4,4th
9234,1,206,1948,174,2,2nd
9234,1,206,1949,175,4,4th
9234,5,206,1948,175,2,2nd
9234,5,206,1949,175,2,2nd
9234,5,206,1950,165,1,1st
9235,1,211,1952,157,4,4th
9235,4,211,1950,165,1,1st
9235,4,211,1951,157,1,1st
9235,4,211,1952,157,1,1st
9236,1,211,1952,177,4,4th
9236,4,211,1951,177,4,4th
9236,4,211,1952,167,2,2nd
9237,1,298,1933,165,3,3rd
9237,1,298,1934,165,2,2nd
9239,1,298,1935,126,2,2nd
9240,1,298,1935,135,3,3rd
9240,1,298,1936,134,4,4th
9241,1,298,1936,145,2,2nd
9242,1,298,1938,155,2,2nd
9243,1,298,1938,UNL,3,3rd
9244,1,298,1936,174,4,4th
9245,1,298,1935,175,3,3rd
9246,1,298,1938,175,2,2nd
9247,1,298,1936,123,4,4th
9248,1,298,1934,126,3,3rd
9249,1,298,1933,145,2,2nd
9249,1,298,1934,155,3,3rd
9251,1,298,1932,191,2,2nd
9251,1,298,1933,UNL,1,1st
9251,1,298,1934,UNL,1,1st
9252,1,229,1934,135,2,2nd
9253,1,242,1950,175,2,2nd
9253,4,242,1948,175,2,2nd
9253,4,242,1949,175,1,1st
9253,4,242,1950,175,1,1st
9254,1,242,1949,155,2,2nd
9254,1,242,1950,155,2,2nd
9254,4,242,1948,155,3,3rd
9254,4,242,1949,155,1,1st
9254,4,242,1950,155,1,1st
9255,1,244,1936,191,4,4th
9256,1,244,1941,155,4,4th
9257,1,299,1928,175,2,2nd
9258,1,248,1951,UNL,3,3rd
9258,1,248,1952,191,1,1st
9259,1,248,1951,177,3,3rd
9259,1,248,1952,UNL,4,4th
9259,1,248,1953,191,3,3rd
9260,1,256,1933,155,2,2nd
9261,1,300,1935,UNL,3,3rd
9261,1,300,1936,UNL,2,2nd
9262,1,300,1934,145,3,3rd
9263,1,265,1950,121,1,1st
9263,1,265,1951,123,1,1st
9267,1,265,1952,UNL,3,3rd
9268,1,268,1953,191,2,2nd
9269,1,270,1929,135,3,3rd
9270,1,274,1950,UNL,4,4th
9271,1,280,1941,175,4,4th
9272,1,280,1929,155,3,3rd
9272,5,280,1929,155,1,1st
9272,5,280,1930,155,2,2nd
9273,1,280,1929,175,3,3rd
9273,5,280,1929,175,2,2nd
9274,1,280,1941,165,2,2nd
9274,5,280,1940,175,4,4th
9274,5,280,1941,165,1,1st
9274,5,280,1942,175,1,1st
9275,1,280,1929,UNL,2,2nd
9275,5,280,1929,UNL,3,3rd
9276,1,288,1950,155,4,4th
9276,1,288,1951,157,4,4th
9277,1,289,1941,136,4,4th
9277,4,289,1941,136,2,2nd
9278,1,289,1951,167,2,2nd
9278,4,289,1950,165,2,2nd
9278,4,289,1951,167,1,1st
9278,4,289,1952,177,2,2nd
9279,1,289,1941,UNL,2,2nd
9279,4,289,1939,UNL,3,3rd
9279,4,289,1940,UNL,2,2nd
9279,4,289,1941,UNL,1,1st
9285,1,118,1952,115,4,4th
9285,5,118,1950,121,3,3rd
9285,5,118,1952,115,1,1st
9315,1,265,1948,125,1,1st
9315,1,265,1952,130,4,4th
9425,1,297,1928,145,3,3rd
9543,2,179,1975,177,5,5th
9568,1,122,1946,155,3,3rd
9568,6,122,1947,145,2,2nd
9568,6,122,1949,145,1,1st
9569,1,118,1946,136,3,3rd
9569,1,193,1949,145,4,4th
9569,5,118,1946,145,1,1st
9734,1,184,1942,175,2,2nd
9928,1,184,1932,145,3,3rd
9942,1,187,1931,175,3,3rd
9942,5,187,1931,175,1,1st
9942,5,187,1932,175,1,1st
9942,5,187,1933,175,1,1st
10116,1,248,1953,177,4,4th
10152,1,122,1938,145,3,3rd
10152,6,122,1937,145,2,2nd
10152,6,122,1938,145,1,1st
10176,1,121,1948,125,2,2nd
10176,5,121,1944,128,1,1st
10176,5,121,1945,128,1,1st
10176,5,121,1946,128,2,2nd
10176,5,121,1948,128,3,3rd
10179,1,9,2004,197,4,4th
10179,1,9,2006,197,7,7th
10180,1,70,2005,184,2,2nd
10180,4,70,2003,174,3,3rd
10180,4,70,2004,174,4,4th
10180,4,70,2005,184,1,1st
10184,1,280,2003,125,5,5th
10184,5,280,2003,125,4,4th
10188,1,158,2004,157,7,7th
10188,6,158,2001,149,4,4th
10188,6,158,2003,157,2,2nd
10188,6,158,2004,157,1,1st
10191,1,20,2006,157,1,1st
10192,3,162,2000,174,5,5th
10192,3,162,2001,174,7,7th
10193,1,151,2004,149,3,3rd
10193,1,151,2005,165,4,4th
10193,1,151,2006,165,2,2nd
10193,5,151,2003,149,3,3rd
10193,5,151,2004,149,1,1st
10193,5,151,2005,165,1,1st
10193,5,151,2006,165,1,1st
10194,1,91,2007,184,4,4th
10197,1,280,2005,133,3,3rd
10197,1,280,2006,133,5,5th
10197,5,280,2003,133,5,5th
10197,5,280,2004,125,1,1st
10197,5,280,2005,133,3,3rd
10197,5,280,2006,133,1,1st
10200,1,122,2004,285,8,8th
10200,1,122,2005,285,7,7th
10200,6,122,2003,285,3,3rd
10200,6,122,2004,285,3,3rd
10200,6,122,2005,285,2,2nd
10206,1,134,2003,174,5,5th
10206,1,134,2004,174,4,4th
10206,4,134,2003,174,1,1st
10206,4,134,2004,174,1,1st
10208,1,166,2003,165,7,7th
10208,4,166,2003,165,2,2nd
10211,1,193,2004,149,2,2nd
10211,1,193,2005,149,1,1st
10211,1,193,2006,149,3,3rd
10211,6,193,2003,141,2,2nd
10211,6,193,2004,149,1,1st
10211,6,193,2005,149,1,1st
10211,6,193,2006,149,1,1st
10212,1,121,2005,149,5,5th
10212,1,121,2006,149,2,2nd
10212,5,121,2003,149,2,2nd
10212,5,121,2004,149,3,3rd
10212,5,121,2005,149,3,3rd
10212,5,121,2006,149,3,3rd
10215,1,134,2004,184,8,8th
10215,1,134,2006,174,6,6th
10215,4,134,2003,184,3,3rd
10215,4,134,2004,184,1,1st
10215,4,134,2005,174,3,3rd
10215,4,134,2006,174,1,1st
10216,1,116,2004,174,7,7th
10216,1,116,2005,174,4,4th
10216,1,116,2006,184,3,3rd
10216,5,116,2003,184,4,4th
10216,5,116,2004,174,3,3rd
10216,5,116,2005,174,1,1st
10216,5,116,2006,184,2,2nd
10224,1,201,2006,174,5,5th
10224,4,201,2003,174,5,5th
10224,4,201,2004,174,3,3rd
10224,4,201,2006,174,2,2nd
10224,4,201,2007,174,3,3rd
10234,1,116,2004,133,7,7th
10234,1,116,2005,133,7,7th
10234,5,116,2003,133,4,4th
10234,5,116,2004,133,1,1st
10234,5,116,2005,133,2,2nd
10235,1,121,2005,157,2,2nd
10235,1,121,2006,157,6,6th
10235,5,121,2003,157,5,5th
10235,5,121,2004,157,4,4th
10235,5,121,2005,157,3,3rd
10235,5,121,2006,157,6,6th
10240,1,167,2004,165,7,7th
10240,1,167,2006,174,7,7th
10240,6,167,2003,165,4,4th
10240,6,167,2004,165,2,2nd
10240,6,167,2005,165,3,3rd
10240,6,167,2006,174,2,2nd
10242,3,76,2007,141,2,2nd
10245,1,270,2003,133,8,8th
10246,1,193,2003,197,3,3rd
10246,2,295,2001,184,2,2nd
10246,2,295,2002,197,1,1st
10246,6,193,2003,197,1,1st
10247,1,270,2005,157,7,7th
10248,1,134,2003,165,2,2nd
10248,1,134,2004,165,1,1st
10248,1,134,2005,165,3,3rd
10248,4,134,2003,165,1,1st
10248,4,134,2004,165,1,1st
10248,4,134,2005,165,1,1st
10248,4,134,2006,165,4,4th
10251,1,155,2003,125,8,8th
10251,1,155,2005,125,7,7th
10251,5,155,2003,125,6,6th
10251,5,155,2004,125,5,5th
10251,5,155,2005,125,5,5th
10253,1,70,2003,149,8,8th
10253,1,70,2004,149,4,4th
10253,1,70,2005,149,6,6th
10253,1,70,2006,157,3,3rd
10253,4,70,2003,149,3,3rd
10253,4,70,2004,149,3,3rd
10253,4,70,2005,149,2,2nd
10253,4,70,2006,157,2,2nd
10265,1,31,2004,125,6,6th
10265,1,31,2005,125,6,6th
10273,1,66,2005,165,8,8th
10273,1,66,2007,174,8,8th
10273,4,66,2003,165,3,3rd
10273,4,66,2005,165,2,2nd
10273,4,66,2006,174,3,3rd
10273,4,66,2007,174,2,2nd
10274,1,112,2006,174,4,4th
10274,1,112,2007,165,6,6th
10283,1,193,2003,184,1,1st
10283,1,193,2004,184,3,3rd
10283,1,193,2005,197,1,1st
10283,1,193,2006,197,1,1st
10283,6,193,2003,184,2,2nd
10283,6,193,2004,184,1,1st
10283,6,193,2005,197,2,2nd
10283,6,193,2006,197,2,2nd
10289,1,152,2003,125,7,7th
10289,1,152,2005,125,4,4th
10289,1,152,2006,125,4,4th
10289,1,152,2007,133,3,3rd
10289,5,152,2003,125,3,3rd
10289,5,152,2005,125,1,1st
10289,5,152,2006,125,1,1st
10289,5,152,2007,133,1,1st
10294,1,184,2003,197,4,4th
10294,1,184,2004,197,6,6th
