Wrestler ID,Division ID,School ID,Season,Weight,Place,Ordinal
3657,2,45,1981,177,6,6th
3658,2,221,1984,190,1,1st
3658,2,221,1985,190,2,2nd
3658,2,221,1986,190,5,5th
3662,2,15,1985,UNL,1,1st
3663,2,165,1984,UNL,3,3rd
3669,3,13,1983,118,5,5th
3669,3,13,1984,118,1,1st
3669,3,13,1985,118,2,2nd
3672,3,232,1990,118,2,2nd
3683,2,15,1984,126,3,3rd
3683,2,15,1985,126,2,2nd
3684,1,244,1984,134,8,8th
3684,4,244,1983,134,5,5th
3684,4,244,1984,134,3,3rd
3684,4,244,1985,126,2,2nd
3685,1,166,1984,118,8,8th
3685,4,166,1984,118,2,2nd
3685,4,166,1985,118,4,4th
3690,2,224,1985,134,2,2nd
3704,2,221,1984,142,2,2nd
3704,2,221,1985,142,2,2nd
3705,7,295,1987,142,1,1st
3717,3,249,1984,142,3,3rd
3717,3,249,1985,150,1,1st
3720,2,179,1985,150,2,2nd
3720,2,179,1986,150,6,6th
3723,2,287,1985,158,2,2nd
3723,2,287,1986,158,6,6th
3735,2,32,1985,167,2,2nd
3738,2,91,1985,167,1,1st
3738,2,91,1986,177,5,5th
3740,2,215,1985,167,3,3rd
3746,2,180,1983,167,5,5th
3746,2,180,1984,167,3,3rd
3746,2,180,1985,177,3,3rd
3746,2,180,1986,167,4,4th
3760,3,47,1984,190,7,7th
3760,3,47,1985,190,2,2nd
3770,3,283,1985,UNL,1,1st
3780,1,200,1984,118,1,1st
3781,1,184,1984,118,2,2nd
3782,1,139,1984,118,3,3rd
3783,1,158,1984,118,4,4th
3783,6,158,1981,118,3,3rd
3783,6,158,1983,118,3,3rd
3783,6,158,1984,118,3,3rd
3784,1,121,1981,126,7,7th
3784,1,121,1983,118,5,5th
3784,1,121,1984,118,5,5th
3784,5,121,1981,126,4,4th
3784,5,121,1983,118,1,1st
3784,5,121,1984,118,2,2nd
3785,1,246,1982,118,8,8th
3785,1,246,1983,118,2,2nd
3785,1,246,1984,118,7,7th
3786,1,122,1982,118,2,2nd
3786,1,122,1983,126,5,5th
3786,1,122,1984,126,1,1st
3786,6,122,1982,118,1,1st
3786,6,122,1983,126,1,1st
3786,6,122,1984,126,1,1st
3787,1,32,1984,126,3,3rd
3787,2,32,1983,126,3,3rd
3787,2,32,1984,126,2,2nd
3788,1,121,1984,126,4,4th
3788,5,121,1982,126,1,1st
3788,5,121,1984,126,2,2nd
3789,1,192,1984,126,7,7th
3789,1,280,1980,118,8,8th
3789,5,280,1980,118,2,2nd
3789,6,192,1982,126,2,2nd
3789,6,192,1984,126,3,3rd
3790,1,221,1983,126,8,8th
3790,1,221,1984,126,8,8th
3790,2,221,1982,126,2,2nd
3790,2,221,1983,126,1,1st
3790,2,221,1984,126,1,1st
3791,1,200,1982,126,6,6th
3791,1,200,1983,126,4,4th
3791,1,200,1984,134,1,1st
3792,1,192,1983,134,2,2nd
3792,1,192,1984,134,3,3rd
3792,6,192,1983,134,1,1st
3792,6,192,1984,134,2,2nd
3793,1,31,1984,134,4,4th
3794,1,12,1981,134,6,6th
3794,1,193,1983,134,1,1st
3794,1,193,1984,134,5,5th
3794,6,193,1982,134,2,2nd
3794,6,193,1983,134,3,3rd
3794,6,193,1984,134,1,1st
3795,1,152,1984,134,7,7th
3795,5,152,1982,126,4,4th
3795,5,152,1984,134,2,2nd
3796,1,32,1984,142,1,1st
3796,2,32,1980,134,4,4th
3796,2,32,1983,142,1,1st
3796,2,32,1984,142,1,1st
3797,1,200,1984,142,7,7th
3798,1,193,1982,150,2,2nd
3798,1,193,1983,150,2,2nd
3798,1,193,1984,150,1,1st
3798,6,193,1981,142,3,3rd
3798,6,193,1982,150,1,1st
3798,6,193,1983,150,1,1st
3798,6,193,1984,150,2,2nd
3799,1,158,1984,150,4,4th
3799,6,158,1984,150,1,1st
3800,1,192,1984,150,5,5th
3800,6,192,1983,142,4,4th
3800,6,192,1984,150,4,4th
3802,1,194,1984,150,7,7th
3803,1,121,1981,158,5,5th
3803,1,121,1982,158,1,1st
3803,1,121,1983,158,1,1st
3803,1,121,1984,158,1,1st
3803,5,121,1981,158,2,2nd
3803,5,121,1982,158,1,1st
3803,5,121,1983,158,1,1st
3803,5,121,1984,158,1,1st
3805,1,193,1981,167,7,7th
3805,1,193,1982,167,2,2nd
3805,1,193,1983,167,1,1st
3805,1,193,1984,167,1,1st
3805,6,193,1981,167,3,3rd
3805,6,193,1982,167,1,1st
3805,6,193,1983,167,1,1st
3805,6,193,1984,167,1,1st
3806,1,98,1983,167,5,5th
3806,1,98,1984,167,3,3rd
3807,1,202,1984,167,5,5th
3808,1,253,1984,167,7,7th
3809,1,167,1982,177,6,6th
3809,1,167,1984,177,1,1st
3809,6,167,1982,177,3,3rd
3809,6,167,1983,177,2,2nd
3809,6,167,1984,177,1,1st
3810,1,200,1983,177,6,6th
3810,1,200,1984,177,5,5th
3810,3,35,1976,142,6,6th
3811,1,280,1984,177,6,6th
3811,5,280,1981,167,2,2nd
3811,5,280,1982,167,4,4th
3811,5,280,1984,177,3,3rd
3812,1,233,1984,177,7,7th
3814,1,167,1982,190,4,4th
3814,1,167,1983,190,3,3rd
3814,1,167,1984,190,1,1st
3814,6,167,1982,190,1,1st
3814,6,167,1983,190,2,2nd
3814,6,167,1984,190,1,1st
3815,1,197,1983,190,4,4th
3815,1,197,1984,190,2,2nd
3816,1,12,1981,177,7,7th
3816,1,152,1983,177,5,5th
3816,1,152,1984,190,3,3rd
3816,5,152,1983,177,2,2nd
3816,5,152,1984,190,2,2nd
3817,1,193,1984,190,4,4th
3817,6,193,1983,190,3,3rd
3817,6,193,1984,190,2,2nd
3818,1,175,1984,190,7,7th
3819,1,22,1984,190,8,8th
3820,1,176,1982,UNL,8,8th
3820,1,176,1983,UNL,6,6th
3820,1,176,1984,UNL,1,1st
3821,1,150,1982,UNL,5,5th
3821,1,150,1984,UNL,3,3rd
3823,1,184,1983,UNL,5,5th
3823,1,184,1984,UNL,6,6th
3824,1,32,1984,UNL,7,7th
3824,2,32,1983,190,2,2nd
3824,2,32,1984,UNL,2,2nd
3824,2,180,1975,UNL,3,3rd
3824,2,321,2000,285,2,2nd
3825,1,152,1982,190,8,8th
3825,1,152,1984,UNL,8,8th
3825,5,152,1982,190,3,3rd
3825,5,152,1983,190,3,3rd
3825,5,152,1984,UNL,1,1st
3836,3,13,1983,167,2,2nd
3836,3,13,1984,158,2,2nd
3836,7,13,1983,167,1,1st
3842,3,240,1982,190,2,2nd
3842,3,240,1983,190,3,3rd
3842,3,240,1984,190,1,1st
3845,2,215,1983,UNL,2,2nd
3845,2,215,1984,UNL,1,1st
3849,2,32,1984,134,1,1st
3851,1,139,1982,134,5,5th
3855,1,288,1983,150,6,6th
3856,1,176,1983,158,7,7th
3857,1,180,1984,150,6,6th
3857,2,180,1981,142,4,4th
3857,2,180,1982,142,1,1st
3857,2,180,1983,142,2,2nd
3857,2,180,1984,150,1,1st
3858,3,249,1982,158,1,1st
3858,3,249,1983,158,3,3rd
3858,3,249,1984,158,1,1st
3859,2,165,1981,158,6,6th
3859,2,165,1982,158,3,3rd
3859,2,165,1983,158,1,1st
3864,3,14,1982,158,3,3rd
3864,3,14,1983,158,1,1st
3864,3,14,1984,167,1,1st
3866,1,121,1982,190,1,1st
3866,5,121,1981,190,1,1st
3866,5,121,1982,190,1,1st
3866,5,121,1984,190,1,1st
3869,6,167,1983,118,4,4th
3869,6,167,1984,118,4,4th
3869,6,167,1985,118,3,3rd
3869,7,472,1993,118,1,1st
3874,2,199,1981,118,4,4th
3887,2,229,1983,134,7,7th
3887,2,229,1984,134,2,2nd
3896,3,14,1982,134,3,3rd
3896,3,14,1983,134,2,2nd
3896,3,14,1984,134,1,1st
3899,2,204,1984,142,3,3rd
3899,2,204,1985,150,6,6th
3915,3,249,1981,134,3,3rd
3915,3,249,1982,142,2,2nd
3915,3,249,1983,142,2,2nd
3915,3,249,1984,150,2,2nd
3918,3,13,1983,150,3,3rd
3918,3,13,1984,150,1,1st
3919,2,179,1983,142,7,7th
3919,2,179,1984,150,3,3rd
3923,2,224,1984,158,3,3rd
3924,2,230,1983,158,2,2nd
3924,2,230,1984,158,2,2nd
3924,2,230,1986,167,3,3rd
3936,3,383,1982,167,2,2nd
3943,2,224,1983,167,6,6th
3943,2,224,1984,167,1,1st
3949,3,235,1984,177,1,1st
3961,2,199,1984,190,2,2nd
3961,2,199,1985,190,8,8th
3961,2,199,1986,190,6,6th
3964,3,126,1982,190,3,3rd
3964,3,126,1983,190,1,1st
3964,3,126,1984,190,2,2nd
3976,3,232,1982,UNL,6,6th
3976,3,232,1983,UNL,3,3rd
3976,3,232,1984,UNL,1,1st
3983,1,32,1983,118,1,1st
3983,2,32,1981,118,1,1st
3983,2,32,1982,118,1,1st
3983,2,32,1983,118,1,1st
3984,1,120,1982,118,7,7th
3984,1,120,1983,118,3,3rd
3986,1,196,1983,118,7,7th
3987,1,31,1983,118,8,8th
3988,1,9,1983,126,2,2nd
3989,1,184,1983,126,3,3rd
3990,1,236,1982,126,5,5th
3990,1,236,1983,126,6,6th
3990,3,236,1980,118,7,7th
3990,3,236,1981,126,4,4th
3990,3,236,1982,126,1,1st
3990,3,236,1983,126,1,1st
3991,1,134,1983,134,3,3rd
3991,4,134,1982,134,1,1st
3991,4,134,1983,134,1,1st
3992,1,190,1983,134,6,6th
3992,5,190,1983,134,2,2nd
3993,1,200,1983,134,7,7th
3994,1,266,1983,134,8,8th
3995,1,167,1981,142,8,8th
3995,1,167,1983,142,2,2nd
3995,6,167,1981,142,4,4th
3995,6,167,1983,142,1,1st
3996,1,121,1983,142,3,3rd
3996,1,250,1980,134,6,6th
3996,5,121,1983,142,1,1st
3997,1,110,1983,142,4,4th
3997,4,110,1981,142,5,5th
3997,4,110,1982,142,3,3rd
3997,4,110,1983,142,2,2nd
3998,1,122,1982,142,6,6th
3998,1,122,1983,142,5,5th
3998,6,122,1982,142,3,3rd
3998,6,122,1983,142,2,2nd
3999,1,31,1983,150,7,7th
4000,1,236,1983,150,8,8th
4000,3,236,1982,150,1,1st
4000,3,236,1983,150,1,1st
4001,1,31,1982,158,8,8th
4001,1,31,1983,158,2,2nd
4002,1,193,1983,158,4,4th
4002,6,193,1981,150,3,3rd
4002,6,193,1983,158,1,1st
4003,1,242,1982,158,5,5th
4003,1,242,1983,158,5,5th
4003,4,242,1981,150,1,1st
4003,4,242,1982,158,1,1st
4003,4,242,1983,158,1,1st
4004,1,122,1983,158,8,8th
4004,6,122,1982,167,3,3rd
4004,6,122,1983,158,3,3rd
4005,1,167,1983,167,4,4th
4005,6,167,1981,150,4,4th
4005,6,167,1982,167,4,4th
4005,6,167,1983,167,2,2nd
4006,1,117,1983,167,8,8th
4007,1,192,1981,167,1,1st
4007,1,192,1982,177,1,1st
4007,1,192,1983,177,1,1st
4007,6,192,1981,167,2,2nd
4007,6,192,1982,177,1,1st
4007,6,192,1983,177,1,1st
4008,1,139,1983,177,4,4th
4010,1,208,1983,190,5,5th
4011,1,233,1983,190,7,7th
4012,1,87,1983,190,8,8th
4012,6,167,1981,167,4,4th
4013,1,121,1981,UNL,1,1st
4013,1,121,1982,UNL,3,3rd
4013,1,121,1983,UNL,1,1st
4013,5,121,1981,UNL,1,1st
4013,5,121,1982,UNL,2,2nd
4013,5,121,1983,UNL,1,1st
4014,1,122,1982,UNL,4,4th
4014,1,122,1983,UNL,2,2nd
4014,6,122,1982,UNL,3,3rd
4014,6,122,1983,UNL,1,1st
4015,1,193,1983,UNL,3,3rd
4015,6,193,1983,UNL,2,2nd
4016,1,168,1982,UNL,6,6th
4016,1,168,1983,UNL,4,4th
4016,2,168,1982,UNL,1,1st
4016,2,168,1983,UNL,1,1st
4018,1,193,1981,118,3,3rd
4018,1,193,1982,118,5,5th
4018,6,193,1981,118,1,1st
4018,6,193,1982,118,2,2nd
4018,6,193,1983,118,1,1st
4020,1,87,1982,126,8,8th
4020,2,87,1981,126,4,4th
4029,2,184,1980,177,2,2nd
4030,2,168,1981,190,5,5th
4030,2,168,1983,190,1,1st
4036,1,134,1982,118,3,3rd
4036,4,134,1981,118,2,2nd
4036,4,134,1982,118,1,1st
4036,4,134,1983,118,1,1st
4039,1,112,1981,126,4,4th
4044,2,87,1981,167,1,1st
4046,1,289,1982,167,6,6th
4046,4,289,1981,167,1,1st
4046,4,289,1982,167,2,2nd
4046,4,289,1983,167,3,3rd
4048,2,221,1982,190,4,4th
4048,2,221,1983,190,3,3rd
4053,2,46,1980,118,8,8th
4056,3,140,1982,118,5,5th
4056,3,140,1983,118,1,1st
4063,2,180,1982,126,3,3rd
4063,2,180,1983,126,2,2nd
4069,3,157,1983,126,2,2nd
4069,7,157,1986,118,1,1st
4070,2,180,1983,134,1,1st
4070,2,180,1984,134,4,4th
4071,3,13,1983,134,1,1st
4073,7,227,1982,134,1,1st
4073,7,227,1983,134,1,1st
4086,3,209,1980,142,4,4th
4086,3,209,1981,142,5,5th
4086,3,209,1982,142,3,3rd
4086,3,209,1983,142,1,1st
4103,2,184,1979,142,6,6th
4115,2,165,1981,167,3,3rd
4115,2,165,1982,167,3,3rd
4115,2,165,1983,167,1,1st
4121,3,232,1982,158,6,6th
4121,3,232,1983,167,1,1st
4123,2,32,1981,177,3,3rd
4123,2,32,1982,177,1,1st
4123,2,32,1983,177,3,3rd
4130,3,236,1981,177,5,5th
4130,3,236,1982,177,2,2nd
4130,3,236,1983,177,1,1st
4139,3,232,1980,190,3,3rd
4139,3,232,1981,177,3,3rd
4139,3,232,1982,190,1,1st
4139,3,232,1983,190,2,2nd
4145,3,5,1982,UNL,7,7th
4145,3,5,1983,UNL,1,1st
4153,1,175,1982,118,4,4th
4154,1,32,1981,126,1,1st
4154,1,32,1982,126,1,1st
4154,2,32,1981,126,1,1st
4154,2,32,1982,126,1,1st
4155,1,216,1982,126,3,3rd
4156,1,31,1982,134,8,8th
4157,1,167,1982,142,5,5th
4157,6,167,1981,134,1,1st
4157,6,167,1982,142,1,1st
4158,1,275,1982,142,8,8th
4158,4,275,1980,142,5,5th
4158,4,275,1982,142,2,2nd
4158,4,275,1983,142,6,6th
4159,1,176,1982,150,5,5th
4160,1,175,1982,150,7,7th
4161,1,66,1982,150,8,8th
4161,4,66,1981,150,3,3rd
4161,4,66,1982,150,4,4th
4162,1,32,1981,158,3,3rd
4162,1,32,1982,158,2,2nd
4162,2,32,1981,158,1,1st
4162,2,32,1982,158,1,1st
4164,1,9,1981,150,5,5th
4164,1,9,1982,158,7,7th
4165,1,192,1981,158,2,2nd
4165,1,192,1982,167,1,1st
4165,1,193,1978,150,3,3rd
4165,6,192,1981,158,1,1st
4165,6,192,1982,167,2,2nd
4165,6,193,1978,150,2,2nd
4166,1,171,1982,167,4,4th
4166,1,185,1980,167,6,6th
4166,2,185,1979,167,7,7th
4166,2,185,1980,167,3,3rd
4167,1,121,1982,167,7,7th
4167,5,121,1982,167,2,2nd
4168,1,158,1981,177,5,5th
4168,1,158,1982,177,5,5th
4168,6,158,1981,177,4,4th
4168,6,158,1982,177,4,4th
4169,1,184,1979,177,4,4th
4169,1,184,1982,177,7,7th
4169,2,184,1978,177,4,4th
4169,2,184,1979,177,2,2nd
4170,1,193,1982,190,7,7th
4170,6,193,1981,190,3,3rd
4170,6,193,1982,190,4,4th
4178,1,152,1981,142,4,4th
4178,5,152,1981,142,2,2nd
4178,5,152,1982,142,3,3rd
4181,1,8,1979,150,3,3rd
4182,2,32,1982,150,2,2nd
4182,2,32,1983,158,4,4th
4185,2,180,1982,190,2,2nd
4185,2,180,1983,190,4,4th
4187,1,139,1979,118,8,8th
4187,1,176,1981,118,6,6th
4188,1,63,1980,134,3,3rd
4188,6,63,1979,126,1,1st
4188,6,63,1980,134,3,3rd
4188,6,192,1981,126,1,1st
4189,2,168,1981,142,1,1st
4189,2,168,1982,142,3,3rd
4189,5,155,1979,142,3,3rd
4193,1,184,1981,158,4,4th
4193,2,184,1980,167,6,6th
4194,7,390,1980,158,1,1st
4197,1,151,1981,190,8,8th
4197,5,151,1981,190,3,3rd
4197,5,151,1982,190,2,2nd
4200,2,87,1979,118,8,8th
4200,2,87,1980,118,6,6th
4201,2,185,1982,118,3,3rd
4203,2,156,1982,118,2,2nd
4210,2,49,1982,134,1,1st
4219,2,32,1982,134,2,2nd
4224,2,32,1981,142,7,7th
4224,2,32,1982,142,2,2nd
4229,3,126,1981,142,7,7th
4229,3,126,1982,142,1,1st
4235,2,124,1981,150,2,2nd
4235,2,124,1982,150,1,1st
4243,2,87,1981,158,2,2nd
4251,2,133,1981,167,5,5th
4251,2,133,1982,167,1,1st
4256,3,16,1979,167,5,5th
4257,3,236,1982,167,1,1st
4257,3,236,1983,167,3,3rd
4258,2,87,1981,177,2,2nd
4266,2,11,1980,190,5,5th
4266,2,11,1981,190,2,2nd
4266,2,11,1982,190,1,1st
4273,2,15,1982,190,3,3rd
4279,2,179,1980,UNL,5,5th
4279,2,179,1982,UNL,3,3rd
4279,2,179,1983,UNL,3,3rd
4283,1,242,1977,118,3,3rd
4283,1,242,1978,118,4,4th
4283,1,242,1979,118,1,1st
4283,1,242,1981,118,1,1st
4283,4,242,1977,118,1,1st
4283,4,242,1978,118,1,1st
4283,4,242,1979,118,1,1st
4283,4,242,1981,118,1,1st
4284,1,48,1981,118,2,2nd
4285,1,280,1981,126,5,5th
4285,5,280,1981,126,2,2nd
4286,1,118,1981,126,8,8th
4286,5,118,1981,126,3,3rd
4288,1,121,1978,142,3,3rd
4288,1,121,1979,142,2,2nd
4288,1,121,1981,150,2,2nd
4288,5,121,1978,142,2,2nd
4288,5,121,1979,142,1,1st
4288,5,121,1981,150,1,1st
4289,1,194,1981,150,7,7th
4290,1,204,1981,150,8,8th
4290,2,204,1982,142,4,4th
4290,2,204,1983,142,3,3rd
4291,1,121,1977,167,3,3rd
4291,1,121,1978,167,6,6th
4291,1,121,1979,167,2,2nd
4291,1,121,1981,167,2,2nd
4291,5,121,1977,167,1,1st
4291,5,121,1978,167,1,1st
4291,5,121,1979,167,1,1st
4291,5,121,1981,167,1,1st
4292,1,197,1977,177,6,6th
4292,1,197,1981,177,4,4th
4293,1,249,1981,190,1,1st
4293,3,249,1980,177,2,2nd
4293,3,249,1981,190,1,1st
4294,1,122,1981,190,6,6th
4294,6,122,1981,190,1,1st
4295,1,185,1981,UNL,8,8th
4295,2,185,1979,UNL,4,4th
4295,2,185,1980,UNL,4,4th
4295,2,185,1981,UNL,1,1st
4297,3,240,1980,118,4,4th
4297,3,240,1981,118,2,2nd
4297,3,240,1982,118,1,1st
4315,2,32,1981,150,1,1st
4318,3,236,1979,150,3,3rd
4318,3,236,1980,150,2,2nd
4318,3,236,1981,150,1,1st
4327,2,11,1980,118,5,5th
4327,2,11,1981,118,3,3rd
4327,2,11,1982,118,4,4th
4327,2,11,1983,118,2,2nd
4328,3,249,1982,126,3,3rd
4328,3,249,1983,126,4,4th
4328,3,249,1984,126,2,2nd
4329,3,126,1979,118,7,7th
4329,3,126,1981,118,1,1st
4334,2,29,1978,118,5,5th
4334,2,29,1979,126,6,6th
4334,2,29,1980,126,5,5th
4334,2,29,1981,126,3,3rd
4337,2,35,1981,126,2,2nd
4337,3,35,1979,118,6,6th
4337,3,35,1980,118,3,3rd
4346,3,126,1981,134,1,1st
4349,2,168,1981,134,2,2nd
4349,2,168,1983,134,4,4th
4350,2,327,1980,134,7,7th
4350,2,327,1981,134,3,3rd
4350,2,327,1982,134,5,5th
4351,2,15,1981,134,1,1st
4354,2,107,1981,142,3,3rd
4354,2,107,1982,142,5,5th
4360,3,262,1981,142,2,2nd
4360,3,262,1982,142,8,8th
4360,3,262,1983,150,6,6th
4361,2,221,1979,134,5,5th
4361,2,221,1980,142,3,3rd
4361,2,221,1981,142,2,2nd
4381,2,35,1981,167,2,2nd
4381,3,35,1980,177,5,5th
4385,3,236,1979,158,2,2nd
4385,3,236,1980,167,5,5th
4385,3,236,1981,167,1,1st
4391,3,249,1981,177,1,1st
4402,3,157,1981,UNL,1,1st
4405,2,32,1981,UNL,3,3rd
4408,2,203,1981,UNL,2,2nd
4411,1,39,1979,118,4,4th
4411,2,39,1978,118,3,3rd
4411,2,39,1979,118,2,2nd
4411,7,39,1977,118,1,1st
4411,7,39,1979,118,1,1st
4412,1,122,1979,118,5,5th
4412,6,122,1979,118,1,1st
4414,1,116,1979,126,5,5th
4414,5,116,1976,126,2,2nd
4414,5,116,1979,126,2,2nd
4415,1,158,1979,126,6,6th
4415,6,158,1979,126,3,3rd
4416,1,122,1975,118,6,6th
4416,1,122,1977,126,3,3rd
4416,1,122,1978,126,1,1st
4416,1,122,1979,134,2,2nd
4416,6,122,1975,118,3,3rd
4416,6,122,1977,126,1,1st
4416,6,122,1978,126,1,1st
4416,6,122,1979,134,1,1st
4417,1,25,1979,134,6,6th
4418,1,197,1978,142,1,1st
4418,1,197,1979,142,1,1st
4419,1,204,1979,142,3,3rd
4420,1,140,1979,142,8,8th
4420,3,140,1978,142,2,2nd
4420,3,140,1979,142,1,1st
4420,3,140,1980,150,8,8th
4421,1,121,1978,150,2,2nd
4421,1,121,1979,150,1,1st
4421,5,121,1977,150,2,2nd
4421,5,121,1978,150,2,2nd
4421,5,121,1979,150,1,1st
4422,1,197,1977,142,5,5th
4422,1,197,1979,150,2,2nd
4423,1,193,1979,150,4,4th
4423,6,193,1978,142,4,4th
4423,6,193,1979,150,1,1st
4424,1,166,1979,150,6,6th
4424,4,166,1977,150,3,3rd
4424,4,166,1978,142,2,2nd
4424,4,166,1979,150,1,1st
4425,1,248,1979,150,7,7th
4426,1,288,1979,150,8,8th
4427,1,122,1977,158,2,2nd
4427,1,122,1978,158,2,2nd
4427,1,122,1979,158,1,1st
4427,6,122,1977,158,2,2nd
4427,6,122,1978,158,1,1st
4427,6,122,1979,158,1,1st
4428,1,87,1979,158,4,4th
4428,1,122,1974,150,2,2nd
4428,2,87,1979,158,1,1st
4428,6,122,1974,150,1,1st
4428,6,122,1975,158,1,1st
4429,1,58,1979,158,5,5th
4430,1,197,1979,158,6,6th
4431,1,9,1976,150,5,5th
4431,1,9,1977,150,5,5th
4431,1,9,1979,158,8,8th
4432,1,151,1976,150,3,3rd
4432,1,151,1977,150,1,1st
4432,1,151,1978,150,1,1st
4432,1,151,1979,167,1,1st
4432,5,151,1976,150,2,2nd
4432,5,151,1977,150,1,1st
4432,5,151,1978,150,1,1st
4432,5,151,1979,167,2,2nd
4433,1,122,1977,167,5,5th
4433,1,122,1979,167,3,3rd
4433,6,122,1976,167,1,1st
4433,6,122,1977,167,2,2nd
4433,6,122,1979,167,1,1st
4434,1,25,1978,167,5,5th
4434,1,25,1979,167,4,4th
4435,1,107,1979,167,6,6th
4435,2,107,1979,167,1,1st
4435,7,107,1978,158,1,1st
4436,1,158,1979,167,7,7th
4436,6,158,1977,167,4,4th
4436,6,158,1978,167,3,3rd
4436,6,158,1979,167,3,3rd
4437,1,134,1977,167,2,2nd
4437,1,134,1978,177,1,1st
4437,1,134,1979,177,1,1st
4437,4,134,1975,167,1,1st
4437,4,134,1977,167,1,1st
4437,4,134,1978,177,1,1st
4437,4,134,1979,177,1,1st
4438,1,121,1976,190,3,3rd
4438,1,121,1979,177,2,2nd
4438,5,121,1976,190,1,1st
4438,5,121,1978,190,3,3rd
4438,5,121,1979,177,1,1st
4439,1,221,1979,177,8,8th
4439,2,221,1976,167,5,5th
4439,2,221,1977,177,3,3rd
4439,2,221,1978,177,2,2nd
4439,2,221,1979,177,1,1st
4440,1,193,1977,177,4,4th
4440,1,193,1978,177,2,2nd
4440,1,193,1979,190,1,1st
4440,6,193,1977,177,1,1st
4440,6,193,1978,177,1,1st
4440,6,193,1979,190,1,1st
4441,1,250,1979,UNL,1,1st
4442,1,229,1978,UNL,6,6th
4442,1,229,1979,UNL,3,3rd
4442,2,229,1977,UNL,2,2nd
4442,2,229,1978,UNL,1,1st
4442,2,229,1979,UNL,1,1st
4443,1,122,1979,UNL,7,7th
4443,6,122,1978,UNL,2,2nd
4443,6,122,1979,UNL,1,1st
4446,2,14,1978,126,1,1st
4446,2,15,1977,126,4,4th
4446,2,15,1979,126,2,2nd
4447,3,249,1975,126,5,5th
4447,3,249,1976,126,4,4th
4447,3,249,1978,126,1,1st
4447,3,249,1979,126,1,1st
4448,1,280,1978,126,4,4th
4448,5,280,1976,118,4,4th
4448,5,280,1977,126,2,2nd
4448,5,280,1978,126,2,2nd
4448,5,280,1979,126,3,3rd
4459,1,95,1978,177,5,5th
4463,2,15,1978,UNL,3,3rd
4463,2,15,1979,UNL,2,2nd
4463,2,15,1980,UNL,3,3rd
4467,1,129,1977,126,5,5th
4469,1,162,1978,134,1,1st
4469,3,162,1977,134,1,1st
4469,3,162,1978,134,1,1st
4469,3,162,1979,134,1,1st
4475,7,462,1976,150,1,1st
4486,1,121,1975,UNL,3,3rd
4486,1,121,1977,UNL,5,5th
4486,1,121,1978,UNL,5,5th
4486,5,121,1975,UNL,2,2nd
4486,5,121,1977,UNL,1,1st
4486,5,121,1978,UNL,1,1st
4486,5,121,1979,UNL,3,3rd
4495,3,154,1978,118,1,1st
4495,3,154,1979,118,2,2nd
4495,3,154,1980,118,5,5th
4515,3,237,1979,126,2,2nd
4521,2,87,1978,134,6,6th
4521,2,87,1979,134,1,1st
4521,2,87,1980,134,3,3rd
4529,1,190,1977,142,3,3rd
4529,5,190,1975,142,4,4th
4529,5,190,1976,142,2,2nd
4529,5,190,1977,142,3,3rd
4529,5,190,1979,142,4,4th
4534,2,32,1978,150,4,4th
4534,2,32,1979,142,1,1st
4544,2,221,1979,150,2,2nd
4555,3,277,1977,142,3,3rd
4555,3,277,1979,150,1,1st
4562,3,11,1977,158,3,3rd
4562,3,11,1979,158,1,1st
4565,2,133,1979,158,2,2nd
4573,1,128,1978,158,4,4th
4576,3,157,1979,167,1,1st
4576,3,157,1980,167,4,4th
4576,3,157,1981,177,2,2nd
4601,3,213,1978,177,5,5th
4601,3,213,1979,190,1,1st
4601,3,213,1980,190,4,4th
4614,3,82,1979,UNL,1,1st
4616,1,191,1978,118,1,1st
4617,1,200,1978,118,6,6th
4618,1,192,1976,126,3,3rd
4618,1,192,1978,126,3,3rd
4618,6,192,1975,126,1,1st
4618,6,192,1976,126,2,2nd
4618,6,192,1978,126,2,2nd
4619,1,219,1978,126,5,5th
4620,1,66,1978,126,6,6th
4620,4,66,1976,126,4,4th
4620,4,66,1978,126,3,3rd
4621,1,32,1977,134,3,3rd
4621,1,32,1978,134,3,3rd
4621,2,32,1977,134,1,1st
4621,2,32,1978,134,2,2nd
4622,1,139,1978,134,5,5th
4622,6,192,1976,134,1,1st
4623,1,202,1974,126,6,6th
4623,1,202,1975,134,6,6th
4623,1,202,1978,134,6,6th
4623,4,202,1974,126,3,3rd
4623,4,202,1975,134,2,2nd
4624,1,25,1977,142,4,4th
4624,1,25,1978,142,4,4th
4625,1,137,1978,142,5,5th
4626,1,122,1978,142,6,6th
4626,6,122,1975,134,4,4th
4626,6,122,1976,142,2,2nd
4626,6,122,1977,142,2,2nd
4626,6,122,1978,142,1,1st
4628,1,122,1976,158,3,3rd
4628,1,122,1977,150,2,2nd
4628,1,122,1978,150,4,4th
4628,6,122,1976,158,2,2nd
4628,6,122,1977,150,2,2nd
4628,6,122,1978,150,1,1st
4629,1,9,1978,150,5,5th
4630,1,280,1975,150,2,2nd
4630,1,280,1976,158,1,1st
4630,1,280,1977,158,1,1st
4630,1,280,1978,158,1,1st
4630,5,280,1975,150,2,2nd
4630,5,280,1976,158,1,1st
4630,5,280,1977,158,1,1st
4630,5,280,1978,158,1,1st
4631,1,242,1975,158,2,2nd
4631,1,242,1978,158,3,3rd
4631,4,242,1974,150,3,3rd
