School ID,Opponent ID,Season,Score,Win,Loss,Tie
79,481,1944,5-29,0,1,0
297,481,1944,3-23,0,1,0
297,79,1945,15-23,0,1,0
183,84,1945,12-18,0,1,0
79,84,1945,6-26,0,1,0
290,84,1945,14-12,1,0,0
398,154,1945,12-12,0,0,1
154,215,1945,12-14,0,1,0
398,268,1945,22-8,1,0,0
428,268,1945,5-29,0,1,0
154,268,1945,20-10,1,0,0
398,271,1945,25-5,1,0,0
154,271,1945,27-3,1,0,0
183,290,1945,11-19,0,1,0
398,298,1945,21-13,1,0,0
393,298,1945,15-9,1,0,0
183,377,1945,8-26,0,1,0
290,378,1945,0-36,0,1,0
398,393,1945,10-21,0,1,0
154,393,1945,6-22,0,1,0
395,400,1945,9-21,0,1,0
398,400,1945,14-14,0,0,1
428,400,1945,11-25,0,1,0
428,400,1945,0-36,0,1,0
154,400,1945,15-13,1,0,0
79,414,1945,13-23,0,1,0
84,414,1945,19-11,1,0,0
297,414,1945,13-21,0,1,0
395,428,1945,16-18,0,1,0
79,481,1945,3-33,0,1,0
297,481,1945,8-22,0,1,0
297,79,1946,30-8,1,0,0
183,84,1946,13-17,0,1,0
79,84,1946,6-30,0,1,0
290,84,1946,21-11,1,0,0
398,154,1946,8-18,0,1,0
400,157,1946,14-14,0,0,1
398,215,1946,15-9,1,0,0
393,215,1946,11-15,0,1,0
400,215,1946,8-23,0,1,0
395,268,1946,17-9,1,0,0
398,268,1946,23-3,1,0,0
428,268,1946,23-3,1,0,0
154,268,1946,22-5,1,0,0
398,271,1946,11-15,0,1,0
154,271,1946,20-8,1,0,0
393,271,1946,19-9,1,0,0
183,290,1946,18-15,1,0,0
398,298,1946,17-11,1,0,0
154,298,1946,15-11,1,0,0
154,298,1946,14-13,1,0,0
393,298,1946,6-20,0,1,0
393,298,1946,14-12,1,0,0
400,298,1946,12-12,0,0,1
290,378,1946,13-23,0,1,0
398,393,1946,9-19,0,1,0
154,393,1946,17-13,1,0,0
395,400,1946,15-13,1,0,0
428,400,1946,3-23,0,1,0
79,414,1946,8-26,0,1,0
84,414,1946,20-12,1,0,0
297,414,1946,5-23,0,1,0
395,428,1946,13-15,0,1,0
398,428,1946,19-11,1,0,0
79,481,1946,6-30,0,1,0
297,481,1946,0-26,0,1,0
297,79,1947,14-12,1,0,0
183,84,1947,29-3,1,0,0
79,84,1947,11-21,0,1,0
290,84,1947,9-21,0,1,0
79,137,1947,22-6,1,0,0
84,137,1947,16-14,1,0,0
297,137,1947,16-14,1,0,0
398,154,1947,24-6,1,0,0
275,157,1947,20-8,1,0,0
400,157,1947,9-19,0,1,0
412,157,1947,9-21,0,1,0
398,215,1947,8-18,0,1,0
154,215,1947,15-9,1,0,0
393,215,1947,12-14,0,1,0
395,268,1947,28-0,1,0,0
398,268,1947,24-10,1,0,0
428,268,1947,27-5,1,0,0
154,268,1947,23-3,1,0,0
398,271,1947,16-12,1,0,0
154,271,1947,12-14,0,1,0
393,271,1947,24-6,1,0,0
400,271,1947,9-19,0,1,0
183,290,1947,24-5,1,0,0
398,298,1947,10-20,0,1,0
428,298,1947,0-28,0,1,0
154,298,1947,10-17,0,1,0
393,298,1947,23-9,1,0,0
400,298,1947,6-20,0,1,0
183,377,1947,14-12,1,0,0
290,378,1947,3-27,0,1,0
395,393,1947,12-16,0,1,0
398,393,1947,11-15,0,1,0
154,393,1947,12-14,0,1,0
395,400,1947,19-9,1,0,0
428,400,1947,12-12,0,0,1
412,403,1947,16-14,1,0,0
275,412,1947,25-3,1,0,0
79,414,1947,12-19,0,1,0
84,414,1947,18-16,1,0,0
297,414,1947,9-21,0,1,0
395,428,1947,15-11,1,0,0
398,428,1947,27-3,1,0,0
79,481,1947,14-16,0,1,0
297,481,1947,18-15,1,0,0
84,578,1947,19-11,1,0,0
297,79,1948,21-12,1,0,0
183,84,1948,26-10,1,0,0
79,84,1948,13-16,0,1,0
290,84,1948,18-6,1,0,0
79,137,1948,6-22,0,1,0
84,137,1948,13-16,0,1,0
297,137,1948,15-9,1,0,0
398,154,1948,13-14,0,1,0
275,157,1948,20-6,1,0,0
428,157,1948,15-13,1,0,0
400,157,1948,14-14,0,0,1
412,157,1948,16-14,1,0,0
398,215,1948,19-8,1,0,0
154,215,1948,8-19,0,1,0
393,215,1948,11-17,0,1,0
407,250,1948,17-15,1,0,0
395,268,1948,34-5,1,0,0
398,268,1948,27-8,1,0,0
428,268,1948,25-5,1,0,0
154,268,1948,31-5,1,0,0
398,271,1948,14-14,0,0,1
154,271,1948,19-15,1,0,0
393,271,1948,24-15,1,0,0
400,271,1948,6-21,0,1,0
183,290,1948,26-10,1,0,0
398,298,1948,18-13,1,0,0
428,298,1948,8-17,0,1,0
154,298,1948,9-23,0,1,0
393,298,1948,21-17,1,0,0
183,377,1948,19-9,1,0,0
183,378,1948,11-18,0,1,0
290,378,1948,6-28,0,1,0
395,393,1948,18-19,0,1,0
398,393,1948,12-16,0,1,0
154,393,1948,22-17,1,0,0
395,398,1948,19-9,1,0,0
398,400,1948,21-10,1,0,0
428,400,1948,13-24,0,1,0
412,403,1948,14-11,1,0,0
412,410,1948,11-19,0,1,0
275,412,1948,14-13,1,0,0
79,414,1948,13-19,0,1,0
84,414,1948,14-12,1,0,0
297,414,1948,18-3,1,0,0
395,428,1948,26-6,1,0,0
79,481,1948,8-21,0,1,0
297,481,1948,13-13,0,0,1
84,578,1948,22-6,1,0,0
183,84,1949,13-14,0,1,0
79,84,1949,7-28,0,1,0
290,84,1949,24-6,1,0,0
79,137,1949,10-24,0,1,0
297,137,1949,24-8,1,0,0
398,154,1949,13-14,0,1,0
275,157,1949,34-0,1,0,0
428,157,1949,15-11,1,0,0
400,157,1949,16-14,1,0,0
412,157,1949,21-10,1,0,0
154,215,1949,5-24,0,1,0
393,215,1949,13-13,0,0,1
407,250,1949,11-21,0,1,0
395,268,1949,19-9,1,0,0
398,268,1949,22-5,1,0,0
428,268,1949,16-11,1,0,0
154,268,1949,18-8,1,0,0
398,271,1949,16-11,1,0,0
154,271,1949,11-16,0,1,0
393,271,1949,16-13,1,0,0
400,271,1949,18-11,1,0,0
183,290,1949,14-11,1,0,0
398,298,1949,15-16,0,1,0
154,298,1949,5-22,0,1,0
393,298,1949,12-12,0,0,1
400,298,1949,11-16,0,1,0
183,377,1949,29-5,1,0,0
183,378,1949,16-19,0,1,0
290,378,1949,20-10,1,0,0
395,393,1949,11-14,0,1,0
398,393,1949,3-25,0,1,0
428,393,1949,8-19,0,1,0
154,393,1949,8-21,0,1,0
395,398,1949,15-9,1,0,0
395,400,1949,13-14,0,1,0
393,400,1949,18-12,1,0,0
412,403,1949,5-22,0,1,0
412,410,1949,6-22,0,1,0
275,412,1949,25-5,1,0,0
275,412,1949,28-0,1,0,0
79,414,1949,5-28,0,1,0
84,414,1949,19-11,1,0,0
297,414,1949,16-16,0,0,1
395,428,1949,22-6,1,0,0
79,481,1949,10-20,0,1,0
297,481,1949,20-6,1,0,0
84,578,1949,29-3,1,0,0
79,578,1949,19-9,1,0,0
297,79,1950,22-8,1,0,0
183,84,1950,31-5,1,0,0
79,84,1950,16-14,1,0,0
290,84,1950,32-0,1,0,0
79,137,1950,8-22,0,1,0
297,137,1950,20-5,1,0,0
398,154,1950,18-6,1,0,0
428,154,1950,17-9,1,0,0
428,157,1950,14-12,1,0,0
400,157,1950,25-5,1,0,0
412,157,1950,21-13,1,0,0
398,215,1950,6-18,0,1,0
154,215,1950,9-19,0,1,0
393,215,1950,16-12,1,0,0
407,250,1950,14-14,0,0,1
395,268,1950,23-5,1,0,0
398,268,1950,21-9,1,0,0
428,268,1950,24-6,1,0,0
154,268,1950,14-12,1,0,0
393,268,1950,25-3,1,0,0
400,268,1950,18-11,1,0,0
398,271,1950,14-13,1,0,0
428,271,1950,9-17,0,1,0
154,271,1950,8-26,0,1,0
393,271,1950,11-17,0,1,0
400,271,1950,15-17,0,1,0
183,290,1950,13-17,0,1,0
398,298,1950,19-9,1,0,0
154,298,1950,5-22,0,1,0
393,298,1950,16-14,1,0,0
183,377,1950,28-4,1,0,0
183,378,1950,24-7,1,0,0
290,378,1950,18-6,1,0,0
395,393,1950,8-19,0,1,0
398,393,1950,11-14,0,1,0
428,393,1950,8-22,0,1,0
154,393,1950,5-26,0,1,0
395,398,1950,9-15,0,1,0
395,400,1950,16-11,1,0,0
428,400,1950,18-15,1,0,0
393,400,1950,16-11,1,0,0
412,410,1950,5-24,0,1,0
275,412,1950,21-7,1,0,0
275,412,1950,30-0,1,0,0
79,414,1950,14-14,0,0,1
84,414,1950,9-21,0,1,0
297,414,1950,19-11,1,0,0
290,415,1950,32-0,1,0,0
395,428,1950,15-11,1,0,0
79,481,1950,12-14,0,1,0
297,481,1950,16-11,1,0,0
297,79,1951,20-9,1,0,0
183,84,1951,19-11,1,0,0
79,84,1951,8-23,0,1,0
290,84,1951,20-6,1,0,0
79,137,1951,17-11,1,0,0
297,137,1951,13-17,0,1,0
395,154,1951,17-8,1,0,0
398,154,1951,23-8,1,0,0
428,154,1951,13-14,0,1,0
275,157,1951,28-0,1,0,0
428,157,1951,25-3,1,0,0
400,157,1951,14-16,0,1,0
412,157,1951,26-0,1,0,0
398,215,1951,17-8,1,0,0
428,215,1951,8-17,0,1,0
154,215,1951,8-25,0,1,0
393,215,1951,9-15,0,1,0
407,250,1951,11-21,0,1,0
395,268,1951,21-8,1,0,0
398,268,1951,27-2,1,0,0
428,268,1951,18-13,1,0,0
154,268,1951,20-7,1,0,0
393,268,1951,26-5,1,0,0
400,268,1951,26-4,1,0,0
398,271,1951,12-12,0,0,1
428,271,1951,11-16,0,1,0
154,271,1951,5-20,0,1,0
393,271,1951,12-14,0,1,0
400,271,1951,8-21,0,1,0
183,290,1951,6-22,0,1,0
395,298,1951,13-13,0,0,1
398,298,1951,15-14,1,0,0
154,298,1951,7-33,0,1,0
393,298,1951,15-9,1,0,0
183,377,1951,21-11,1,0,0
290,378,1951,24-5,1,0,0
395,393,1951,11-17,0,1,0
398,393,1951,23-2,1,0,0
428,393,1951,12-12,0,0,1
154,393,1951,5-30,0,1,0
395,398,1951,6-20,0,1,0
395,400,1951,16-11,1,0,0
428,400,1951,9-17,0,1,0
154,400,1951,8-22,0,1,0
393,400,1951,25-3,1,0,0
412,403,1951,26-6,1,0,0
412,410,1951,20-6,1,0,0
275,412,1951,8-19,0,1,0
275,412,1951,8-19,0,1,0
79,414,1951,8-17,0,1,0
84,414,1951,30-0,1,0,0
297,414,1951,21-8,1,0,0
290,415,1951,21-9,1,0,0
395,428,1951,14-14,0,0,1
79,481,1951,12-18,0,1,0
297,481,1951,16-13,1,0,0
297,79,1952,11-17,0,1,0
183,84,1952,20-10,1,0,0
79,84,1952,12-14,0,1,0
290,84,1952,24-5,1,0,0
79,137,1952,21-8,1,0,0
395,154,1952,14-14,0,0,1
398,154,1952,11-17,0,1,0
428,154,1952,11-15,0,1,0
428,157,1952,9-19,0,1,0
400,157,1952,11-21,0,1,0
412,157,1952,17-11,1,0,0
412,157,1952,19-10,1,0,0
398,215,1952,13-13,0,0,1
428,215,1952,11-16,0,1,0
154,215,1952,14-12,1,0,0
393,215,1952,15-15,0,0,1
407,250,1952,6-21,0,1,0
395,268,1952,9-15,0,1,0
398,268,1952,21-3,1,0,0
428,268,1952,16-11,1,0,0
154,268,1952,19-8,1,0,0
393,268,1952,16-11,1,0,0
400,268,1952,15-9,1,0,0
398,271,1952,16-10,1,0,0
154,271,1952,11-14,0,1,0
393,271,1952,18-10,1,0,0
400,271,1952,9-19,0,1,0
183,290,1952,5-20,0,1,0
395,298,1952,8-19,0,1,0
398,298,1952,21-3,1,0,0
154,298,1952,21-6,1,0,0
393,298,1952,19-8,1,0,0
183,377,1952,13-18,0,1,0
183,378,1952,10-18,0,1,0
290,378,1952,22-5,1,0,0
395,393,1952,12-12,0,0,1
398,393,1952,15-9,1,0,0
428,393,1952,12-18,0,1,0
154,393,1952,18-12,1,0,0
395,398,1952,6-18,0,1,0
395,400,1952,9-15,0,1,0
428,400,1952,12-14,0,1,0
412,403,1952,27-2,1,0,0
412,410,1952,19-8,1,0,0
275,412,1952,12-14,0,1,0
275,412,1952,13-14,0,1,0
79,414,1952,27-3,1,0,0
84,414,1952,27-3,1,0,0
297,414,1952,29-2,1,0,0
290,415,1952,25-5,1,0,0
395,428,1952,5-23,0,1,0
79,481,1952,18-6,1,0,0
297,481,1952,11-14,0,1,0
79,489,1952,19-11,1,0,0
297,79,1953,11-19,0,1,0
183,84,1953,18-10,1,0,0
79,84,1953,9-19,0,1,0
290,84,1953,18-10,1,0,0
79,137,1953,16-18,0,1,0
297,137,1953,21-9,1,0,0
395,154,1953,12-12,0,0,1
398,154,1953,22-6,1,0,0
275,157,1953,11-16,0,1,0
400,157,1953,8-20,0,1,0
412,157,1953,19-10,1,0,0
398,215,1953,17-13,1,0,0
395,215,1953,5-22,0,1,0
154,215,1953,8-17,0,1,0
393,215,1953,6-18,0,1,0
407,250,1953,11-16,0,1,0
395,268,1953,13-16,0,1,0
398,268,1953,26-8,1,0,0
428,268,1953,12-14,0,1,0
154,268,1953,10-19,0,1,0
393,268,1953,22-8,1,0,0
398,271,1953,25-9,1,0,0
428,271,1953,15-11,1,0,0
154,271,1953,16-13,1,0,0
183,290,1953,8-18,0,1,0
395,298,1953,14-12,1,0,0
398,298,1953,26-5,1,0,0
154,298,1953,23-3,1,0,0
393,298,1953,14-12,1,0,0
183,377,1953,6-18,0,1,0
183,378,1953,22-6,1,0,0
290,378,1953,27-3,1,0,0
395,393,1953,17-13,1,0,0
398,393,1953,23-3,1,0,0
428,393,1953,9-23,0,1,0
154,393,1953,9-19,0,1,0
275,393,1953,18-10,1,0,0
395,398,1953,6-20,0,1,0
395,400,1953,8-17,0,1,0
428,400,1953,3-23,0,1,0
154,400,1953,9-19,0,1,0
275,412,1953,10-19,0,1,0
275,412,1953,14-16,0,1,0
393,412,1953,5-24,0,1,0
79,414,1953,21-10,1,0,0
84,414,1953,25-3,1,0,0
297,414,1953,22-9,1,0,0
290,415,1953,16-12,1,0,0
395,428,1953,15-11,1,0,0
79,481,1953,12-12,0,0,1
297,481,1953,26-7,1,0,0
79,489,1953,11-18,0,1,0
297,489,1953,17-8,1,0,0
297,79,1954,24-6,1,0,0
183,84,1954,17-8,1,0,0
79,84,1954,9-19,0,1,0
290,84,1954,20-6,1,0,0
79,137,1954,15-11,1,0,0
297,137,1954,20-8,1,0,0
395,154,1954,20-8,1,0,0
398,154,1954,27-5,1,0,0
428,154,1954,11-17,0,1,0
428,157,1954,11-19,0,1,0
400,157,1954,8-22,0,1,0
412,157,1954,8-21,0,1,0
398,215,1954,15-9,1,0,0
395,215,1954,14-15,0,1,0
154,215,1954,5-26,0,1,0
393,215,1954,10-20,0,1,0
407,250,1954,10-22,0,1,0
395,268,1954,26-7,1,0,0
398,268,1954,25-3,1,0,0
428,268,1954,19-13,1,0,0
154,268,1954,15-13,1,0,0
393,268,1954,20-6,1,0,0
398,271,1954,15-9,1,0,0
428,271,1954,17-11,1,0,0
154,271,1954,15-9,1,0,0
393,271,1954,21-9,1,0,0
183,290,1954,7-19,0,1,0
395,298,1954,10-16,0,1,0
398,298,1954,9-15,0,1,0
154,298,1954,6-20,0,1,0
393,298,1954,8-21,0,1,0
183,377,1954,18-12,1,0,0
183,378,1954,14-16,0,1,0
290,378,1954,9-19,0,1,0
395,393,1954,19-8,1,0,0
398,393,1954,19-11,1,0,0
428,393,1954,11-21,0,1,0
154,393,1954,12-14,0,1,0
275,393,1954,26-4,1,0,0
275,395,1954,24-8,1,0,0
395,398,1954,14-15,0,1,0
428,400,1954,16-15,1,0,0
154,400,1954,14-14,0,0,1
393,400,1954,18-14,1,0,0
275,412,1954,17-11,1,0,0
275,412,1954,17-9,1,0,0
283,413,1954,24-8,1,0,0
283,413,1954,32-0,1,0,0
79,414,1954,21-8,1,0,0
84,414,1954,25-3,1,0,0
297,414,1954,14-14,0,0,1
290,415,1954,6-22,0,1,0
395,428,1954,23-3,1,0,0
79,481,1954,11-17,0,1,0
297,481,1954,12-18,0,1,0
79,489,1954,21-3,1,0,0
297,489,1954,16-13,1,0,0
297,79,1955,23-10,1,0,0
183,84,1955,18-6,1,0,0
79,84,1955,13-18,0,1,0
290,84,1955,17-10,1,0,0
79,137,1955,14-15,0,1,0
297,137,1955,14-14,0,0,1
395,154,1955,25-5,1,0,0
398,154,1955,22-8,1,0,0
428,154,1955,19-8,1,0,0
412,157,1955,22-5,1,0,0
398,215,1955,19-7,1,0,0
395,215,1955,11-14,0,1,0
154,215,1955,14-12,1,0,0
393,215,1955,16-10,1,0,0
400,215,1955,8-21,0,1,0
407,250,1955,7-26,0,1,0
395,268,1955,27-3,1,0,0
398,268,1955,21-8,1,0,0
428,268,1955,21-10,1,0,0
154,268,1955,19-11,1,0,0
393,268,1955,24-7,1,0,0
398,271,1955,27-15,1,0,0
428,271,1955,18-6,1,0,0
154,271,1955,14-13,1,0,0
393,271,1955,27-8,1,0,0
183,290,1955,13-15,0,1,0
395,298,1955,18-8,1,0,0
398,298,1955,28-7,1,0,0
154,298,1955,14-14,0,0,1
393,298,1955,24-6,1,0,0
183,377,1955,26-8,1,0,0
183,378,1955,19-8,1,0,0
290,378,1955,12-16,0,1,0
395,393,1955,14-12,1,0,0
398,393,1955,11-14,0,1,0
428,393,1955,11-17,0,1,0
154,393,1955,14-16,0,1,0
275,395,1955,13-13,0,0,1
395,398,1955,24-5,1,0,0
428,400,1955,22-8,1,0,0
154,400,1955,14-11,1,0,0
393,400,1955,18-10,1,0,0
275,412,1955,12-12,0,0,1
275,412,1955,14-11,1,0,0
395,412,1955,13-14,0,1,0
283,413,1955,23-3,1,0,0
283,413,1955,25-3,1,0,0
79,414,1955,12-12,0,0,1
84,414,1955,20-5,1,0,0
297,414,1955,10-17,0,1,0
290,415,1955,8-19,0,1,0
395,428,1955,20-5,1,0,0
79,481,1955,17-11,1,0,0
297,481,1955,19-9,1,0,0
79,489,1955,11-18,0,1,0
297,489,1955,11-17,0,1,0
297,79,1956,18-12,1,0,0
183,84,1956,26-7,1,0,0
79,84,1956,0-30,0,1,0
297,84,1956,14-13,1,0,0
290,84,1956,20-6,1,0,0
79,137,1956,18-11,1,0,0
84,137,1956,29-5,1,0,0
297,137,1956,33-2,1,0,0
395,154,1956,24-8,1,0,0
398,154,1956,18-19,0,1,0
428,154,1956,15-21,0,1,0
275,157,1956,16-12,1,0,0
428,157,1956,8-21,0,1,0
400,157,1956,3-27,0,1,0
412,157,1956,15-11,1,0,0
398,215,1956,14-12,1,0,0
395,215,1956,16-14,1,0,0
428,215,1956,5-20,0,1,0
154,215,1956,12-20,0,1,0
393,215,1956,17-17,0,0,1
400,215,1956,24-12,1,0,0
407,250,1956,10-21,0,1,0
395,268,1956,22-8,1,0,0
398,268,1956,14-7,1,0,0
428,268,1956,26-5,1,0,0
154,268,1956,34-8,1,0,0
393,268,1956,25-11,1,0,0
398,271,1956,24-15,1,0,0
154,271,1956,31-7,1,0,0
290,271,1956,34-0,1,0,0
393,271,1956,24-14,1,0,0
183,290,1956,13-17,0,1,0
395,298,1956,25-15,1,0,0
398,298,1956,18-16,1,0,0
428,298,1956,15-9,1,0,0
154,298,1956,25-14,1,0,0
393,298,1956,17-23,0,1,0
183,377,1956,25-3,1,0,0
183,378,1956,13-20,0,1,0
290,378,1956,27-7,1,0,0
395,393,1956,28-10,1,0,0
398,393,1956,16-21,0,1,0
428,393,1956,19-20,0,1,0
154,393,1956,27-6,1,0,0
290,393,1956,23-3,1,0,0
395,398,1956,15-18,0,1,0
428,400,1956,8-23,0,1,0
154,400,1956,11-25,0,1,0
393,400,1956,6-32,0,1,0
275,412,1956,12-12,0,0,1
275,412,1956,12-12,0,0,1
395,412,1956,9-17,0,1,0
283,413,1956,11-21,0,1,0
283,413,1956,12-14,0,1,0
79,414,1956,14-16,0,1,0
84,414,1956,22-5,1,0,0
297,414,1956,22-6,1,0,0
290,415,1956,12-16,0,1,0
395,428,1956,21-3,1,0,0
84,481,1956,21-5,1,0,0
79,481,1956,5-20,0,1,0
297,481,1956,14-14,0,0,1
84,489,1956,28-5,1,0,0
79,489,1956,10-16,0,1,0
297,489,1956,21-7,1,0,0
297,79,1957,22-6,1,0,0
183,84,1957,9-17,0,1,0
79,84,1957,5-23,0,1,0
297,84,1957,3-23,0,1,0
290,84,1957,12-12,0,0,1
79,137,1957,11-15,0,1,0
84,137,1957,19-8,1,0,0
297,137,1957,15-11,1,0,0
395,154,1957,22-6,1,0,0
398,154,1957,19-9,1,0,0
428,154,1957,13-16,0,1,0
275,157,1957,13-13,0,0,1
398,157,1957,7-21,0,1,0
400,157,1957,14-13,1,0,0
412,157,1957,17-9,1,0,0
398,215,1957,15-16,0,1,0
395,215,1957,15-9,1,0,0
428,215,1957,5-24,0,1,0
154,215,1957,9-17,0,1,0
393,215,1957,5-26,0,1,0
400,215,1957,14-13,1,0,0
395,268,1957,16-12,1,0,0
398,268,1957,10-22,0,1,0
154,268,1957,16-16,0,0,1
393,268,1957,18-12,1,0,0
398,271,1957,16-11,1,0,0
290,271,1957,36-0,1,0,0
183,290,1957,16-13,1,0,0
395,298,1957,30-0,1,0,0
398,298,1957,8-18,0,1,0
154,298,1957,20-14,1,0,0
393,298,1957,23-3,1,0,0
183,377,1957,14-14,0,0,1
378,377,1957,17-8,1,0,0
183,378,1957,22-6,1,0,0
290,378,1957,13-14,0,1,0
395,393,1957,17-13,1,0,0
398,393,1957,11-19,0,1,0
428,393,1957,7-24,0,1,0
154,393,1957,11-18,0,1,0
290,393,1957,14-12,1,0,0
395,398,1957,12-14,0,1,0
398,400,1957,14-16,0,1,0
428,400,1957,11-15,0,1,0
154,400,1957,8-24,0,1,0
393,400,1957,14-14,0,0,1
275,412,1957,3-23,0,1,0
275,412,1957,9-17,0,1,0
395,412,1957,12-14,0,1,0
283,413,1957,13-14,0,1,0
283,413,1957,21-8,1,0,0
79,414,1957,21-9,1,0,0
84,414,1957,26-8,1,0,0
297,414,1957,25-5,1,0,0
290,415,1957,14-11,1,0,0
395,428,1957,24-5,1,0,0
84,481,1957,19-8,1,0,0
79,481,1957,13-19,0,1,0
297,481,1957,14-12,1,0,0
84,489,1957,20-9,1,0,0
79,489,1957,8-18,0,1,0
297,489,1957,11-15,0,1,0
297,79,1958,16-14,1,0,0
183,84,1958,15-9,1,0,0
79,84,1958,5-25,0,1,0
297,84,1958,13-23,0,1,0
290,84,1958,9-17,0,1,0
79,137,1958,14-14,0,0,1
84,137,1958,17-6,1,0,0
297,137,1958,16-14,1,0,0
395,154,1958,24-5,1,0,0
398,154,1958,13-16,0,1,0
428,154,1958,17-13,1,0,0
275,157,1958,13-13,0,0,1
400,157,1958,5-26,0,1,0
412,157,1958,12-12,0,0,1
398,215,1958,14-13,1,0,0
395,215,1958,17-9,1,0,0
154,215,1958,17-11,1,0,0
393,215,1958,9-19,0,1,0
407,250,1958,18-13,1,0,0
395,268,1958,25-7,1,0,0
398,268,1958,25-3,1,0,0
428,268,1958,18-13,1,0,0
154,268,1958,23-3,1,0,0
393,268,1958,21-8,1,0,0
398,271,1958,14-14,0,0,1
154,271,1958,17-15,1,0,0
183,290,1958,22-7,1,0,0
395,298,1958,24-6,1,0,0
398,298,1958,23-7,1,0,0
428,298,1958,16-14,1,0,0
154,298,1958,18-14,1,0,0
393,298,1958,24-7,1,0,0
183,377,1958,19-9,1,0,0
378,377,1958,8-20,0,1,0
183,378,1958,14-11,1,0,0
290,378,1958,12-12,0,0,1
395,393,1958,12-14,0,1,0
398,393,1958,11-17,0,1,0
428,393,1958,11-20,0,1,0
154,393,1958,17-13,1,0,0
290,393,1958,8-19,0,1,0
275,395,1958,18-6,1,0,0
395,398,1958,17-9,1,0,0
395,400,1958,17-9,1,0,0
398,400,1958,11-18,0,1,0
428,400,1958,8-20,0,1,0
154,400,1958,8-24,0,1,0
275,400,1958,29-2,1,0,0
393,400,1958,24-6,1,0,0
275,412,1958,12-12,0,0,1
275,412,1958,14-13,1,0,0
395,412,1958,9-17,0,1,0
283,413,1958,15-9,1,0,0
283,413,1958,21-8,1,0,0
79,414,1958,12-18,0,1,0
84,414,1958,19-11,1,0,0
297,414,1958,17-13,1,0,0
290,415,1958,14-11,1,0,0
395,428,1958,30-0,1,0,0
84,481,1958,26-0,1,0,0
79,481,1958,3-21,0,1,0
297,481,1958,11-16,0,1,0
84,489,1958,28-0,1,0,0
79,489,1958,10-23,0,1,0
297,489,1958,12-18,0,1,0
297,79,1959,18-12,1,0,0
183,84,1959,11-14,0,1,0
79,84,1959,2-31,0,1,0
297,84,1959,6-18,0,1,0
290,84,1959,13-15,0,1,0
79,137,1959,8-24,0,1,0
84,137,1959,15-9,1,0,0
297,137,1959,14-12,1,0,0
395,154,1959,16-13,1,0,0
398,154,1959,14-12,1,0,0
428,154,1959,10-19,0,1,0
275,157,1959,19-7,1,0,0
400,157,1959,9-17,0,1,0
412,157,1959,17-9,1,0,0
398,215,1959,14-14,0,0,1
395,215,1959,17-9,1,0,0
154,215,1959,20-7,1,0,0
393,215,1959,5-16,0,1,0
400,215,1959,14-18,0,1,0
407,250,1959,19-18,1,0,0
395,268,1959,31-2,1,0,0
398,268,1959,24-8,1,0,0
428,268,1959,15-9,1,0,0
154,268,1959,23-8,1,0,0
393,268,1959,16-11,1,0,0
398,271,1959,27-3,1,0,0
154,271,1959,20-8,1,0,0
183,290,1959,17-8,1,0,0
395,298,1959,26-5,1,0,0
398,298,1959,25-3,1,0,0
428,298,1959,16-14,1,0,0
154,298,1959,27-3,1,0,0
393,298,1959,23-5,1,0,0
400,298,1959,30-0,1,0,0
183,377,1959,22-6,1,0,0
378,377,1959,17-9,1,0,0
183,378,1959,21-5,1,0,0
290,378,1959,17-8,1,0,0
395,393,1959,18-10,1,0,0
398,393,1959,16-11,1,0,0
428,393,1959,14-14,0,0,1
154,393,1959,19-10,1,0,0
275,395,1959,18-9,1,0,0
395,398,1959,14-12,1,0,0
395,400,1959,19-8,1,0,0
398,400,1959,8-17,0,1,0
428,400,1959,8-22,0,1,0
154,400,1959,9-17,0,1,0
393,400,1959,3-25,0,1,0
412,403,1959,32-0,1,0,0
275,412,1959,12-14,0,1,0
275,412,1959,19-7,1,0,0
395,412,1959,9-15,0,1,0
283,413,1959,22-5,1,0,0
283,413,1959,30-0,1,0,0
79,414,1959,11-16,0,1,0
84,414,1959,23-5,1,0,0
297,414,1959,14-14,0,0,1
290,415,1959,9-15,0,1,0
395,428,1959,29-3,1,0,0
84,481,1959,17-10,1,0,0
79,481,1959,2-33,0,1,0
297,481,1959,9-15,0,1,0
84,489,1959,20-8,1,0,0
79,489,1959,16-15,1,0,0
297,489,1959,14-14,0,0,1
297,79,1960,14-17,0,1,0
183,84,1960,14-17,0,1,0
79,84,1960,11-20,0,1,0
297,84,1960,6-23,0,1,0
290,84,1960,22-8,1,0,0
79,137,1960,9-23,0,1,0
84,137,1960,33-7,1,0,0
297,137,1960,22-8,1,0,0
395,154,1960,18-6,1,0,0
398,154,1960,30-0,1,0,0
428,154,1960,8-25,0,1,0
275,157,1960,18-10,1,0,0
398,157,1960,14-11,1,0,0
400,157,1960,9-15,0,1,0
412,157,1960,17-11,1,0,0
398,215,1960,11-14,0,1,0
395,215,1960,9-18,0,1,0
154,215,1960,6-24,0,1,0
393,215,1960,5-22,0,1,0
400,215,1960,6-18,0,1,0
407,250,1960,18-16,1,0,0
395,268,1960,12-12,0,0,1
398,268,1960,20-5,1,0,0
428,268,1960,7-25,0,1,0
154,268,1960,15-11,1,0,0
393,268,1960,7-21,0,1,0
398,271,1960,24-6,1,0,0
154,271,1960,12-16,0,1,0
183,290,1960,11-19,0,1,0
