Season,Wrestler Number,School ID
1934,9016,151
1934,9032,152
1934,9087,184
1934,9115,192
1934,9124,192
1934,9151,193
1934,9153,193
1934,9162,193
1934,9166,193
1934,9181,193
1934,9197,193
1934,9237,298
1934,9244,298
1934,9247,298
1934,9248,298
1934,9249,298
1934,9251,298
1934,9252,229
1934,9255,244
1934,9261,300
1934,9262,300
1934,9907,191
1934,9918,191
1934,9930,128
1934,9933,118
1934,9956,128
1934,9958,209
1934,9970,128
1934,9984,121
1934,9997,128
1934,10015,193
1934,10026,71
1934,10065,118
1934,10077,151
1934,10078,274
1934,10079,151
1934,10080,152
1934,10081,71
1934,10082,295
1934,10083,187
1934,10084,128
1934,10085,151
1934,10086,244
1934,10087,295
1934,10394,184
1934,10395,193
1934,10396,151
1934,10397,151
1934,10398,192
1934,10399,305
1934,10400,128
1934,10401,184
1934,10402,152
1934,10403,318
1934,10404,151
1934,10406,298
1934,10407,274
1934,10408,184
1934,10409,298
1934,10410,71
1934,10411,187
1934,10412,274
1934,10413,118
1935,8846,295
1935,8867,71
1935,8902,116
1935,8905,116
1935,8907,116
1935,8915,116
1935,8929,118
1935,8937,118
1935,8948,121
1935,8949,121
1935,8999,134
1935,9032,152
1935,9072,184
1935,9118,192
1935,9124,192
1935,9129,192
1935,9131,192
1935,9143,193
1935,9153,193
1935,9166,193
1935,9181,193
1935,9184,193
1935,9185,193
1935,9212,200
1935,9239,298
1935,9240,298
1935,9241,298
1935,9245,298
1935,9247,298
1935,9261,300
1935,9912,313
1935,9933,118
1935,9945,134
1935,9948,66
1935,9956,128
1935,9959,184
1935,9960,26
1935,9961,86
1935,9962,300
1935,9963,313
1935,9964,190
1935,9965,232
1935,9966,232
1935,9967,118
1935,9968,110
1935,9969,66
1935,9970,128
1935,9971,296
1935,9972,159
1935,9973,315
1935,9974,314
1935,9975,116
1935,9976,200
1935,9977,184
1935,9978,209
1935,9979,256
1935,9980,127
1935,9981,296
1935,9982,134
1935,9983,134
1935,9984,121
1935,9985,97
1935,9986,244
1935,9987,10
1935,9988,134
1935,9989,159
1935,9990,232
1935,9991,97
1935,9992,300
1935,9993,127
1935,9994,110
1935,9995,209
1935,9996,315
1935,9997,128
1935,9998,313
1935,9999,270
1935,10000,86
1935,10001,193
1935,10002,296
1935,10003,200
1935,10004,244
1935,10005,97
1935,10006,297
1935,10007,295
1935,10008,298
1935,10009,73
1935,10010,313
1935,10011,118
1935,10012,301
1935,10013,297
1935,10014,211
1935,10015,193
1935,10016,97
1935,10017,116
1935,10018,10
1935,10019,105
1935,10020,256
1935,10021,190
1935,10022,127
1935,10023,270
1935,10024,244
1935,10025,128
1935,10026,71
1935,10027,314
1935,10028,232
1935,10029,200
1935,10030,205
1935,10031,232
1935,10032,134
1935,10033,190
1935,10034,151
1935,10035,121
1935,10036,116
1935,10037,315
1935,10038,292
1935,10039,229
1935,10040,256
1935,10041,127
1935,10042,132
1935,10043,97
1935,10044,270
1935,10045,295
1935,10046,232
1935,10047,205
1935,10048,73
1935,10049,315
1935,10050,244
1935,10051,301
1935,10052,116
1935,10053,134
1935,10054,134
1936,8843,295
1936,8844,295
1936,8847,295
1936,8861,71
1936,8867,71
1936,8881,110
1936,8929,118
1936,8937,118
1936,8948,121
1936,8949,121
1936,8990,134
1936,8999,134
1936,9022,151
1936,9032,152
1936,9047,155
1936,9051,155
1936,9061,166
1936,9072,184
1936,9109,192
1936,9118,192
1936,9119,192
1936,9124,192
1936,9125,192
1936,9143,193
1936,9151,193
1936,9168,193
1936,9188,193
1936,9193,193
1936,9240,298
1936,9241,298
1936,9244,298
1936,9247,298
1936,9255,244
1936,9261,300
1936,9838,270
1936,9876,184
1936,9894,134
1936,9896,270
1936,9897,134
1936,9962,300
1936,9966,232
1936,9968,110
1936,9979,256
1936,9984,121
1936,9999,270
1936,10001,193
1936,10005,97
1936,10009,73
1936,10014,211
1936,10023,270
1936,10028,232
1936,10045,295
1936,10054,134
1936,10055,292
1936,10056,244
1936,10057,193
1936,10058,134
1936,10059,300
1936,10060,155
1936,10061,110
1936,10062,232
1936,10063,295
1936,10064,298
1936,10065,118
1936,10066,134
1936,10067,256
1936,10068,71
1936,10069,263
1936,10070,211
1936,10071,97
1936,10072,71
1936,10073,110
1937,8843,295
1937,8847,295
1937,8850,53
1937,8861,71
1937,8899,116
1937,8905,116
1937,8933,118
1937,8943,118
1937,8957,122
1937,8978,127
1937,8984,128
1937,8990,134
1937,9007,151
1937,9022,151
1937,9044,155
1937,9051,155
1937,9072,184
1937,9088,184
1937,9111,193
1937,9112,192
1937,9113,192
1937,9119,192
1937,9125,192
1937,9136,192
1937,9141,193
1937,9156,193
1937,9168,193
1937,9171,193
1937,9179,193
1937,9185,193
1937,9188,193
1937,9242,298
1937,9838,270
1937,9850,53
1937,9864,232
1937,9874,167
1937,9887,134
1937,9896,270
1937,9897,134
1937,9971,296
1937,10023,270
1937,10034,151
1937,10062,232
1937,10063,295
1937,10068,71
1937,10136,151
1937,10137,118
1937,10138,122
1937,10140,118
1937,10141,296
1937,10142,128
1937,10143,298
1937,10144,127
1937,10145,191
1937,10146,71
1937,10147,152
1937,10148,134
1937,10149,295
1937,10150,298
1937,10151,134
1937,10152,122
1937,10153,127
1937,10154,305
1937,10155,298
1937,10156,127
1937,10157,120
1937,10158,122
1937,10159,127
1937,10160,120
1937,10161,132
1937,10162,305
1937,10163,305
1937,10164,191
1937,10165,71
1937,10166,127
1937,10167,116
1937,10168,295
1937,10169,191
1937,10170,270
1937,10172,298
1937,10173,127
1937,10174,116
1937,10175,121
1938,8842,292
1938,8850,53
1938,8861,71
1938,8869,71
1938,8881,110
1938,8894,116
1938,8899,116
1938,8910,116
1938,8929,118
1938,8937,118
1938,8943,118
1938,8964,122
1938,8992,134
1938,8995,134
1938,9017,151
1938,9025,152
1938,9044,155
1938,9045,155
1938,9088,184
1938,9125,192
1938,9134,192
1938,9136,192
1938,9141,193
1938,9145,193
1938,9156,193
1938,9171,193
1938,9179,193
1938,9186,193
1938,9188,193
1938,9203,193
1938,9242,298
1938,9243,298
1938,9246,298
1938,9279,289
1938,9764,200
1938,9809,71
1938,9814,159
1938,9817,270
1938,9820,134
1938,9825,97
1938,9837,97
1938,9838,270
1938,9843,116
1938,9844,184
1938,9845,97
1938,9850,53
1938,9854,200
1938,9864,232
1938,9865,310
1938,9866,298
1938,9867,252
1938,9868,122
1938,9869,292
1938,9870,200
1938,9871,122
1938,9872,205
1938,9873,152
1938,9874,167
1938,9875,310
1938,9876,184
1938,9877,298
1938,9878,216
1938,9880,200
1938,9881,312
1938,9882,159
1938,9883,152
1938,9884,200
1938,9885,270
1938,9886,63
1938,9887,134
1938,9888,200
1938,9889,200
1938,9890,232
1938,9891,205
1938,9892,216
1938,9893,292
1938,9894,134
1938,9895,242
1938,9896,270
1938,9897,134
1938,9898,205
1938,9899,216
1938,9900,200
1938,9982,97
1938,10152,122
1938,10728,155
1939,8835,7
1939,8842,292
1939,8852,65
1939,8877,97
1939,8894,116
1939,8908,116
1939,8914,116
1939,8921,118
1939,8938,118
1939,8941,118
1939,8943,118
1939,8984,128
1939,8993,134
1939,8995,134
1939,8996,134
1939,9005,151
1939,9017,151
1939,9018,151
1939,9025,152
1939,9042,155
1939,9045,155
1939,9077,184
1939,9078,184
1939,9100,190
1939,9155,193
1939,9156,193
1939,9167,193
1939,9171,193
1939,9178,193
1939,9186,193
1939,9203,193
1939,9207,200
1939,9219,200
1939,9256,244
1939,9279,289
1939,9658,270
1939,9676,244
1939,9711,244
1939,9722,118
1939,9725,128
1939,9731,71
1939,9743,244
1939,9755,211
1939,9769,7
1939,9778,128
1939,9788,118
1939,9789,132
1939,9791,134
1939,9796,132
1939,9805,151
1939,9812,97
1939,9814,159
1939,9815,166
1939,9816,134
1939,9817,270
1939,9818,116
1939,9819,118
1939,9820,134
1939,9821,191
1939,9822,166
1939,9823,296
1939,9824,134
1939,9825,97
1939,9828,244
1939,9829,229
1939,9830,117
1939,9831,167
1939,9832,166
1939,9833,65
1939,9834,193
1939,9835,65
1939,9836,128
1939,9837,97
1939,9838,270
1939,9839,155
1939,9840,166
1939,9841,270
1939,9842,191
1939,9843,116
1939,9844,184
1939,9845,97
1939,9846,151
1939,9847,211
1939,9848,270
1939,9849,65
1939,9850,53
1939,9851,152
1939,9852,289
1939,9853,229
1939,9854,200
1939,9855,159
1939,9856,191
1939,9857,211
1939,9858,121
1939,9859,118
1939,9860,159
1939,9861,166
1939,9862,134
1939,9863,211
1940,8834,7
1940,8835,7
1940,8852,65
1940,8877,97
1940,8880,97
1940,8889,116
1940,8908,116
1940,8912,116
1940,8914,116
1940,8921,118
1940,8934,118
1940,8938,118
1940,8941,118
1940,8957,122
1940,8963,122
1940,8981,127
1940,8986,128
1940,8988,132
1940,8995,134
1940,9005,151
1940,9007,151
1940,9010,151
1940,9017,151
1940,9045,155
1940,9063,167
1940,9077,184
1940,9078,184
1940,9100,190
1940,9111,192
1940,9137,193
1940,9145,193
1940,9164,193
1940,9167,193
1940,9175,193
1940,9198,193
1940,9202,193
1940,9210,200
1940,9256,244
1940,9641,71
1940,9652,288
1940,9656,122
1940,9657,232
1940,9658,270
1940,9660,82
1940,9666,292
1940,9673,300
1940,9675,97
1940,9676,244
1940,9706,71
1940,9710,127
1940,9733,244
1940,9738,134
1940,9739,128
1940,9743,244
1940,9755,211
1940,9756,270
1940,9757,191
1940,9758,292
1940,9759,71
1940,9760,116
1940,9761,206
1940,9762,192
1940,9763,298
1940,9764,200
1940,9765,82
1940,9766,116
1940,9767,288
1940,9768,118
1940,9769,7
1940,9770,298
1940,9771,191
1940,9772,216
1940,9773,134
1940,9774,211
1940,9775,122
1940,9776,152
1940,9777,82
1940,9778,128
1940,9779,127
1940,9780,187
1940,9781,116
1940,9782,191
1940,9783,298
1940,9784,152
1940,9785,292
1940,9787,216
1940,9788,118
1940,9789,132
1940,9790,127
1940,9791,134
1940,9792,7
1940,9794,298
1940,9795,191
1940,9796,132
1940,9797,211
1940,9798,206
1940,9799,116
1940,9800,211
1940,9801,292
1940,9802,298
1940,9803,232
1940,9804,242
1940,9805,151
1940,9806,298
1940,9807,78
1940,9808,110
1940,9809,71
1940,9810,292
1940,9811,122
1940,9812,97
1940,9813,127
1941,8834,7
1941,8835,7
1941,8860,71
1941,8880,97
1941,8912,116
1941,8921,118
1941,8962,121
1941,8963,122
1941,8964,122
1941,8966,121
1941,8980,127
1941,8986,128
1941,8987,128
1941,8988,132
1941,9006,151
1941,9010,151
1941,9031,152
1941,9033,152
1941,9034,152
1941,9038,152
1941,9040,152
1941,9042,155
1941,9046,155
1941,9049,155
1941,9076,184
1941,9077,184
1941,9078,184
1941,9138,193
1941,9139,193
1941,9175,193
1941,9190,193
1941,9194,193
1941,9198,193
1941,9202,193
1941,9210,200
1941,9216,200
1941,9219,200
1941,9220,201
1941,9256,244
1941,9271,280
1941,9274,280
1941,9277,289
1941,9279,289
1941,9641,71
1941,9643,71
1941,9648,292
1941,9649,167
1941,9650,155
1941,9651,110
1941,9652,288
1941,9653,134
1941,9654,229
1941,9655,132
1941,9656,122
1941,9657,232
1941,9658,270
1941,9659,82
1941,9660,82
1941,9661,134
1941,9662,132
1941,9663,97
1941,9664,205
1941,9665,201
1941,9666,292
1941,9667,182
1941,9668,155
1941,9669,288
1941,9670,256
1941,9671,292
1941,9672,211
1941,9673,300
1941,9674,229
1941,9675,97
1941,9676,244
1941,9677,134
1941,9678,114
1941,9679,190
1941,9680,7
1941,9681,134
1941,9682,256
1941,9705,211
1941,9706,71
1941,9707,280
1941,9708,137
1941,9709,229
1941,9710,127
1941,9711,244
1941,9712,65
1941,9713,137
1941,9714,155
1941,9715,229
1941,9716,256
1941,9717,201
1941,9718,121
1941,9719,288
1941,9720,132
1941,9721,134
1941,9722,118
1941,9723,182
1941,9724,229
1941,9725,128
1941,9726,134
1941,9727,118
1941,9728,200
1941,9729,155
1941,9730,114
1941,9731,71
1941,9732,211
1941,9733,244
1941,9734,184
1941,9735,256
1941,9736,211
1941,9737,193
1941,9738,134
1941,9739,128
1941,9741,116
1941,9742,292
1941,9743,244
1941,9744,122
1941,9745,121
1941,9746,134
1941,9747,137
1941,9748,280
1941,9749,270
1941,9751,244
1941,9752,182
1941,9753,200
1941,9754,137
1941,9755,211
1942,8860,71
1942,8874,71
1942,8886,116
1942,8889,116
1942,8912,116
1942,8916,116
1942,8974,127
1942,8983,128
1942,8986,128
1942,9006,151
1942,9010,151
1942,9012,151
1942,9014,151
1942,9033,152
1942,9034,152
1942,9038,152
1942,9040,152
1942,9054,166
1942,9055,166
1942,9059,166
1942,9063,167
1942,9086,184
1942,9138,193
1942,9139,193
1942,9167,193
1942,9169,193
1942,9190,193
1942,9194,193
1942,9206,200
1942,9211,200
1942,9216,200
1942,9220,201
1942,9223,205
1942,9227,206
1942,9228,206
1942,9232,206
1942,9594,128
1942,9606,288
1942,9608,127
1942,9609,128
1942,9610,122
1942,9611,122
1942,9612,116
1942,9613,184
1942,9614,216
1942,9615,200
1942,9616,211
1942,9617,191
1942,9618,116
1942,9619,151
1942,9620,206
1942,9621,152
1942,9622,211
1942,9623,191
1942,9624,116
1942,9625,78
1942,9626,117
1942,9627,310
1942,9628,127
1942,9629,206
1942,9630,151
1942,9631,71
1942,9632,211
1942,9633,122
1942,9634,267
1942,9635,71
1942,9636,211
1942,9637,117
1942,9638,117
1942,9639,193
1942,9640,152
1942,9641,71
1942,9642,191
1942,9643,71
1942,9644,122
1942,9645,310
1942,9646,116
1942,9647,267
1942,9734,184
1946,8834,175
1946,8886,116
1946,8896,116
1946,8900,116
1946,8901,116
1946,8904,116
1946,8913,116
1946,8916,116
1946,8927,118
1946,8932,118
1946,8940,118
1946,8955,122
1946,8985,128
1946,9006,151
1946,9014,151
1946,9029,152
1946,9036,152
1946,9037,152
1946,9041,152
1946,9048,155
1946,9058,151
1946,9062,167
1946,9063,167
1946,9066,182
1946,9067,182
1946,9071,184
1946,9080,184
1946,9081,184
1946,9086,184
1946,9099,190
1946,9138,193
1946,9139,193
1946,9150,193
1946,9191,193
1946,9200,193
1946,9201,193
1946,9211,200
1946,9568,122
1946,9569,118
1946,9587,73
1946,9588,192
1946,9589,175
1946,9590,193
1946,9592,182
1946,9593,128
1946,9594,128
1946,9595,155
1946,9597,152
1946,9598,192
1946,9599,184
1946,9600,152
1946,9601,152
1946,9606,288
1946,9607,116
1947,8831,193
1947,8854,65
1947,8862,71
1947,8864,71
1947,8865,71
1947,8866,71
1947,8872,71
1947,8874,71
1947,8875,71
1947,8886,116
1947,8896,116
1947,8900,116
1947,8901,116
1947,8903,116
1947,8904,116
1947,8913,116
1947,8947,121
1947,8953,121
1947,8955,122
1947,9003,137
1947,9006,151
1947,9024,152
1947,9028,152
1947,9035,152
1947,9037,152
1947,9041,152
1947,9043,155
1947,9048,155
1947,9050,155
1947,9056,166
1947,9058,166
1947,9066,182
1947,9067,182
1947,9068,184
1947,9071,184
1947,9080,184
1947,9089,184
1947,9114,192
1947,9116,192
1947,9133,192
1947,9135,192
1947,9142,193
1947,9160,193
1947,9161,193
1947,9172,193
1947,9191,193
1947,9215,137
1947,9225,206
1947,9230,206
1947,9231,206
1947,9234,206
1947,9270,274
1947,9291,265
1947,9310,274
1947,9332,71
1947,9342,309
1947,9439,65
1947,9443,134
1947,9446,211
1947,9452,127
1947,9453,193
1947,9460,134
1947,9480,167
1947,9548,211
1947,9549,190
1947,9551,256
1947,9552,265
1947,9553,118
1947,9554,7
1947,9555,229
1947,9556,192
1947,9557,128
1947,9558,121
1947,9559,116
1947,9560,182
1947,9562,201
1947,9563,200
1947,9564,206
1947,9565,7
1947,9566,130
1947,9567,256
1947,9568,122
1947,9569,193
1947,9570,274
1947,9571,7
1947,9572,118
1947,9573,200
1947,9574,182
1947,9575,121
1947,9576,184
1947,9577,122
1947,9579,122
1947,9580,118
1947,9581,166
1947,9582,184
1947,9583,274
1947,9585,151
1947,9586,191
1947,9603,200
1947,9605,184
1948,8853,65
1948,8854,65
1948,8887,116
1948,8896,116
1948,8898,116
1948,8900,116
1948,8903,116
1948,8904,116
1948,8947,121
1948,8953,121
1948,8955,122
1948,9002,137
1948,9003,137
1948,9024,152
1948,9028,152
1948,9037,152
1948,9039,152
1948,9041,152
1948,9043,155
1948,9048,155
1948,9050,155
1948,9056,166
1948,9058,166
1948,9060,265
1948,9063,167
1948,9068,184
1948,9080,184
1948,9081,184
1948,9089,184
1948,9093,184
1948,9114,192
1948,9142,193
1948,9160,193
1948,9161,193
1948,9172,193
1948,9183,193
1948,9191,193
1948,9215,200
1948,9230,206
1948,9231,206
1948,9234,206
1948,9253,242
1948,9254,242
1948,9287,97
1948,9291,265
1948,9315,265
1948,9342,309
1948,9433,118
1948,9434,152
1948,9435,134
1948,9436,200
1948,9437,288
1948,9438,167
1948,9439,65
1948,9440,211
1948,9441,278
1948,9442,112
1948,9443,134
1948,9444,10
1948,9445,292
1948,9446,211
1948,9448,97
1948,9449,118
1948,9450,292
1948,9451,105
1948,9452,127
1948,9453,193
1948,9454,288
1948,9455,211
1948,9456,97
1948,9458,118
1948,9459,307
1948,9460,134
1948,9461,200
1948,9462,288
1948,9463,211
1948,9464,193
1948,9465,159
1948,9466,307
1948,9467,27
1948,9468,242
1948,9469,211
1948,9470,166
1948,9471,134
1948,9472,134
1948,9473,134
1948,9474,166
1948,9475,200
1948,9477,110
1948,9478,152
1948,9479,211
1948,9480,167
1948,9481,105
1948,9482,307
1948,9483,112
1948,9484,166
1948,9576,184
1948,10176,121
1949,8831,193
1949,8853,65
1949,8854,65
1949,8862,71
1949,8864,71
1949,8865,71
1949,8866,71
1949,8872,71
1949,8875,71
1949,8896,116
1949,8898,116
1949,8917,116
1949,8947,121
1949,8953,121
1949,8969,123
1949,8979,127
1949,9024,152
1949,9028,152
1949,9030,152
1949,9037,152
1949,9043,155
1949,9048,155
1949,9050,155
1949,9064,167
1949,9071,184
1949,9079,184
1949,9089,184
1949,9092,184
1949,9093,184
1949,9094,184
1949,9152,193
1949,9159,193
1949,9160,193
1949,9174,193
1949,9182,193
1949,9208,200
1949,9230,206
1949,9231,206
1949,9234,206
1949,9254,242
1949,9270,274
1949,9276,288
1949,9284,288
1949,9292,182
1949,9293,116
1949,9307,182
1949,9309,263
1949,9310,274
1949,9314,116
1949,9323,182
1949,9324,288
1949,9326,168
1949,9332,71
1949,9339,25
1949,9345,122
1949,9346,184
1949,9353,242
1949,9357,263
1949,9437,288
1949,9438,167
1949,9439,65
1949,9449,118
1949,9453,193
1949,9458,118
1949,9468,242
1949,9560,182
1949,9568,122
1949,9569,193
1949,9570,274
1949,10344,288
1949,10345,256
1949,10346,63
1949,10347,214
1949,10348,12
1949,10349,64
1949,10350,214
1949,10351,312
1949,10352,253
1949,10353,182
1949,10354,166
1949,10355,127
1949,10483,167
1949,10484,63
1949,10485,65
1949,10486,214
1949,10487,127
1949,10488,78
1949,10489,184
1949,10490,40
1949,10515,214
1949,10517,118
1949,10518,116
1949,10519,65
1949,10520,78
1949,10521,65
1949,10522,182
1949,10523,116
1949,10524,155
1949,10525,65
1949,10526,288
1949,10528,152
1949,10529,63
1949,10530,31
1949,10531,64
1949,10532,253
1949,10533,214
1949,10534,104
1949,10535,288
1949,10536,182
1949,10538,214
1949,10539,253
1949,10540,63
1949,10541,214
1949,10542,25
1949,10543,65
1949,10544,182
1949,10545,63
1949,10546,288
1950,8838,12
1950,8862,71
1950,8865,71
1950,8866,71
1950,8870,71
1950,8871,71
1950,8872,71
1950,8898,116
1950,8917,116
1950,8922,118
1950,8953,121
1950,8969,123
1950,9026,152
1950,9030,152
1950,9050,155
1950,9058,166
1950,9064,167
1950,9065,182
1950,9069,184
1950,9079,184
1950,9089,184
1950,9090,184
1950,9092,184
1950,9093,184
1950,9094,184
1950,9103,190
1950,9107,192
1950,9108,192
1950,9110,192
1950,9117,192
1950,9135,192
1950,9159,193
1950,9160,193
1950,9174,193
1950,9182,193
1950,9196,193
1950,9201,193
1950,9208,200
1950,9214,200
1950,9215,200
1950,9217,200
1950,9224,206
1950,9229,206
1950,9230,206
1950,9231,206
1950,9253,242
1950,9254,242
1950,9263,265
1950,9270,274
1950,9276,288
1950,9280,229
1950,9281,63
1950,9282,270
1950,9283,242
1950,9284,288
1950,9285,118
1950,9286,155
1950,9287,97
1950,9288,242
1950,9289,121
1950,9290,137
1950,9291,265
1950,9292,182
1950,9293,116
1950,9294,190
1950,9295,288
1950,9296,167
1950,9297,40
1950,9298,116
1950,9299,118
1950,9300,265
1950,9301,122
1950,9302,168
1950,9303,168
1950,9304,137
1950,9305,270
1950,9306,116
1950,9307,182
1950,9308,190
1950,9309,263
1950,9310,274
1950,9311,175
1950,9313,260
1950,9314,116
1950,9316,280
1950,9317,192
1950,9318,25
1950,9319,121
1950,9320,229
1950,9321,274
1950,9322,175
1950,9323,182
1950,9324,288
1950,9325,280
1950,9326,168
1950,9327,197
1950,9328,127
1950,9329,288
1950,9330,260
1950,9331,197
1950,9332,71
1950,9333,193
