Season,Weight,Bracket,Round,Winner,Loser,Score,Decision Type
2004,165,0,6,10652,10654,6-Oct,1
2004,165,0,6,10655,10656,15-4,6
2004,165,0,7,56,10652,5-Jul,1
2004,165,0,7,113,10649,Oct-00,6
2004,165,0,7,172,620,13-4,6
2004,165,0,7,252,10277,TF 19-3 6:27,4
2004,165,0,7,10240,10653,1-Sep,6
2004,165,0,7,10648,10655,4-May,1
2004,165,0,7,10657,10650,3-May,1
2004,165,0,7,10724,259,Fall 3:40,2
2004,165,0,8,56,10657,TF 16-1 7:00,4
2004,165,0,8,113,172,DFT 1:54,3
2004,165,0,8,252,10648,1-Jun,1
2004,165,0,8,10240,10724,1-Mar,1
2004,165,0,9,56,243,2-Apr,1
2004,165,0,9,77,252,6-Jul,1
2004,165,0,9,113,646,5-Aug,1
2004,165,0,9,10240,107,3-2 TB,1
2004,165,0,10,56,113,6-4 OT,1
2004,165,0,10,77,10240,Jun-00,1
2004,165,0,11,175,56,Aug-00,6
2004,165,0,11,310,77,13-0,6
2004,165,0,12,175,310,4-May,1
2004,165,0,13,77,56,3-Nov,6
2004,165,0,14,10240,113,2-Aug,1
2004,165,1,0,107,97,3-Apr,1
2004,165,1,0,10649,10187,4-Jul,1
2004,165,1,1,56,10240,3-May,1
2004,165,1,1,77,10659,3-Jun,1
2004,165,1,1,107,10656,4-Sep,1
2004,165,1,1,113,10655,14-9,1
2004,165,1,1,175,10209,1-Jun,1
2004,165,1,1,190,10647,Fall 0:22,2
2004,165,1,1,243,596,Fall 2:55,2
2004,165,1,1,252,172,2-Oct,6
2004,165,1,1,310,10652,Fall 4:17,2
2004,165,1,1,620,10277,2-Mar,1
2004,165,1,1,646,10650,Fall 1:04,2
2004,165,1,1,10248,259,13-5,6
2004,165,1,1,10648,10649,Fall 1:57,2
2004,165,1,1,10653,10654,6-Nov,1
2004,165,1,1,10657,10658,9-4 OT,1
2004,165,1,1,10724,10651,3-Jul,1
2004,165,1,2,77,56,6-4 OT,1
2004,165,1,2,107,113,4-May,1
2004,165,1,2,175,620,2-Jun,1
2004,165,1,2,190,10648,13-4,6
2004,165,1,2,243,252,14-4,6
2004,165,1,2,310,10653,Fall 6:43,2
2004,165,1,2,646,10724,1-Dec,6
2004,165,1,2,10248,10657,16-5,6
2004,165,1,3,175,107,1-Feb,1
2004,165,1,3,190,243,4-Aug,1
2004,165,1,3,310,646,Mar-00,1
2004,165,1,3,10248,77,Fall 1:22,2
2004,165,1,4,190,310,3-1 OT,1
2004,165,1,4,10248,175,2-Apr,1
2004,165,1,5,10248,190,2-May,1
2004,174,0,6,244,653,6-Oct,1
2004,174,0,6,10664,10196,Med FFT,3
2004,174,0,6,10665,10667,13-3,6
2004,174,0,6,10671,10670,Apr-00,1
2004,174,0,7,94,10664,5-Nov,1
2004,174,0,7,244,10663,3-Apr,1
2004,174,0,7,267,10666,1-Jun,1
2004,174,0,7,684,327,2-Oct,6
2004,174,0,7,10180,10671,2-Sep,1
2004,174,0,7,10224,10660,Fall 0:29,2
2004,174,0,7,10661,10665,Fall 0:24,2
2004,174,0,7,10662,10668,3-Apr,1
2004,174,0,8,244,10180,5-Aug,1
2004,174,0,8,267,10224,2-May,1
2004,174,0,8,684,94,3-May,1
2004,174,0,8,10661,10662,13-5,6
2004,174,0,9,143,267,7-5 TB,1
2004,174,0,9,10206,244,10-8 TB,1
2004,174,0,9,10216,684,5-4 TB,1
2004,174,0,9,10314,10661,3-Aug,1
2004,174,0,10,143,10216,4-Aug,1
2004,174,0,10,10206,10314,4-Jul,1
2004,174,0,11,232,143,1-Jun,1
2004,174,0,11,10206,183,2-1 TB,1
2004,174,0,12,232,10206,3-Sep,1
2004,174,0,13,183,143,1-Mar,1
2004,174,0,14,10216,10314,2-Aug,1
2004,174,1,1,94,653,1-Apr,1
2004,174,1,1,143,10196,DFT 0:28,3
2004,174,1,1,232,244,3-Apr,1
2004,174,1,1,684,10671,2-Jun,1
2004,174,1,1,10180,327,Nov-00,6
2004,174,1,1,10206,10665,8-Dec,1
2004,174,1,1,10224,10668,2-Jul,1
2004,174,1,1,10314,10670,5-Sep,1
2004,174,1,1,10661,267,4-May,1
2004,174,1,1,10662,10660,2-Mar,1
2004,174,1,1,10663,10664,2-Jun,1
2004,174,1,1,10666,10667,2-Aug,1
2004,174,1,2,143,10663,2-Mar,1
2004,174,1,2,183,10180,2-Mar,1
2004,174,1,2,232,94,2-Apr,1
2004,174,1,2,652,10662,TF 19-2 4:49,4
2004,174,1,2,10206,10666,2-Nov,6
2004,174,1,2,10216,10661,4-Oct,1
2004,174,1,2,10314,684,7-Aug,1
2004,174,1,2,10669,10224,Fall 2:12,2
2004,174,1,3,183,143,7-5 OT,1
2004,174,1,3,232,10314,2-Mar,1
2004,174,1,3,652,10216,14-3,6
2004,174,1,3,10669,10206,12-7 OT,1
2004,174,1,4,652,183,Fall 2:08,2
2004,174,1,4,10669,232,2-Apr,1
2004,174,1,5,652,10669,4-Nov,1
2004,184,0,0,10194,10681,5-Aug,1
2004,184,0,0,10675,10685,3-May,1
2004,184,0,0,10682,10678,4-Nov,1
2004,184,0,0,10726,65,3-Apr,1
2004,184,0,6,74,10679,4-Sep,1
2004,184,0,6,119,10682,TF 18-3 5:44,4
2004,184,0,6,242,10194,4-Aug,1
2004,184,0,6,10220,10305,13-2,6
2004,184,0,6,10672,10192,3-Sep,1
2004,184,0,6,10675,10674,Fall 3:56,2
2004,184,0,6,10688,10686,Fall 6:06,2
2004,184,0,6,10725,10726,Fall 1:14,2
2004,184,0,7,74,258,Fall 1:16,2
2004,184,0,7,119,10673,Feb-00,1
2004,184,0,7,171,10688,Fall 0:46,2
2004,184,0,7,242,10687,5-Sep,1
2004,184,0,7,10672,564,5-Jun,1
2004,184,0,7,10675,10680,13-4,6
2004,184,0,7,10677,10725,6-Aug,1
2004,184,0,7,10684,10220,4-2 OT,1
2004,184,0,8,74,119,1-Mar,1
2004,184,0,8,171,10677,3-Jul,1
2004,184,0,8,10675,10672,4-May,1
2004,184,0,8,10684,242,6-Dec,1
2004,184,0,9,130,10684,2-Jun,1
2004,184,0,9,171,10683,Mar-00,1
2004,184,0,9,10215,74,1-Feb,1
2004,184,0,9,10675,10311,2-Jul,1
2004,184,0,10,130,10675,2-Jun,1
2004,184,0,10,171,10215,1-Sep,6
2004,184,0,11,10283,130,3-May,1
2004,184,0,11,10676,171,3-Apr,1
2004,184,0,12,10283,10676,5-Jun,1
2004,184,0,13,171,130,Aug-00,6
2004,184,0,14,10675,10215,3-Apr,1
2004,184,1,0,130,65,3-Nov,6
2004,184,1,0,564,10681,3-Jul,1
2004,184,1,0,10676,10678,Fall 4:33,2
2004,184,1,0,10684,10685,1-Apr,1
2004,184,1,1,130,10674,1-Dec,6
2004,184,1,1,146,10688,4-Aug,1
2004,184,1,1,167,10672,"MT 22-7, 6:50",6
2004,184,1,1,171,242,3-Apr,1
2004,184,1,1,258,10675,5-Oct,1
2004,184,1,1,564,10682,15-5,6
2004,184,1,1,10215,10726,Fall 6:59,2
2004,184,1,1,10283,10679,4-May,1
2004,184,1,1,10311,10305,2-Aug,1
2004,184,1,1,10673,10192,2-Mar,1
2004,184,1,1,10676,10194,2-Mar,1
2004,184,1,1,10677,10220,2-Jun,1
2004,184,1,1,10680,74,6-Aug,1
2004,184,1,1,10683,119,Feb-00,1
2004,184,1,1,10684,10725,3-Jun,1
2004,184,1,1,10687,10686,8-3 TB,1
2004,184,1,2,130,258,3-May,1
2004,184,1,2,146,10687,Apr-00,1
2004,184,1,2,167,10673,1-Mar,1
2004,184,1,2,10215,10684,3-May,1
2004,184,1,2,10283,10680,TF 16-0 4:23,4
2004,184,1,2,10311,10677,2-2 TB,1
2004,184,1,2,10676,171,4-Sep,1
2004,184,1,2,10683,564,Feb-00,1
2004,184,1,3,146,10215,2-Apr,1
2004,184,1,3,167,130,2-Mar,1
2004,184,1,3,10283,10683,1-Apr,1
2004,184,1,3,10676,10311,3-Apr,1
2004,184,1,4,146,10283,1-Apr,1
2004,184,1,4,167,10676,3-Aug,1
2004,184,1,5,167,146,5-Oct,1
2004,197,0,6,72,10706,Fall 2:08,2
2004,197,0,6,133,10691,3-Jun,1
2004,197,0,6,10238,10689,13-5,6
2004,197,0,6,10694,10696,Fall 2:27,2
2004,197,0,6,10699,10697,2-Mar,1
2004,197,0,6,10701,10700,3-Jun,1
2004,197,0,6,10704,14019,4-Aug,1
2004,197,0,7,72,57,9-6 OT,1
2004,197,0,7,133,10702,6-Nov,1
2004,197,0,7,10238,10705,1-May,1
2004,197,0,7,10690,10704,Fall 1:29,2
2004,197,0,7,10694,10707,Fall 1:45,2
2004,197,0,7,10698,10286,Med FFT,3
2004,197,0,7,10699,166,DFT 3:44,3
2004,197,0,7,10701,10307,3-Oct,1
2004,197,0,8,72,10698,2-Mar,1
2004,197,0,8,133,10238,2-Jun,1
2004,197,0,8,10690,10701,May-00,1
2004,197,0,8,10694,10699,3-Jun,1
2004,197,0,9,72,93,2-1 TB,1
2004,197,0,9,133,10695,DFT 2:19,3
2004,197,0,9,283,10690,Nov-00,6
2004,197,0,9,10694,10692,2-Apr,1
2004,197,0,10,283,72,Jun-00,1
2004,197,0,10,10694,133,DFT,3
2004,197,0,11,10179,283,1-Apr,1
2004,197,0,11,10694,10294,5-Jul,1
2004,197,0,12,10694,10179,4-May,1
2004,197,0,13,283,10294,DFT 6:00,3
2004,197,0,14,133,72,2-Jun,1
2004,197,1,1,57,10696,2-Jun,1
2004,197,1,1,93,14019,4-Jul,1
2004,197,1,1,136,10238,4-Dec,6
2004,197,1,1,166,10286,3-1 OT,1
2004,197,1,1,283,72,2-1 TB,1
2004,197,1,1,10179,10699,Jul-00,1
2004,197,1,1,10294,10701,2-Dec,6
2004,197,1,1,10307,10691,5-Sep,1
2004,197,1,1,10690,10689,Fall 5:39,2
2004,197,1,1,10692,133,Fall 1:14,2
2004,197,1,1,10695,10694,8-6 OT,1
2004,197,1,1,10698,10697,3-1 OT,1
2004,197,1,1,10702,10700,3-Aug,1
2004,197,1,1,10705,10704,5-Aug,1
2004,197,1,1,10707,10706,Fall 1:13,2
2004,197,1,2,93,10705,10-Dec,1
2004,197,1,2,136,10690,13-4,6
2004,197,1,2,283,10707,1-Jul,1
2004,197,1,2,10179,10698,1-Apr,1
2004,197,1,2,10294,10702,17-4,6
2004,197,1,2,10692,10307,2-Aug,1
2004,197,1,2,10693,166,1-Mar,1
2004,197,1,2,10695,57,7-5 OT,1
2004,197,1,3,136,10692,2-Jun,1
2004,197,1,3,10179,10695,3-May,1
2004,197,1,3,10294,93,4-Aug,1
2004,197,1,3,10693,283,6-Jul,1
2004,197,1,4,136,10179,1-Feb,1
2004,197,1,4,10693,10294,7-Aug,1
2004,197,1,5,136,10693,2-Jun,1
2004,285,0,6,892,10709,Med FFT,3
2004,285,0,6,10200,10711,Fall 1:09,2
2004,285,0,6,10562,10177,5-Oct,1
2004,285,0,6,10713,10714,1-Mar,1
2004,285,0,6,10717,10716,6-Oct,1
2004,285,0,6,10722,10249,2-Mar,1
2004,285,0,7,892,10718,3-May,1
2004,285,0,7,10185,10715,3-May,1
2004,285,0,7,10200,10721,3-Sep,1
2004,285,0,7,10255,10713,Fall 6:14,2
2004,285,0,7,10562,10708,15-3,6
2004,285,0,7,10564,10720,3-May,1
2004,285,0,7,10717,10710,3-May,1
2004,285,0,7,10722,10712,Mar-00,1
2004,285,0,8,10185,10722,3-Nov,6
2004,285,0,8,10200,10255,1-Dec,6
2004,285,0,8,10562,10717,Fall 7:59 OT,2
2004,285,0,8,10564,892,5-Aug,1
2004,285,0,9,135,10562,Fall 6:58,2
2004,285,0,9,10200,10563,2-1 TB,1
2004,285,0,9,10306,10185,Fall 6:18,2
2004,285,0,9,10561,10564,4-2 TB,1
2004,285,0,10,10306,135,2-Jun,1
2004,285,0,10,10561,10200,Fall 6:15,2
2004,285,0,11,84,10306,3-Nov,6
2004,285,0,11,10561,110,3-May,1
2004,285,0,12,84,10561,3-Apr,1
2004,285,0,13,110,10306,2-Jun,1
2004,285,0,14,135,10200,4-May,1
2004,285,1,1,84,10713,Fall 1:12,2
2004,285,1,1,86,10722,4-Dec,6
2004,285,1,1,110,10716,19-7,6
2004,285,1,1,266,10564,18-6,6
2004,285,1,1,10255,10185,9-Oct,1
2004,285,1,1,10306,10562,2-Mar,1
2004,285,1,1,10561,10711,1-Jun,1
2004,285,1,1,10563,892,Feb-00,1
2004,285,1,1,10710,10709,DFT 3:49,3
2004,285,1,1,10712,10200,1-Mar,1
2004,285,1,1,10715,10714,1-Feb,1
2004,285,1,1,10718,10717,3-May,1
2004,285,1,1,10720,10177,8-6 OT,1
2004,285,1,1,10721,10249,May-00,1
2004,285,1,2,84,10715,2-Nov,6
2004,285,1,2,86,10721,1-Nov,6
2004,285,1,2,110,10718,Mar-00,1
2004,285,1,2,135,10255,2-Mar,1
2004,285,1,2,266,10708,Fall 4:03,2
2004,285,1,2,10306,10720,2-Mar,1
2004,285,1,2,10561,10712,Jun-00,1
2004,285,1,2,10563,10710,2-Mar,1
2004,285,1,3,84,10561,3-May,1
2004,285,1,3,86,135,6-4 OT,1
2004,285,1,3,110,10306,3-1 OT,1
2004,285,1,3,266,10563,6-Aug,1
2004,285,1,4,86,110,2-Mar,1
2004,285,1,4,266,84,2-May,1
2004,285,1,5,266,86,2-Jun,1
2005,125,0,0,10572,13915,6-Jul,1
2005,125,0,6,30,10569,3-Oct,1
2005,125,0,6,10565,13920,4-Aug,1
2005,125,0,6,10572,13923,"19-4, 6:24",1
2005,125,0,6,10589,10575,Fall 1:08,2
2005,125,0,6,13883,13918,Fall 3:52,2
2005,125,0,6,13904,13919,4-Jun,1
2005,125,0,6,13917,13916,1-May,1
2005,125,0,6,13922,34,4-Aug,1
2005,125,0,7,10251,10565,2-Jun,1
2005,125,0,7,10291,30,4-Jun,1
2005,125,0,7,10572,10266,5-Aug,1
2005,125,0,7,10579,13917,2-Jun,1
2005,125,0,7,13883,13924,Fall 4:38,2
2005,125,0,7,13904,10582,6-Nov,1
2005,125,0,7,13921,10589,MED FFT,3
2005,125,0,7,13922,10573,5-4 TB,1
2005,125,0,8,10251,10291,3-Apr,1
2005,125,0,8,10572,13922,3-May,1
2005,125,0,8,10579,13921,2-Aug,1
2005,125,0,8,13904,13883,2-Jun,1
2005,125,0,9,71,10572,4-Aug,1
2005,125,0,9,10251,13882,16-6,6
2005,125,0,9,10265,10579,3-1 OT,1
2005,125,0,9,13881,13904,4-May,1
2005,125,0,10,71,10251,6-Aug,1
2005,125,0,10,10265,13881,4-May,1
2005,125,0,11,10289,10265,Aug-00,6
2005,125,0,11,10557,71,Apr-00,1
2005,125,0,12,10557,10289,3-Jun,1
2005,125,0,13,71,10265,2-Mar,1
2005,125,0,14,10251,13881,3-Jul,1
2005,125,1,0,10557,13915,Fall 2:01,2
2005,125,1,1,71,10569,4-Aug,1
2005,125,1,1,10251,10589,"20-5, 6:00",1
2005,125,1,1,10265,13904,3-1 OT,1
2005,125,1,1,10266,13883,6-Jul,1
2005,125,1,1,10289,10572,1-Mar,1
2005,125,1,1,10291,13917,2-Jun,1
2005,125,1,1,10556,10565,14-5,6
2005,125,1,1,10557,13916,13-3,6
2005,125,1,1,10558,13918,13-4,6
2005,125,1,1,10573,13919,3-Apr,1
2005,125,1,1,10579,30,5-Nov,1
2005,125,1,1,10582,13922,1-Feb,1
2005,125,1,1,13881,10575,15-2,6
2005,125,1,1,13882,34,Fall 4:54,2
2005,125,1,1,13921,13920,5-Nov,1
2005,125,1,1,13924,13923,Dec-00,6
2005,125,1,2,71,10579,5-Jun,1
2005,125,1,2,10265,10573,2-Aug,1
2005,125,1,2,10289,13924,"17-2, 7:00",1
2005,125,1,2,10556,13921,5-Aug,1
2005,125,1,2,10557,10291,2-Aug,1
2005,125,1,2,10558,10266,2-Mar,1
2005,125,1,2,13881,10251,3-Apr,1
2005,125,1,2,13882,10582,3-May,1
2005,125,1,3,10289,13882,"15-0, 4:56",1
2005,125,1,3,10556,71,7-Aug,1
2005,125,1,3,10557,13881,Feb-00,1
2005,125,1,3,10558,10265,3-Jun,1
2005,125,1,4,10556,10289,3-1 OT,1
2005,125,1,4,10558,10557,1-Mar,1
2005,125,1,5,10558,10556,Feb-00,1
2005,133,0,0,13935,13927,5-Jun,1
2005,133,0,6,289,13925,Fall 3:32,2
2005,133,0,6,10258,13928,15-3,6
2005,133,0,6,10560,10226,Fall 3:39,2
2005,133,0,6,10581,13926,1-May,1
2005,133,0,6,13929,10250,15-6,6
2005,133,0,6,13930,13931,Nov-00,6
2005,133,0,6,13932,10588,Fall 5:28,2
2005,133,0,6,13934,13935,6-Jul,1
2005,133,0,7,27,13930,13-3,6
2005,133,0,7,289,152,2-Apr,1
2005,133,0,7,10234,13934,2-Jun,1
2005,133,0,7,10258,13933,2-Nov,6
2005,133,0,7,10581,10585,4-May,1
2005,133,0,7,13888,10560,2-May,1
2005,133,0,7,13932,13887,6-Sep,1
2005,133,0,7,13936,13929,Fall 5:27,2
2005,133,0,8,27,13936,3-Nov,6
2005,133,0,8,289,13932,Fall 1:12,2
2005,133,0,8,10234,13888,1-May,1
2005,133,0,8,10581,10258,3-Apr,1
2005,133,0,9,27,10587,2-Apr,1
2005,133,0,9,289,13885,Apr-00,1
2005,133,0,9,10234,13906,6-Jul,1
2005,133,0,9,13905,10581,5-Jun,1
2005,133,0,10,27,13905,Fall 2:44,2
2005,133,0,10,289,10234,Fall 2:27,2
2005,133,0,11,10197,289,4-May,1
2005,133,0,11,13884,27,Fall 1:18,2
2005,133,0,12,10197,13884,1-Feb,1
2005,133,0,13,27,289,5-Oct,1
2005,133,0,14,10234,13905,3-May,1
2005,133,1,0,13928,13927,10-8 OT,1
2005,133,1,1,7,10581,Fall 1:51,2
2005,133,1,1,9,10560,8-Sep,1
2005,133,1,1,27,13935,5-Dec,1
2005,133,1,1,152,13926,"19-4, 7:00",1
2005,133,1,1,10197,10250,Fall 6:49,2
2005,133,1,1,10234,13931,16-4,6
2005,133,1,1,10585,13925,1-Mar,1
2005,133,1,1,10587,10258,2-1 TB,1
2005,133,1,1,13884,13932,May-00,1
2005,133,1,1,13885,13934,"17-2, 7:00",1
2005,133,1,1,13887,13928,14-7,1
2005,133,1,1,13888,13929,Fall 6:39,2
2005,133,1,1,13905,13930,1-Jun,1
2005,133,1,1,13906,289,Fall 1:30,2
2005,133,1,1,13933,10588,2-1 TB,1
2005,133,1,1,13936,10226,2-Jun,1
2005,133,1,2,7,152,6-Oct,1
2005,133,1,2,9,13936,3-Jun,1
2005,133,1,2,10197,13888,13-5,6
2005,133,1,2,10587,13887,2-Jun,1
2005,133,1,2,13884,13933,5-Jul,1
2005,133,1,2,13885,27,5-Jul,1
2005,133,1,2,13905,10234,14-11,1
2005,133,1,2,13906,10585,4-Jun,1
2005,133,1,3,7,10587,3-Sep,1
2005,133,1,3,9,13885,13-7,1
2005,133,1,3,10197,13905,3-Jul,1
2005,133,1,3,13884,13906,3-Aug,1
2005,133,1,4,7,10197,Fall 2:55,2
2005,133,1,4,9,13884,4-Jun,1
2005,133,1,5,7,9,3-Jun,1
2005,141,0,6,10605,10599,Fall 5:28,2
2005,141,0,6,13889,13940,15-5,6
2005,141,0,6,13937,13938,4-May,1
2005,141,0,6,13939,10312,3-Apr,1
2005,141,0,6,13941,13942,1-Apr,1
2005,141,0,6,13943,13944,1-Mar,1
2005,141,0,6,13946,14209,2-Apr,1
2005,141,0,7,10242,10598,Fall 1:38,2
2005,141,0,7,10260,13946,Oct-00,6
2005,141,0,7,10264,13943,5-Aug,1
2005,141,0,7,10300,13941,7-Aug,1
2005,141,0,7,10590,13939,2-Jun,1
2005,141,0,7,13889,13947,4-Aug,1
2005,141,0,7,13907,10605,Fall 0:51,2
2005,141,0,7,13937,10612,MED FFT,3
2005,141,0,8,10264,10260,3-Jun,1
2005,141,0,8,10590,13937,4-Jun,1
2005,141,0,8,13889,10242,2-May,1
2005,141,0,8,13907,10300,2-Sep,1
2005,141,0,9,10600,10590,"23-8, 7:00",1
2005,141,0,9,13886,13907,Fall 2:22,2
2005,141,0,9,13889,580,6-4 OT,1
2005,141,0,9,13890,10264,2-Oct,6
2005,141,0,10,10600,13889,2-Oct,6
2005,141,0,10,13886,13890,6-Aug,1
2005,141,0,11,10600,10611,Fall 4:52,2
2005,141,0,11,13886,10609,DFT 3:00,3
2005,141,0,12,10600,13886,1-Oct,6
2005,141,0,13,10611,10609,Med FFT,3
2005,141,0,14,13889,13890,6-5 TB,1
2005,141,1,1,580,13939,2-Oct,6
2005,141,1,1,10242,13944,Fall 1:14,2
2005,141,1,1,10260,13889,Feb-00,1
2005,141,1,1,10300,10312,2-May,1
2005,141,1,1,10308,13946,"19-2, 6:57",1
2005,141,1,1,10590,13942,14-2,6
2005,141,1,1,10600,10598,Nov-00,6
2005,141,1,1,10609,13940,2-Nov,6
2005,141,1,1,10611,10599,13-5,6
2005,141,1,1,10612,10605,3-Sep,1
2005,141,1,1,10723,13937,Feb-00,1
2005,141,1,1,13886,13943,1-Nov,6
2005,141,1,1,13890,13941,1-Aug,1
2005,141,1,1,13907,13938,Fall 2:21,2
2005,141,1,1,13947,14209,3-Jul,1
2005,141,1,2,580,10300,2-Apr,1
2005,141,1,2,10308,13947,16-2,6
2005,141,1,2,10600,10264,1-Jul,1
2005,141,1,2,10609,10260,1-Jun,1
2005,141,1,2,10611,10612,6-Aug,1
2005,141,1,2,10723,13907,13-5,6
2005,141,1,2,13886,10242,Fall 4:35,2
2005,141,1,2,13890,10590,10-8 TB,1
2005,141,1,3,10308,13886,3-Apr,1
2005,141,1,3,10609,10600,Fall 6:18,2
2005,141,1,3,10611,13890,5-Jun,1
2005,141,1,3,10723,580,5-Oct,1
2005,141,1,4,10308,10611,"18-3, 5:40",1
2005,141,1,4,10723,10609,Feb-00,1
2005,141,1,5,10308,10723,2-Mar,1
2005,149,0,6,279,10207,16-3,6
2005,149,0,6,10594,13954,Fall 2:24,2
2005,149,0,6,13908,13957,7-Sep,1
2005,149,0,6,13948,41,Fall 0:46,2
2005,149,0,6,13950,13949,14-2,6
2005,149,0,6,13953,13951,Fall 5:27,2
2005,149,0,6,13956,13955,14-8,1
2005,149,0,6,13958,10610,6-Dec,1
2005,149,0,7,279,10632,2-Aug,1
2005,149,0,7,10191,10594,Apr-00,1
2005,149,0,7,10616,13950,15-7,6
2005,149,0,7,10631,13953,7-Oct,1
2005,149,0,7,13908,13952,7-Oct,1
2005,149,0,7,13948,13892,2-Apr,1
2005,149,0,7,13956,10608,3-Apr,1
2005,149,0,7,13958,10624,6-Jul,1
2005,149,0,8,279,10631,6-Jul,1
2005,149,0,8,10191,13956,4-Aug,1
2005,149,0,8,10616,13948,Fall 5:58,2
2005,149,0,8,13908,13958,6-Jul,1
2005,149,0,9,96,10191,1-May,1
2005,149,0,9,205,279,13-4,6
2005,149,0,9,10212,13908,2-Mar,1
2005,149,0,9,10619,10616,2-Dec,6
2005,149,0,10,205,10619,3-Nov,6
2005,149,0,10,10212,96,4-Jun,1
2005,149,0,11,205,10253,3-Nov,6
2005,149,0,11,13891,10212,3-May,1
2005,149,0,12,205,13891,1-Aug,1
2005,149,0,13,10212,10253,3-1 OT,1
2005,149,0,14,10619,96,2-Mar,1
2005,149,1,1,96,13957,4-Jul,1
2005,149,1,1,205,13949,Dec-00,6
2005,149,1,1,282,10610,Dec-00,6
2005,149,1,1,10191,13950,4-Jun,1
2005,149,1,1,10211,41,13-2,6
2005,149,1,1,10212,13956,4-Aug,1
2005,149,1,1,10253,10594,"18-3, 7:00",1
2005,149,1,1,10608,13948,3-Jul,1
2005,149,1,1,10616,13954,Fall 6:39,2
2005,149,1,1,10619,13953,Fall 6:40,2
2005,149,1,1,10624,10207,10-8 OT,1
2005,149,1,1,10631,13908,4-Aug,1
2005,149,1,1,10632,13958,2-Apr,1
2005,149,1,1,13891,279,4-Jun,1
2005,149,1,1,13892,13955,13-11,1
2005,149,1,1,13952,13951,2-Jun,1
2005,149,1,2,96,10631,3-May,1
2005,149,1,2,205,10191,13-5,6
2005,149,1,2,282,10632,2-Nov,6
2005,149,1,2,10211,10608,Nov-00,6
2005,149,1,2,10212,13892,1-Mar,1
2005,149,1,2,10253,10616,4-Aug,1
2005,149,1,2,10619,13952,Sep-00,6
2005,149,1,2,13891,10624,Aug-00,6
2005,149,1,3,282,96,Fall 2:32,2
2005,149,1,3,10211,205,2-Jun,1
2005,149,1,3,10253,10212,2-Aug,1
2005,149,1,3,13891,10619,3-Apr,1
2005,149,1,4,282,10253,Aug-00,6
2005,149,1,4,10211,13891,2-Jul,1
2005,149,1,5,10211,282,2-May,1
2005,157,0,0,2512,13964,Fall 1:36,2
2005,157,0,0,13961,13968,4-Oct,1
2005,157,0,6,75,13967,3-Sep,1
2005,157,0,6,10229,13959,Fall 1:35,2
2005,157,0,6,10247,10615,1-Feb,1
2005,157,0,6,13894,13963,14-7,1
2005,157,0,6,13911,13962,Fall 1:59,2
2005,157,0,6,13961,10315,4-Jul,1
2005,157,0,6,13966,10646,13-4,6
2005,157,0,6,13971,13969,Fall 6:03,2
2005,157,0,7,75,13960,15-3,6
2005,157,0,7,10247,10182,2-Jun,1
2005,157,0,7,10261,13971,3-Apr,1
2005,157,0,7,10644,10229,"18-2, 6:10",1
2005,157,0,7,13909,13966,2-Jun,1
2005,157,0,7,13911,10618,3-Dec,6
2005,157,0,7,13961,13965,2-Aug,1
2005,157,0,7,13970,13894,7-3 TB,1
2005,157,0,8,10247,10261,1-Apr,1
2005,157,0,8,10644,13961,2-Oct,6
2005,157,0,8,13909,75,3-Aug,1
2005,157,0,8,13911,13970,6-4 OT,1
2005,157,0,9,10247,124,5-3 OT,1
2005,157,0,9,10644,13910,6-Oct,1
2005,157,0,9,13895,13909,1-Mar,1
2005,157,0,9,13911,10301,7-Aug,1
2005,157,0,10,13895,10247,2-Apr,1
2005,157,0,10,13911,10644,Fall 4:03,2
2005,157,0,11,246,13895,4-2 OT,1
2005,157,0,11,10620,13911,7-Aug,1
2005,157,0,12,246,10620,Fall 6:23,2
2005,157,0,13,13911,13895,6-Oct,1
2005,157,0,14,10247,10644,5-Jun,1
2005,157,1,0,13894,2512,4-Sep,1
2005,157,1,0,13970,13968,3-May,1
2005,157,1,1,51,13969,Fall 2:23,2
2005,157,1,1,124,13964,"15-0, 5:00",1
2005,157,1,1,246,13962,"15-0, 3:56",1
2005,157,1,1,10182,13963,4-Jul,1
2005,157,1,1,10235,13961,18-8,6
2005,157,1,1,10261,13911,13-7,1
2005,157,1,1,10301,10229,Fall 1:05,2
2005,157,1,1,10618,13971,3-Apr,1
2005,157,1,1,10620,13967,2-Oct,6
2005,157,1,1,10644,75,Feb-00,1
2005,157,1,1,13895,10615,2-Apr,1
2005,157,1,1,13909,10315,4-Jul,1
2005,157,1,1,13910,13894,3-Jul,1
2005,157,1,1,13960,13959,1-Jun,1
2005,157,1,1,13965,13966,5-Oct,1
2005,157,1,1,13970,10247,4-Jul,1
2005,157,1,2,51,10618,15-5,6
2005,157,1,2,124,13965,"15-0, 3:29",1
2005,157,1,2,246,10261,Apr-00,1
2005,157,1,2,10235,13909,3-May,1
2005,157,1,2,10301,13960,1-May,1
2005,157,1,2,10620,10644,3-Apr,1
2005,157,1,2,13895,13970,2-Apr,1
2005,157,1,2,13910,10182,7-5 OT,1
2005,157,1,3,51,13895,2-Apr,1
2005,157,1,3,246,13910,Aug-00,6
2005,157,1,3,10235,10301,5-Jun,1
2005,157,1,3,10620,124,8-6 OT,1
2005,157,1,4,51,10620,7-Oct,1
2005,157,1,4,10235,246,8-Sep,1
2005,157,1,5,51,10235,5-Aug,1
