Season,Weight,Bracket,Round,Winner,Loser,Score,Decision Type
1959,123,1,1,7947,8225,Jun-00,1
1959,123,1,1,8059,8102,1-Jun,1
1959,123,1,1,8098,8099,7-Sep,1
1959,123,1,1,8219,8218,Jun-00,1
1959,123,1,1,8226,7960,1-Mar,1
1959,123,1,2,7936,8224,Fall 8:21,2
1959,123,1,2,7939,8222,Fall 5:44,2
1959,123,1,2,7956,7947,5-Aug,1
1959,123,1,2,8043,8219,3-Jun,1
1959,123,1,2,8059,8220,2-Mar,1
1959,123,1,2,8067,8226,3-Jun,1
1959,123,1,2,8098,8221,4-May,1
1959,123,1,2,8105,8058,Fall 7:03,2
1959,123,1,3,7936,7956,3-Oct,1
1959,123,1,3,8043,8059,5-Aug,1
1959,123,1,3,8067,8105,7-Sep,1
1959,123,1,3,8098,7939,8-Sep,1
1959,123,1,4,7936,8067,2-Aug,1
1959,123,1,4,8043,8098,5-Aug,1
1959,123,1,5,8043,7936,4-Oct,1
1959,130,0,9,7954,8097,2-Mar,1
1959,130,0,10,8103,7954,3-Oct,1
1959,130,0,10,8234,7969,Mar-00,1
1959,130,0,11,8060,8234,3-Apr,1
1959,130,0,11,8073,8103,4-Jun,1
1959,130,0,12,8060,8073,3-Apr,1
1959,130,1,1,8040,8097,Jun-00,1
1959,130,1,1,8229,7944,3-Jul,1
1959,130,1,1,8230,8231,4-Aug,1
1959,130,1,1,8234,8233,Jun-00,1
1959,130,1,1,8236,8237,9-Oct,1
1959,130,1,2,8040,7954,3-Jul,1
1959,130,1,2,8042,7969,Apr-00,1
1959,130,1,2,8060,7952,1-Nov,1
1959,130,1,2,8073,8227,Feb-00,1
1959,130,1,2,8103,8230,3-May,1
1959,130,1,2,8229,8228,5-Jun,1
1959,130,1,2,8234,8235,Apr-00,1
1959,130,1,2,8236,8238,May-00,1
1959,130,1,3,8040,8103,6-Nov,1
1959,130,1,3,8042,8234,Jun-00,1
1959,130,1,3,8060,8236,"1-1, 1-1 RD",1
1959,130,1,3,8073,8229,16-7,1
1959,130,1,4,8040,8073,3-Aug,1
1959,130,1,4,8042,8060,May-00,1
1959,130,1,5,8040,8042,2-Mar,1
1959,137,0,9,8242,8240,Sep-00,1
1959,137,0,9,8248,8123,1-Apr,1
1959,137,0,10,8052,8248,5-Jun,1
1959,137,0,10,8242,7975,3-Jun,1
1959,137,0,11,8044,8242,Jun-00,1
1959,137,0,11,8052,8122,Feb-00,1
1959,137,0,12,8044,8052,3-Jun,1
1959,137,1,1,7935,8242,2-May,1
1959,137,1,1,8044,8244,1-Mar,1
1959,137,1,1,8052,8108,May-00,1
1959,137,1,1,8084,8123,3-Nov,1
1959,137,1,1,8122,8117,5-Aug,1
1959,137,1,1,8239,8115,6-Aug,1
1959,137,1,1,8240,8241,"6-6, 6-2",1
1959,137,1,1,8245,8252,May-00,1
1959,137,1,1,8247,8246,Jul-00,1
1959,137,1,1,8248,8249,3-Apr,1
1959,137,1,1,8250,8119,3-Jun,1
1959,137,1,2,7935,8240,Jun-00,1
1959,137,1,2,7975,8239,1-May,1
1959,137,1,2,8044,8243,Apr-00,1
1959,137,1,2,8052,8076,1-Jul,1
1959,137,1,2,8084,8248,16-5,1
1959,137,1,2,8122,8124,4-Aug,1
1959,137,1,2,8245,8247,3-Aug,1
1959,137,1,2,8250,8251,4-May,1
1959,137,1,3,7935,7975,1-Aug,1
1959,137,1,3,8044,8245,May-00,1
1959,137,1,3,8084,8052,4-Aug,1
1959,137,1,3,8122,8250,Feb-00,1
1959,137,1,4,7935,8044,2-Apr,1
1959,137,1,4,8084,8122,16-2,1
1959,137,1,5,7935,8084,3-Oct,1
1959,147,0,9,8051,8125,1-Mar,1
1959,147,0,9,8133,8262,1-Feb,1
1959,147,0,10,8051,8256,3-1 OT,1
1959,147,0,10,8133,8126,Apr-00,1
1959,147,0,11,7942,8133,4-May,1
1959,147,0,11,8049,8051,2-1 OT,1
1959,147,0,12,7942,8049,1-Aug,1
1959,147,1,1,7809,8260,3-May,1
1959,147,1,1,7860,8133,1-Feb,1
1959,147,1,1,7942,7972,4-Jul,1
1959,147,1,1,8021,8254,5-Aug,1
1959,147,1,1,8049,8113,Feb-00,1
1959,147,1,1,8063,8051,2-Apr,1
1959,147,1,1,8126,8023,1-Mar,1
1959,147,1,1,8257,8258,1-May,1
1959,147,1,2,7860,8262,Feb-00,1
1959,147,1,2,7942,8259,2-Apr,1
1959,147,1,2,8021,8253,DFT,3
1959,147,1,2,8049,8255,3-Jun,1
1959,147,1,2,8063,8125,Apr-00,1
1959,147,1,2,8126,8134,Mar-00,1
1959,147,1,2,8256,8257,3-Apr,1
1959,147,1,2,8261,7809,6-Aug,1
1959,147,1,3,7860,8126,1-Feb,1
1959,147,1,3,7942,8261,3-Jun,1
1959,147,1,3,8049,8021,8-Oct,1
1959,147,1,3,8063,8256,3-Aug,1
1959,147,1,4,7860,7942,8-Sep,1
1959,147,1,4,8063,8049,1-Aug,1
1959,147,1,5,8063,7860,3-Sep,1
1959,157,0,9,7753,8268,RD,1
1959,157,0,9,8271,8272,Mar-00,1
1959,157,0,10,7753,8153,Fall 5:46,2
1959,157,0,10,8271,8027,2-Apr,1
1959,157,0,11,8070,7753,Apr-00,1
1959,157,0,11,8083,8271,2-Jun,1
1959,157,0,12,8083,8070,1-Mar,1
1959,157,1,1,8027,8008,1-Feb,1
1959,157,1,1,8038,8032,May-00,1
1959,157,1,1,8048,7753,1-Apr,1
1959,157,1,1,8070,7934,2-May,1
1959,157,1,1,8080,8271,Fall 5:11,2
1959,157,1,1,8083,8158,2-Aug,1
1959,157,1,1,8153,8267,2-Jun,1
1959,157,1,1,8264,8265,4-Jul,1
1959,157,1,1,8268,8131,6-Jul,1
1959,157,1,1,8270,8269,2-Dec,1
1959,157,1,1,8273,8150,3-Apr,1
1959,157,1,2,8004,8273,Apr-00,1
1959,157,1,2,8027,8270,3-Apr,1
1959,157,1,2,8038,8264,2-Apr,1
1959,157,1,2,8048,8268,Feb-00,1
1959,157,1,2,8070,8263,6-Jul,1
1959,157,1,2,8080,8272,2-Jul,1
1959,157,1,2,8083,8009,3-Apr,1
1959,157,1,2,8153,8266,1-Feb,1
1959,157,1,3,8048,8153,1-Apr,1
1959,157,1,3,8070,8038,4-May,1
1959,157,1,3,8080,8027,2-Aug,1
1959,157,1,3,8083,8004,"1-1, 1-1 RD",1
1959,157,1,4,8048,8070,2-Mar,1
1959,157,1,4,8080,8083,5-4 OT,1
1959,157,1,5,8048,8080,5-Aug,1
1959,167,0,9,8284,8285,3-May,1
1959,167,0,10,8278,8274,Mar-00,1
1959,167,0,10,8286,8284,Fall 5:40,2
1959,167,0,11,8047,8286,"4-4, 1-0",1
1959,167,0,11,8074,8278,1-Mar,1
1959,167,0,12,8074,8047,"1-1, 3-2",1
1959,167,1,1,8041,8284,Fall 2:58,2
1959,167,1,1,8277,8279,6-Nov,1
1959,167,1,1,8278,8276,2-Aug,1
1959,167,1,1,8280,8209,2-Jul,1
1959,167,1,1,8282,8010,2-Mar,1
1959,167,1,2,7931,8283,1-May,1
1959,167,1,2,8041,8285,Jun-00,1
1959,167,1,2,8047,8282,1-Aug,1
1959,167,1,2,8064,8274,2-Jun,1
1959,167,1,2,8074,8280,2-Jul,1
1959,167,1,2,8277,8006,2-Mar,1
1959,167,1,2,8278,8275,9-Oct,1
1959,167,1,2,8286,8168,2-Sep,1
1959,167,1,3,8041,8286,1-Feb,1
1959,167,1,3,8047,7931,1-Feb,1
1959,167,1,3,8064,8278,1-Feb,1
1959,167,1,3,8074,8277,13-3,1
1959,167,1,4,8041,8047,5-Jul,1
1959,167,1,4,8064,8074,2-May,1
1959,167,1,5,8064,8041,Apr-00,1
1959,177,0,9,7250,8290,1-Feb,1
1959,177,0,9,8152,8287,Apr-00,1
1959,177,0,10,7250,8184,3-Aug,1
1959,177,0,10,8152,8053,RD,1
1959,177,0,11,8075,7250,2-Jul,1
1959,177,0,11,8086,8152,3-Apr,1
1959,177,0,12,8086,8075,Jun-00,1
1959,177,1,1,6753,8152,2-Mar,1
1959,177,1,1,7930,8000,2-Jun,1
1959,177,1,1,8054,8290,Apr-00,1
1959,177,1,1,8075,7987,4-Aug,1
1959,177,1,2,6753,8287,Fall 5:42,2
1959,177,1,2,8053,8173,Fall 3:45,2
1959,177,1,2,8054,7250,2-Jun,1
1959,177,1,2,8062,8292,1-Mar,1
1959,177,1,2,8075,8291,3-Oct,1
1959,177,1,2,8086,7930,Apr-00,1
1959,177,1,2,8184,8183,2-Jun,1
1959,177,1,2,8289,8288,5-Nov,1
1959,177,1,3,6753,8053,5-Jun,1
1959,177,1,3,8054,8184,1-Aug,1
1959,177,1,3,8075,8062,2-Aug,1
1959,177,1,3,8086,8289,1-Sep,1
1959,177,1,4,6753,8086,3-Apr,1
1959,177,1,4,8054,8075,5-Jun,1
1959,177,1,5,8054,6753,5-Jun,1
1959,191,0,9,8050,8298,1-Mar,1
1959,191,0,10,8050,8188,3-Jun,1
1959,191,0,10,8299,8300,Med FFT,3
1959,191,0,11,8066,8050,"4-4, 1-1 RD",1
1959,191,0,11,8082,8299,3-Jun,1
1959,191,0,12,8082,8066,2-May,1
1959,191,1,1,8085,8050,Fall 2:58,2
1959,191,1,2,8046,8299,2-May,1
1959,191,1,2,8066,8296,13-4,1
1959,191,1,2,8082,8302,15-0,1
1959,191,1,2,8085,8298,Fall 4:26,2
1959,191,1,2,8188,8297,2-Jun,1
1959,191,1,2,8294,8295,1-Jun,1
1959,191,1,2,8300,8180,2-Oct,1
1959,191,1,2,8301,7991,2-Apr,1
1959,191,1,3,8046,8300,1-Apr,1
1959,191,1,3,8066,8294,2-Mar,1
1959,191,1,3,8082,8301,2-Apr,1
1959,191,1,3,8085,8188,Fall 7:09,2
1959,191,1,4,8046,8082,6-Sep,1
1959,191,1,4,8085,8066,2-Aug,1
1959,191,1,5,8046,8085,5-Sep,1
1959,UNL,0,9,8312,7992,1-Feb,1
1959,UNL,0,10,8055,8312,1-Feb,1
1959,UNL,0,10,8310,7983,1-Feb,1
1959,UNL,0,11,8055,7940,Med FFT,3
1959,UNL,0,11,8306,8310,Mar-00,1
1959,UNL,0,12,8306,8055,1-Mar,1
1959,UNL,1,1,7933,8312,Fall 3:32,2
1959,UNL,1,2,7933,7992,Fall 5:04,2
1959,UNL,1,2,7940,7937,"1-1, 1-1 RD",1
1959,UNL,1,2,7983,8311,1-Jul,1
1959,UNL,1,2,8055,8305,1-May,1
1959,UNL,1,2,8072,8310,1-Jun,1
1959,UNL,1,2,8304,8303,2-Aug,1
1959,UNL,1,2,8306,8307,Fall 6:21,2
1959,UNL,1,2,8309,8308,4-Jul,1
1959,UNL,1,3,7933,8055,Fall 2:20,2
1959,UNL,1,3,7940,8304,4-Jul,1
1959,UNL,1,3,8072,7983,1-Nov,1
1959,UNL,1,3,8306,8309,1-Feb,1
1959,UNL,1,4,7933,7940,Fall 2:30,2
1959,UNL,1,4,8072,8306,"1-1, 1-1 RD",1
1959,UNL,1,5,7933,8072,"1-1, 2-0",1
1960,115,0,10,8081,8093,May-00,1
1960,115,0,10,8092,7805,1-Jul,1
1960,115,0,11,8058,8081,3-May,1
1960,115,0,11,8078,8092,Feb-00,1
1960,115,0,12,8058,8078,Mar-00,1
1960,115,1,2,7808,8093,Fall 8:44,2
1960,115,1,2,7943,7805,3-Oct,1
1960,115,1,2,8058,8095,4-Nov,1
1960,115,1,2,8078,8089,Feb-00,1
1960,115,1,2,8081,7814,Mar-00,1
1960,115,1,2,8088,8087,3-May,1
1960,115,1,2,8092,8091,Apr-00,1
1960,115,1,3,7808,8081,13-6,1
1960,115,1,3,7943,8092,3-Jun,1
1960,115,1,3,8058,8094,1-Aug,1
1960,115,1,3,8078,8088,Jan-00,1
1960,115,1,4,7808,8058,3-May,1
1960,115,1,4,7943,8078,2-May,1
1960,115,1,5,7808,7943,"3-3, 2-2 RD",1
1960,123,0,10,7824,8106,Med FFT,3
1960,123,0,10,8071,7941,2-Mar,1
1960,123,0,11,7824,8103,Apr-00,1
1960,123,0,11,8071,8099,2-Mar,1
1960,123,0,12,7824,8071,"4-4, 0-0 SRD",1
1960,123,1,1,7824,8104,2-Aug,1
1960,123,1,1,7941,8101,Apr-00,1
1960,123,1,1,7953,8102,3-Aug,1
1960,123,1,1,8071,7952,5-Aug,1
1960,123,1,1,8099,7977,5-Jul,1
1960,123,1,2,7800,8106,16-7,1
1960,123,1,2,7804,7823,1-Jun,1
1960,123,1,2,7824,8105,2-Jul,1
1960,123,1,2,8043,7941,1-Jun,1
1960,123,1,2,8071,8100,4-May,1
1960,123,1,2,8096,8097,6-Jul,1
1960,123,1,2,8099,8098,7-Dec,1
1960,123,1,2,8103,7953,5-Sep,1
1960,123,1,3,7800,7824,13-4,1
1960,123,1,3,8043,8071,2-May,1
1960,123,1,3,8099,8096,2-Jul,1
1960,123,1,3,8103,7804,9-Nov,1
1960,123,1,4,7800,8103,"11-11, 9-5",1
1960,123,1,4,8043,8099,4-Dec,1
1960,123,1,5,8043,7800,5-Sep,1
1960,130,0,9,8068,7799,2-Apr,1
1960,130,0,10,8065,7797,9-Oct,1
1960,130,0,10,8068,8111,2-Apr,1
1960,130,0,11,8065,7975,5-Jun,1
1960,130,0,11,8068,7944,Jan-00,1
1960,130,0,12,8068,8065,Med FFT,3
1960,130,1,1,7797,8109,4-Aug,1
1960,130,1,1,7844,8107,4-Jul,1
1960,130,1,1,7936,8068,4-Jun,1
1960,130,1,2,7936,7799,Mar-00,1
1960,130,1,2,7944,7839,1-May,1
1960,130,1,2,7954,8112,3-May,1
1960,130,1,2,7956,7844,2-Aug,1
1960,130,1,2,7975,7962,2-Jun,1
1960,130,1,2,8040,7797,1-Jun,1
1960,130,1,2,8065,8108,2-Jun,1
1960,130,1,2,8111,8110,5-Jun,1
1960,130,1,3,7936,8111,2-Aug,1
1960,130,1,3,7944,7954,Fall 8:37,2
1960,130,1,3,7975,7956,Apr-00,1
1960,130,1,3,8040,8065,5-Sep,1
1960,130,1,4,7936,7944,Apr-00,1
1960,130,1,4,8040,7975,4-Sep,1
1960,130,1,5,8040,7936,2-May,1
1960,137,0,9,8140,8116,2-Mar,1
1960,137,0,10,7803,8140,May-00,1
1960,137,0,10,8076,8118,Med FFT,3
1960,137,0,11,7848,7803,3-Jul,1
1960,137,0,11,8076,8208,3-Jul,1
1960,137,0,12,7848,8076,4-Jun,1
1960,137,1,1,7803,8117,Fall 7:38,2
1960,137,1,1,7848,8115,1-Apr,1
1960,137,1,1,7969,7812,"10-10, 4-0",1
1960,137,1,1,8042,8116,Fall 6:22,2
1960,137,1,1,8118,8119,Fall 7:08,2
1960,137,1,1,8121,8120,2-Aug,1
1960,137,1,1,8122,8207,2-May,1
1960,137,1,2,7803,8114,Fall 7:24,2
1960,137,1,2,7848,8052,6-Jul,1
1960,137,1,2,7969,8113,2-Mar,1
1960,137,1,2,8042,8140,3-Oct,1
1960,137,1,2,8045,8118,2-Jul,1
1960,137,1,2,8076,8121,3-May,1
1960,137,1,2,8124,8123,1-Jul,1
1960,137,1,2,8208,8122,4-Jun,1
1960,137,1,3,7848,7969,3-Apr,1
1960,137,1,3,8042,7803,2-May,1
1960,137,1,3,8045,8076,Fall 2:29,2
1960,137,1,3,8208,8124,5-Dec,1
1960,137,1,4,8042,7848,1-Mar,1
1960,137,1,4,8045,8208,"4-4, 4-1",1
1960,137,1,5,8042,8045,3-Jun,1
1960,147,0,9,8023,8016,"4-4, 2-1",1
1960,147,0,10,8129,8015,4-May,1
1960,147,0,10,8133,8023,1-Mar,1
1960,147,0,11,8024,8129,1-Jun,1
1960,147,0,11,8051,8133,3-May,1
1960,147,0,12,8051,8024,3-Jun,1
1960,147,1,1,7853,8127,2-Apr,1
1960,147,1,1,7860,8023,1-Jul,1
1960,147,1,1,8015,8131,1-Mar,1
1960,147,1,1,8021,8130,Fall 7:11,2
1960,147,1,1,8024,8126,3-Apr,1
1960,147,1,1,8051,8135,Fall 2:49,2
1960,147,1,1,8129,8128,6-Aug,1
1960,147,1,1,8133,8132,Jun-00,1
1960,147,1,1,8136,8137,2-May,1
1960,147,1,2,7860,8016,8-Nov,1
1960,147,1,2,7866,7853,2-Apr,1
1960,147,1,2,7935,8129,Fall 7:19,2
1960,147,1,2,8015,8021,6-Aug,1
1960,147,1,2,8024,8125,2-Mar,1
1960,147,1,2,8051,7942,4-Jul,1
1960,147,1,2,8133,8134,May-00,1
1960,147,1,2,8136,8138,Feb-00,1
1960,147,1,3,7860,8133,2-Jul,1
1960,147,1,3,7935,8015,Fall 8:50,2
1960,147,1,3,8024,7866,"1-1, 5-2",1
1960,147,1,3,8051,8136,5-Sep,1
1960,147,1,4,7860,8051,4-Sep,1
1960,147,1,4,7935,8024,Mar-00,1
1960,147,1,5,7935,7860,1-Apr,1
1960,157,0,9,7934,8148,DFT 5:56,3
1960,157,0,9,8150,7858,Apr-00,1
1960,157,0,10,7806,7934,5-Jun,1
1960,157,0,10,8009,8150,5-Sep,1
1960,157,0,11,7806,8036,3-Jun,1
1960,157,0,11,7865,8009,Apr-00,1
1960,157,0,12,7865,7806,1-May,1
1960,157,1,1,7806,8027,Fall 4:21,2
1960,157,1,1,7858,8151,"3-3, 3-1",1
1960,157,1,1,7865,7802,Feb-00,1
1960,157,1,1,7870,8149,4-Sep,1
1960,157,1,1,7934,8147,4-Dec,1
1960,157,1,1,8004,8150,2-Aug,1
1960,157,1,1,8009,7877,2-Apr,1
1960,157,1,1,8036,8145,Fall 3:40,2
1960,157,1,1,8038,8005,Apr-00,1
1960,157,1,1,8070,8148,3-Sep,1
1960,157,1,1,8080,8146,2-May,1
1960,157,1,1,8139,8142,Fall 7:57,2
1960,157,1,1,8143,8144,May-00,1
1960,157,1,1,8152,8153,Apr-00,1
1960,157,1,2,7806,8080,5-Aug,1
1960,157,1,2,7865,8154,Jul-00,1
1960,157,1,2,8004,7858,Fall 4:26,2
1960,157,1,2,8009,7870,5-Jun,1
1960,157,1,2,8036,8143,2-Mar,1
1960,157,1,2,8038,8152,1-Mar,1
1960,157,1,2,8070,7934,1-Jul,1
1960,157,1,2,8139,8141,Fall 5:07,2
1960,157,1,3,7865,8038,"1-1, 3-0",1
1960,157,1,3,8004,8009,1-May,1
1960,157,1,3,8036,8139,Fall 7:10,2
1960,157,1,3,8070,7806,4-May,1
1960,157,1,4,8004,7865,4-Jun,1
1960,157,1,4,8070,8036,5-Jun,1
1960,157,1,5,8070,8004,3-May,1
1960,167,0,9,7906,8166,Med FFT,3
1960,167,0,9,8003,8162,Jan-00,1
1960,167,0,10,7906,8163,Jun-00,1
1960,167,0,10,8069,8003,,1
1960,167,0,11,8006,7906,3-Apr,1
1960,167,0,11,8069,8156,"3-3, 3-2",1
1960,167,0,12,8006,8069,1-Feb,1
1960,167,1,1,7795,8166,DFT 3:45,3
1960,167,1,1,8006,8167,1-Aug,1
1960,167,1,1,8047,8003,3-May,1
1960,167,1,1,8069,8160,Apr-00,1
1960,167,1,1,8156,8157,1-Apr,1
1960,167,1,1,8158,8170,6-Nov,1
1960,167,1,1,8162,8161,3-Sep,1
1960,167,1,1,8163,8164,Fall 8:21,2
1960,167,1,1,8168,8171,20-2,1
1960,167,1,2,7795,7906,8-Oct,1
1960,167,1,2,8006,7878,5-Aug,1
1960,167,1,2,8047,8162,2-Aug,1
1960,167,1,2,8069,8159,2-Jul,1
1960,167,1,2,8156,8155,May-00,1
1960,167,1,2,8158,7856,1-Mar,1
1960,167,1,2,8163,8165,Fall 3:15,2
1960,167,1,2,8168,8169,3-May,1
1960,167,1,3,7795,8163,13-8,1
1960,167,1,3,8006,8168,1-Nov,1
1960,167,1,3,8047,8069,2-Apr,1
1960,167,1,3,8156,8158,2-May,1
1960,167,1,4,7795,8006,4-Jul,1
1960,167,1,4,8047,8156,"2-2, 2-0",1
1960,167,1,5,8047,7795,4-Jun,1
1960,177,0,9,7900,7901,2-Nov,1
1960,177,0,10,7930,7900,5-Sep,1
1960,177,0,10,8182,8180,1-Apr,1
1960,177,0,11,7930,8173,8-Sep,1
1960,177,0,11,8014,8182,13-1,1
1960,177,0,12,8014,7930,4-May,1
1960,177,1,1,7930,8178,5-Aug,1
1960,177,1,1,8053,7900,Fall 1:49,2
1960,177,1,1,8173,8174,Mar-00,1
1960,177,1,1,8176,8177,6-Jul,1
1960,177,1,1,8180,8179,1-Mar,1
1960,177,1,1,8182,8181,1-Nov,1
1960,177,1,1,8184,8183,1-Apr,1
1960,177,1,2,7930,8209,3-Jun,1
1960,177,1,2,8014,8185,Dec-00,1
1960,177,1,2,8050,8180,Fall 5:34,2
1960,177,1,2,8053,7901,Sep-00,1
1960,177,1,2,8173,8172,1-Jul,1
1960,177,1,2,8176,8175,Fall 8:52,2
1960,177,1,2,8182,7798,3-Apr,1
1960,177,1,2,8184,8186,6-Aug,1
1960,177,1,3,8014,8184,1-Sep,1
1960,177,1,3,8050,8182,1-Jun,1
1960,177,1,3,8053,7930,Fall 4:08,2
1960,177,1,3,8173,8176,2-Apr,1
1960,177,1,4,8050,8014,15-3,1
1960,177,1,4,8053,8173,Fall 2:24,2
1960,177,1,5,8053,8050,14-13,1
1960,191,0,10,8188,8187,Med FFT,3
1960,191,0,10,8193,8194,"4-4, 3-1",1
1960,191,0,11,8056,8193,1-Jun,1
1960,191,0,11,8082,8188,Apr-00,1
1960,191,0,12,8056,8082,1-Oct,1
1960,191,1,1,7909,7902,4-Sep,1
1960,191,1,1,8082,8192,Fall 7:29,2
1960,191,1,2,8056,7991,3-Nov,1
1960,191,1,2,8062,8194,May-00,1
1960,191,1,2,8077,8187,Fall 7:54,2
1960,191,1,2,8082,8191,1-Feb,1
1960,191,1,2,8188,8206,6-Jul,1
1960,191,1,2,8190,8189,1-Jun,1
1960,191,1,2,8193,7909,7-Oct,1
1960,191,1,2,8196,8195,5-Oct,1
1960,191,1,3,8056,8196,Fall 7:22,2
1960,191,1,3,8062,8193,Fall 8:41,2
1960,191,1,3,8077,8188,2-Sep,1
1960,191,1,3,8082,8190,"3-3, 1-1 SRD",1
1960,191,1,4,8062,8056,5-Nov,1
1960,191,1,4,8077,8082,2-Jun,1
1960,191,1,5,8062,8077,3-Apr,1
1960,UNL,0,9,7940,7982,Fall 2:58,2
1960,UNL,0,10,7940,7983,Sep-00,1
1960,UNL,0,10,7986,8200,Fall 3:59,2
1960,UNL,0,11,7811,7986,Mar-00,1
1960,UNL,0,11,7940,7793,Nov-00,1
1960,UNL,0,12,7940,7811,2-Mar,1
1960,UNL,1,1,7793,8204,Fall 1:54,2
1960,UNL,1,1,7810,7982,Fall 4:58,2
1960,UNL,1,1,7986,8202,Fall 6:39,2
1960,UNL,1,1,8198,8199,2-Mar,1
1960,UNL,1,2,7793,7992,Fall 5:48,2
1960,UNL,1,2,7810,7940,2-Jul,1
1960,UNL,1,2,7811,8197,Fall 2:39,2
1960,UNL,1,2,7925,8205,5-Sep,1
1960,UNL,1,2,7937,8200,Fall 5:59,2
1960,UNL,1,2,7979,8198,May-00,1
1960,UNL,1,2,7983,8203,Mar-00,1
1960,UNL,1,2,7986,8201,Feb-00,1
1960,UNL,1,3,7793,7925,2-Jun,1
1960,UNL,1,3,7810,7983,2-Aug,1
1960,UNL,1,3,7811,7979,"0-0, 0-0 RD",1
1960,UNL,1,3,7937,7986,1-Apr,1
1960,UNL,1,4,7810,7793,1-Mar,1
1960,UNL,1,4,7937,7811,"1-1, 3-1",1
1960,UNL,1,5,7937,7810,1-Mar,1
1961,115,0,10,7696,7685,Fall 5:30,2
1961,115,0,10,7813,7945,5-Aug,1
1961,115,0,11,7494,7813,"4-4, 3-2",1
1961,115,0,11,7941,7696,Feb-00,1
1961,115,0,12,7494,7941,1-Apr,1
1961,115,1,2,7494,7522,3-Apr,1
1961,115,1,2,7808,7685,2-Aug,1
1961,115,1,2,7941,7819,Mar-00,1
1961,115,1,2,7943,7945,15-4,1
1961,115,1,3,7494,7823,9-Nov,1
1961,115,1,3,7808,7696,3-Sep,1
1961,115,1,3,7941,7545,3-Jun,1
1961,115,1,3,7943,7813,Aug-00,1
1961,115,1,4,7808,7941,7-Nov,1
1961,115,1,4,7943,7494,2-Apr,1
1961,115,1,5,7808,7943,3-Jul,1
1961,123,0,10,7697,7824,2-Apr,1
1961,123,0,10,7953,7951,Fall 0:45,2
1961,123,0,11,7799,7697,3-Sep,1
1961,123,0,11,7804,7953,2-Apr,1
1961,123,0,12,7804,7799,4-May,1
1961,123,1,1,7821,7949,Nov-00,1
1961,123,1,1,7951,7950,2-Nov,1
1961,123,1,2,7551,7954,2-Apr,1
1961,123,1,2,7799,7948,Fall 7:17,2
1961,123,1,2,7800,7951,5-Dec,1
1961,123,1,2,7804,7955,Fall 3:52,2
1961,123,1,2,7824,7821,"4-4, 4-0",1
1961,123,1,2,7825,7947,Fall 4:24,2
1961,123,1,2,7939,7697,3-Jun,1
1961,123,1,2,7953,7952,3-May,1
1961,123,1,3,7799,7825,2-May,1
1961,123,1,3,7800,7953,13-6,1
1961,123,1,3,7804,7551,2-Mar,1
1961,123,1,3,7939,7824,Fall 1:58,2
1961,123,1,4,7800,7804,4-Sep,1
1961,123,1,4,7939,7799,Fall 8:47,2
1961,123,1,5,7939,7800,5-Jun,1
1961,130,0,9,7961,7585,3-Apr,1
1961,130,0,9,7966,7967,2-Oct,1
1961,130,0,10,7530,7961,,1
1961,130,0,10,7966,7844,2-Mar,1
1961,130,0,11,7530,7958,"2-2, 6-1",1
1961,130,0,11,7797,7966,1-Jun,1
1961,130,0,12,7530,7797,"4-4, 2-0",1
1961,130,1,1,7841,7966,4-May,1
1961,130,1,1,7936,7961,2-Sep,1
1961,130,1,1,7958,7959,5-Jun,1
1961,130,1,1,7962,7963,3-Apr,1
1961,130,1,2,7516,7956,5-Jun,1
1961,130,1,2,7530,7960,Fall 8:53,2
1961,130,1,2,7797,7965,2-Jul,1
1961,130,1,2,7841,7967,6-Nov,1
1961,130,1,2,7844,7537,Sep-00,1
1961,130,1,2,7936,7585,2-Jun,1
1961,130,1,2,7958,7957,"13-13, 1-1 RD",1
1961,130,1,2,7962,7964,1-Sep,1
1961,130,1,3,7797,7962,4-Jul,1
1961,130,1,3,7841,7844,Jul-00,1
1961,130,1,3,7936,7530,2-Jun,1
1961,130,1,3,7958,7516,3-Apr,1
1961,130,1,4,7841,7797,6-Jul,1
1961,130,1,4,7936,7958,1-Apr,1
1961,130,1,5,7936,7841,Jul-00,1
1961,137,0,10,7803,7721,Mar-00,1
1961,137,0,10,7970,7968,May-00,1
1961,137,0,11,7794,7970,2-Apr,1
1961,137,0,11,7812,7803,2-Aug,1
1961,137,0,12,7794,7812,1-Feb,1
1961,137,1,1,7794,7974,2-Aug,1
1961,137,1,1,7803,7975,"0-0, 1-1 SRD",1
1961,137,1,1,7970,7971,1-Apr,1
1961,137,1,1,7977,7976,1-Jun,1
1961,137,1,2,7794,7973,14-1,1
1961,137,1,2,7803,7571,4-Jul,1
1961,137,1,2,7812,7977,5-Aug,1
1961,137,1,2,7847,7968,Fall 8:22,2
1961,137,1,2,7850,7845,2-Mar,1
1961,137,1,2,7944,7721,6-Aug,1
1961,137,1,2,7970,7969,Apr-00,1
1961,137,1,2,7972,7510,"1-1, 1-1 RD",1
1961,137,1,3,7794,7972,3-Apr,1
1961,137,1,3,7812,7850,"3-3, 5-2",1
1961,137,1,3,7847,7970,2-Mar,1
1961,137,1,3,7944,7803,Fall 7:22,2
1961,137,1,4,7847,7794,4-May,1
1961,137,1,4,7944,7812,2-Mar,1
1961,137,1,5,7944,7847,2-May,1
1961,147,0,9,7729,8020,Nov-00,1
1961,147,0,9,8023,8022,Apr-00,1
1961,147,0,10,7729,8018,1-Feb,1
