Season,Weight,Wrestler Number,Bracket Position,Consolation Position,Seed,Place
1940,165,9790,3,,,
1940,165,9794,5,,,
1940,165,9641,7,,,
1940,165,9791,9,,,
1940,165,9792,11,,,
1940,165,9796,13,,,
1940,165,8963,15,,,
1940,165,8852,17,,2,1
1940,165,9733,19,,,
1940,165,8889,21,,,
1940,165,9795,23,,,
1940,165,9010,25,,3,
1940,165,9137,27,,,2
1940,165,9797,29,,,
1940,165,9798,31,,,
1940,175,9017,1,,1,1
1940,175,9738,3,,,
1940,175,9809,5,,,
1940,175,8981,9,,,3
1940,175,9198,11,,,
1940,175,9800,13,,,
1940,175,9743,15,,,
1940,175,8834,17,,2,
1940,175,9799,19,,,
1940,175,9801,21,,,
1940,175,9802,23,,,
1940,175,8934,25,,3,2
1940,175,9803,27,,,
1940,175,9739,29,,,
1940,UNL,9100,1,,,1
1940,UNL,9145,3,,1,2
1940,UNL,9811,5,,,
1940,UNL,9804,9,,,
1940,UNL,9805,11,,,
1940,UNL,9807,13,,,
1940,UNL,8988,15,,,
1940,UNL,8914,17,,2,3
1940,UNL,9808,19,,,
1940,UNL,9810,21,,,
1940,UNL,8986,25,,3,
1940,UNL,9806,27,,,
1940,UNL,9812,29,,,
1941,121,9175,1,,1,2
1941,121,9648,3,17,,
1941,121,8966,5,25,,3
1941,121,9650,7,,,
1941,121,9216,9,29,4,
1941,121,9651,11,,,
1941,121,9754,13,,,
1941,121,9659,15,,,
1941,121,8835,17,30,2,4
1941,121,9649,19,,,
1941,121,9652,21,,,
1941,121,9653,23,,,
1941,121,9034,25,,3,1
1941,121,9654,27,24,,
1941,121,9655,29,28,,
1941,128,9656,1,,1,
1941,128,9657,3,,,
1941,128,9658,5,,,
1941,128,8962,7,29,,4
1941,128,9033,9,,4,1
1941,128,9661,11,,,
1941,128,9662,13,,,
1941,128,9663,14,,,
1941,128,9660,15,,,
1941,128,9664,16,,,
1941,128,9665,17,,,
1941,128,9666,18,,,
1941,128,9194,19,28,,3
1941,128,9667,20,,,
1941,128,8987,21,,,2
1941,128,8921,23,23,2,
1941,128,9078,25,30,3,
1941,128,9668,27,,,
1941,128,9669,29,,,
1941,128,9670,31,,,
1941,136,9671,1,,,
1941,136,9277,5,29,,4
1941,136,9755,7,,4,
1941,136,9673,9,,,
1941,136,9042,11,,,
1941,136,9674,13,,,
1941,136,9202,15,,1,1
1941,136,9210,17,28,,3
1941,136,9675,19,,,
1941,136,9038,21,,2,2
1941,136,9677,23,23,,
1941,136,9676,25,,,
1941,136,8860,27,,,
1941,136,9077,29,30,3,
1941,145,9678,1,,,
1941,145,9679,3,29,4,
1941,145,9680,5,,,
1941,145,9681,7,,,
1941,145,9046,9,25,,4
1941,145,9682,11,,,
1941,145,9705,13,18,,
1941,145,9706,15,17,,
1941,145,9139,16,,1,1
1941,145,8880,17,24,2,3
1941,145,9707,18,,,
1941,145,9076,19,,,2
1941,145,9708,20,23,,
1941,145,9709,21,,,
1941,145,9040,23,28,,
1941,145,9219,25,,3,
1941,145,9710,27,30,,
1941,145,9711,29,,,
1941,145,9712,31,,,
1941,155,9256,1,29,,4
1941,155,9672,3,,,
1941,155,9713,5,,,
1941,155,8964,7,,4,
1941,155,9714,9,25,,
1941,155,9715,11,,,
1941,155,9716,13,17,,
1941,155,9198,15,,1,1
1941,155,9717,17,,,
1941,155,9718,19,28,,
1941,155,9719,21,23,,
1941,155,8980,23,,3,2
1941,155,9720,25,,,
1941,155,9721,27,,,
1941,155,8912,29,30,,3
1941,155,9722,31,,2,
1941,165,9723,1,25,,
1941,165,9724,3,,,
1941,165,9725,5,17,,
1941,165,9274,7,,1,2
1941,165,8963,9,29,4,4
1941,165,9726,11,,,
1941,165,9727,13,,,
1941,165,9728,15,,,
1941,165,9190,17,,2,1
1941,165,9729,19,23,,
1941,165,9731,21,,,
1941,165,9006,23,28,,
1941,165,9730,25,,,
1941,165,9732,27,,,
1941,165,9733,29,,,
1941,165,9031,31,30,3,3
1941,175,8834,1,,1,2
1941,175,9734,3,17,,
1941,175,9735,5,25,,
1941,175,9736,7,,,
1941,175,9271,9,29,,4
1941,175,9737,11,,,
1941,175,9738,13,,,
1941,175,9739,15,,4,
1941,175,9010,17,30,2,3
1941,175,9641,19,,,
1941,175,9741,21,,,
1941,175,9742,23,,,
1941,175,9743,25,,,
1941,175,9744,27,28,,
1941,175,9745,29,23,,
1941,175,9220,31,,3,1
1941,UNL,9138,1,29,1,3
1941,UNL,8986,5,,,
1941,UNL,9746,7,,,
1941,UNL,9747,9,,,
1941,UNL,9748,11,25,,
1941,UNL,9749,13,17,,
1941,UNL,9279,15,,4,2
1941,UNL,8988,17,30,3,4
1941,UNL,9643,19,,,
1941,UNL,9751,21,,,
1941,UNL,9752,23,,,
1941,UNL,9753,25,28,,
1941,UNL,9049,31,,2,1
1942,121,9608,1,,,
1942,121,9216,5,29,2,3
1942,121,9227,9,,3,2
1942,121,9086,13,25,,
1942,121,9609,15,,,
1942,121,9034,17,,1,1
1942,121,8916,21,28,,
1942,121,9610,25,,4,
1942,121,9014,29,30,,4
1942,128,9611,1,25,,
1942,128,9169,5,,3,2
1942,128,9211,9,29,2,3
1942,128,9612,13,,,
1942,128,9606,15,,,
1942,128,9228,17,30,4,4
1942,128,9627,21,,,
1942,128,9033,25,,1,1
1942,128,9613,29,28,,
1942,136,9194,1,29,4,3
1942,136,9614,5,,,
1942,136,9615,9,25,,
1942,136,9616,11,,,
1942,136,9617,13,17,,
1942,136,9038,15,,1,1
1942,136,9618,17,,,
1942,136,9223,19,28,2,4
1942,136,8860,21,,,2
1942,136,9619,25,,,
1942,136,9594,29,30,3,
1942,145,9620,1,,4,
1942,145,9635,5,29,,
1942,145,9063,9,17,,4
1942,145,9139,11,,1,1
1942,145,9621,13,,,
1942,145,9622,15,25,,
1942,145,9623,17,,,
1942,145,9624,19,,,
1942,145,9625,21,,,
1942,145,9206,23,30,3,3
1942,145,9626,25,28,,
1942,145,9012,29,,2,2
1942,155,9628,1,,,
1942,155,9054,5,29,4,4
1942,155,9629,9,25,,
1942,155,9167,11,,1,1
1942,155,9634,13,,,
1942,155,9630,15,17,,
1942,155,9631,17,,,
1942,155,9040,19,30,3,3
1942,155,9632,21,,,
1942,155,8912,25,,2,2
1942,155,9633,29,28,,
1942,165,9055,1,,3,2
1942,165,8983,5,25,,4
1942,165,8886,9,29,2,
1942,165,9636,13,,,
1942,165,9006,17,30,4,3
1942,165,8874,21,,,
1942,165,9637,25,28,,
1942,165,9190,29,,1,1
1942,175,9220,1,,1,1
1942,175,9638,5,25,,
1942,175,9639,9,,,
1942,175,8974,13,29,,3
1942,175,9640,15,,4,
1942,175,8889,17,28,,4
1942,175,9734,21,,3,2
1942,175,9641,25,,,
1942,175,9010,29,30,2,
1942,UNL,9138,1,,1,1
1942,UNL,9642,5,25,,
1942,UNL,9643,9,,,
1942,UNL,9059,13,29,4,4
1942,UNL,9644,15,,,
1942,UNL,9645,17,30,3,
1942,UNL,9646,19,,,
1942,UNL,9647,21,,,
1942,UNL,9232,25,28,2,3
1942,UNL,8986,29,,,2
1946,121,8940,1,,,2
1946,121,9029,5,25,,4
1946,121,9588,9,29,,
1946,121,9086,17,,,1
1946,121,8916,21,28,,3
1946,121,9014,25,30,,
1946,128,8901,1,,,2
1946,128,9589,5,25,,
1946,128,9606,9,,,
1946,128,9211,13,29,,3
1946,128,9587,15,,,
1946,128,9036,17,30,,4
1946,128,9590,21,,,
1946,128,9048,25,28,,
1946,128,9081,29,,,1
1946,136,9058,1,29,,4
1946,136,9592,5,,,
1946,136,9071,9,,,2
1946,136,9593,13,25,,
1946,136,9569,17,30,,3
1946,136,8896,21,,,
1946,136,9139,25,,,1
1946,145,9041,1,29,,3
1946,145,9595,5,,,
1946,145,9080,9,,,1
1946,145,9594,13,25,,
1946,145,9067,17,30,,4
1946,145,9607,21,,,
1946,145,9201,25,,,2
1946,155,9006,1,,,1
1946,155,8904,5,25,,4
1946,155,9597,9,29,,
1946,155,9598,13,,,
1946,155,9191,17,,,2
1946,155,9599,21,28,,
1946,155,9568,25,30,,3
1946,155,9063,29,,,
1946,165,9062,1,29,,3
1946,165,9600,5,,,
1946,165,9200,9,,,2
1946,165,8913,17,,,1
1946,165,8985,25,30,,4
1946,175,9150,1,,,1
1946,175,9066,5,25,,4
1946,175,9601,9,29,,
1946,175,8886,17,,,2
1946,175,8932,25,30,,3
1946,UNL,9099,1,,,1
1946,UNL,8900,5,25,,
1946,UNL,9138,9,29,,4
1946,UNL,9037,13,,,
1946,UNL,8927,17,,,2
1946,UNL,8955,21,28,,3
1946,UNL,8834,25,30,,
1947,121,9605,1,29,4,
1947,121,9439,3,,,
1947,121,9548,5,,,
1947,121,9549,7,,,
1947,121,9116,9,25,,4
1947,121,9551,11,,,
1947,121,8903,13,17,,
1947,121,9161,15,,1,2
1947,121,9231,17,30,3,
1947,121,9552,19,,,
1947,121,9553,21,,,
1947,121,9443,23,,,
1947,121,9554,27,28,,
1947,121,9048,29,23,,3
1947,121,8864,31,,2,1
1947,128,9028,3,29,4,
1947,128,9555,7,,,
1947,128,8875,11,25,,3
1947,128,8901,13,,1,2
1947,128,9556,15,17,,
1947,128,9557,17,,,
1947,128,9172,21,30,3,4
1947,128,9230,25,28,,
1947,128,9071,29,,2,1
1947,136,8866,1,,1,1
1947,136,9446,3,17,,
1947,136,9291,5,25,,
1947,136,9558,7,,,
1947,136,9050,9,,,
1947,136,9559,11,,,
1947,136,9560,13,,,
1947,136,9135,15,29,4,4
1947,136,9035,17,28,,3
1947,136,9562,19,,,
1947,136,9563,21,23,,
1947,136,9142,23,,3,2
1947,136,9003,27,,,
1947,136,9564,29,,,
1947,136,9058,31,30,2,
1947,145,9080,1,,1,1
1947,145,9566,3,17,,
1947,145,9215,5,,,
1947,145,9452,7,25,,
1947,145,9024,9,29,,4
1947,145,9565,11,,,
1947,145,9567,13,,,
1947,145,9067,15,,4,
1947,145,8896,17,,,
1947,145,9568,19,,,
1947,145,9569,21,,,
1947,145,9056,23,30,3,3
1947,145,9310,27,28,,
1947,145,9603,29,23,,
1947,145,8872,31,,2,2
1947,155,9006,1,,1,2
1947,155,9571,3,17,,
1947,155,9133,5,25,,3
1947,155,8865,7,,,
1947,155,9572,9,29,,
1947,155,9573,11,,,
1947,155,9570,13,,,
1947,155,9574,15,,4,
1947,155,9041,17,,,1
1947,155,9575,19,23,,
1947,155,8904,21,28,,4
1947,155,9191,23,,3,
1947,155,9576,27,,,
1947,155,9577,29,,,
1947,155,8854,31,30,2,
1947,165,8913,1,29,1,4
1947,165,9453,5,,,
1947,165,9089,9,,4,1
1947,165,9579,13,25,,
1947,165,8862,17,30,3,3
1947,165,9580,21,,,
1947,165,9581,25,28,,
1947,165,9114,29,,2,2
1947,175,9066,1,29,4,
1947,175,9460,5,,,
1947,175,8874,9,25,,3
1947,175,9582,11,,,
1947,175,9583,13,17,,
1947,175,8955,15,,1,2
1947,175,8953,17,,2,1
1947,175,9234,21,28,,4
1947,175,8831,25,,,
1947,175,8886,29,30,3,
1947,UNL,9160,1,,1,1
1947,UNL,9037,5,,,
1947,UNL,9342,7,25,,
1947,UNL,9585,9,,,
1947,UNL,8947,11,,,
1947,UNL,9270,13,,,
1947,UNL,9043,15,29,4,3
1947,UNL,9225,17,,,2
1947,UNL,9332,19,23,,
1947,UNL,9068,21,28,,
1947,UNL,9480,23,,2,
1947,UNL,8900,27,30,,4
1947,UNL,9586,31,,3,
1948,114,8903,1,,,2
1948,114,9433,2,,,
1948,114,9436,3,,,
1948,114,9002,4,,,4
1948,114,9161,5,,,3
1948,114,9434,6,,,
1948,114,9435,7,,,
1948,114,9231,8,,,1
1948,125,9437,1,,,
1948,125,9172,2,,,3
1948,125,9287,3,,,
1948,125,9438,4,,,
1948,125,10176,5,,,2
1948,125,9315,6,,,1
1948,125,9439,7,,,
1948,125,9230,8,,,
1948,125,9039,9,,,4
1948,125,9440,10,,,
1948,125,9048,11,,,
1948,125,9441,12,,,
1948,125,9081,13,,,
1948,125,9442,14,,,
1948,125,9444,15,,,
1948,125,9443,16,,,
1948,136,9445,1,,,
1948,136,9446,2,,,
1948,136,9003,3,,,3
1948,136,8896,4,,,4
1948,136,9576,5,,,
1948,136,9028,6,,,1
1948,136,9448,7,,,
1948,136,9058,8,,,
1948,136,9050,9,,,
1948,136,9291,10,,,
1948,136,9142,11,,,2
1948,136,9449,12,,,
1948,147,9024,1,,,4
1948,147,9450,2,,,
1948,147,9451,3,,,
1948,147,9452,4,,,
1948,147,8904,5,,,
1948,147,9453,6,,,
1948,147,9056,7,,,2
1948,147,9459,8,,,
1948,147,9454,9,,,
1948,147,9080,10,,,1
1948,147,9456,11,,,
1948,147,9458,12,,,
1948,147,9215,13,,,
1948,147,9063,14,,,3
1948,147,9254,15,,,
1948,147,9455,16,,,
1948,160,9465,1,,,
1948,160,9191,2,,,1
1948,160,8854,3,,,3
1948,160,9466,4,,,
1948,160,9468,5,,,
1948,160,9471,6,,,
1948,160,9114,7,,,
1948,160,9467,8,,,
1948,160,9089,9,,,
1948,160,9041,10,,,2
1948,160,9469,11,,,
1948,160,9470,12,,,
1948,160,9266,13,,,4
1948,160,9475,14,,,
1948,174,8955,1,,,1
1948,174,9462,2,,,
1948,174,9463,3,,,
1948,174,8953,4,,,3
1948,174,9253,5,,,
1948,174,9460,6,,,
1948,174,9461,7,,,
1948,174,9464,8,,,
1948,174,8898,9,,,4
1948,174,9234,10,,,2
1948,191,9477,1,,,
1948,191,9183,2,,,
1948,191,9478,3,,,
1948,191,8947,4,,,3
1948,191,9043,5,,,1
1948,191,9474,6,,,
1948,191,8900,7,,,2
1948,191,9479,8,,,
1948,191,9068,9,,,4
1948,191,9472,10,,,
1948,UNL,9093,1,,,
1948,UNL,9037,2,,,2
1948,UNL,9160,3,,,1
1948,UNL,9480,4,,,
1948,UNL,9481,5,,,
1948,UNL,9342,6,,,
1948,UNL,8887,7,,,4
1948,UNL,9473,8,,,
1948,UNL,9484,9,,,
1948,UNL,8853,10,,,3
1948,UNL,9482,11,,,
1948,UNL,9483,12,,,
1949,121,9231,1,,1,1
1949,121,9292,3,17,,
1949,121,9293,5,25,,
1949,121,9353,7,,,
1949,121,8864,9,29,4,3
1949,121,9439,11,,,
1949,121,9357,13,,,
1949,121,9182,17,,2,2
1949,121,9438,19,23,,
1949,121,10344,21,28,,
1949,121,9048,25,30,3,4
1949,121,10515,27,,,
1949,121,9346,29,,,
1949,128,8875,1,,1,2
1949,128,10483,3,17,,
1949,128,9560,5,,,
1949,128,9230,7,25,,
1949,128,9050,9,29,4,4
1949,128,9284,11,,,
1949,128,10518,13,,,
1949,128,9159,17,,3,1
1949,128,10345,19,23,,
1949,128,10346,21,28,,
1949,128,9071,25,30,2,3
1949,128,10517,27,,,
1949,128,10519,29,,,
1949,136,8866,1,,1,1
1949,136,10355,3,17,,
1949,136,10522,5,25,,
1949,136,9174,9,29,4,4
1949,136,9437,11,,,
1949,136,10350,13,,,
1949,136,9028,17,,2,2
1949,136,10520,19,23,,
1949,136,9079,21,28,,3
1949,136,9449,25,30,3,
1949,136,10521,27,,,
1949,136,10523,29,,,
1949,145,9024,1,,1,2
1949,145,9458,3,17,,
1949,145,9568,5,25,,
1949,145,10484,7,,,
1949,145,9569,9,29,4,4
1949,145,10347,11,,,
1949,145,8896,13,,,
1949,145,9307,15,,,
1949,145,9094,17,,2,1
1949,145,10525,19,23,,
1949,145,8865,21,28,,3
1949,145,9570,23,,,
1949,145,10354,25,30,3,
1949,145,9309,27,,,
1949,145,10526,29,,,
1949,145,10524,31,,,
1949,155,9089,1,,1,1
1949,155,10533,2,,,
1949,155,9324,3,17,,
1949,155,10529,5,,,
1949,155,9310,7,25,,
1949,155,8854,9,29,4,3
1949,155,9314,11,,,
1949,155,10530,13,,,
1949,155,8969,15,,,
1949,155,9254,17,,3,2
1949,155,10531,19,23,,
1949,155,9326,21,,,
1949,155,10528,23,28,,
1949,155,8872,25,30,2,4
1949,155,10532,27,,,
1949,155,9453,29,,,
1949,155,10353,30,,,
1949,155,10348,31,,,
1949,165,9092,1,,1,1
1949,165,10349,3,17,,
1949,165,9323,5,25,,
1949,165,8979,9,29,,4
1949,165,10485,11,,,
1949,165,9332,13,,,
1949,165,9468,15,,4,
1949,165,9152,17,,3,2
1949,165,10540,19,28,,
1949,165,9276,21,23,,
1949,165,8898,25,30,2,3
1949,165,10541,27,,,
1949,165,9345,29,,,
1949,165,10539,31,,,
1949,175,8953,1,,1,2
1949,175,10546,2,18,,
1949,175,10544,3,17,,
1949,175,10489,5,25,,
1949,175,10542,7,,,
1949,175,9234,9,29,4,4
1949,175,10543,11,,,
1949,175,10488,13,,,
1949,175,9030,15,,,
1949,175,8831,17,,2,1
1949,175,8862,18,24,,
1949,175,8917,19,23,,
1949,175,10351,21,28,,
1949,175,10487,23,,,
1949,175,9064,25,30,3,3
1949,175,10486,27,,,
1949,175,10490,29,,,
1949,175,10545,31,,,
1949,UNL,9160,1,,1,2
1949,UNL,10352,3,17,,
1949,UNL,10534,5,25,,
1949,UNL,10536,7,,,
1949,UNL,9037,9,29,4,3
1949,UNL,10535,11,,,
1949,UNL,9270,13,,,
1949,UNL,9043,17,,2,1
1949,UNL,9339,19,23,,
1949,UNL,8947,21,28,,
1949,UNL,10538,23,,,
1949,UNL,9208,25,30,,4
1949,UNL,8853,27,,3,
1949,UNL,9093,29,,,
1950,121,9280,1,17,,
1950,121,9281,5,25,,
1950,121,9231,7,,1,2
1950,121,9282,9,,,
1950,121,9108,11,29,4,4
1950,121,9283,13,,,
1950,121,9069,17,30,3,3
1950,121,9284,19,,,
1950,121,9285,21,,,
1950,121,9286,25,,,
1950,121,9182,27,28,2,
1950,121,9263,29,,,1
1950,128,9159,1,29,1,
1950,128,9287,2,,,
1950,128,9288,3,,,
1950,128,9289,5,,,
1950,128,9290,7,,,
1950,128,8871,9,,4,2
1950,128,9107,11,17,,3
1950,128,9291,13,,,
1950,128,9292,15,25,,
1950,128,9214,17,,,
1950,128,9293,19,,,
1950,128,9294,21,,,
1950,128,9079,23,30,2,4
1950,128,8922,25,,,
1950,128,9295,27,28,,
1950,128,9296,29,23,,
1950,128,9230,31,,3,1
1950,136,9297,1,25,,
1950,136,8866,7,,1,1
1950,136,9135,9,,,
1950,136,9050,11,,4,
1950,136,9298,13,,,
1950,136,9058,15,29,,3
1950,136,9174,17,28,2,
1950,136,9299,19,,,
1950,136,9090,21,,,2
1950,136,9300,23,23,,
1950,136,9224,25,30,3,4
1950,136,9302,27,,,
1950,136,9301,29,,,
1950,145,9094,1,,1,1
1950,145,9304,3,17,,
1950,145,9305,5,,,
1950,145,9307,7,25,,
1950,145,9306,9,,,
1950,145,9303,11,,,
1950,145,9308,13,,,
1950,145,9215,15,29,4,3
1950,145,9201,17,30,3,
1950,145,9309,19,,,
1950,145,9310,21,,,
1950,145,9344,23,,,
1950,145,9229,25,,,2
1950,145,8872,27,23,2,4
1950,145,9117,29,28,,
1950,155,9089,1,,1,1
1950,155,9311,2,17,,
1950,155,9196,3,18,,3
1950,155,9103,5,,,
1950,155,8865,7,25,,
1950,155,9313,9,,,
1950,155,9314,11,29,,
1950,155,10341,13,,,
1950,155,9316,15,,4,
1950,155,9317,17,,3,
1950,155,9026,19,30,,
1950,155,9318,21,,,
1950,155,9319,23,,,
1950,155,9321,25,,,
1950,155,9065,27,28,,
1950,155,9276,29,24,,4
1950,155,9254,31,,2,2
1950,155,9320,32,23,,
1950,165,9030,1,25,,3
1950,165,9092,5,,1,1
1950,165,9322,7,17,,
1950,165,9323,9,29,,
1950,165,8898,11,,4,
1950,165,9324,13,,,
1950,165,8870,17,30,,4
1950,165,9325,19,,,
1950,165,9110,21,,2,
1950,165,9327,25,23,,
1950,165,8969,27,,3,2
1950,165,9326,29,28,,
1950,175,8953,1,,1,1
1950,175,9329,3,17,,
1950,175,9328,5,25,,
1950,175,9330,7,,,
1950,175,9331,9,,,
1950,175,9332,11,,,
1950,175,8917,13,29,,3
1950,175,9333,15,,4,
1950,175,9064,17,,2,
1950,175,9217,19,,,
1950,175,8838,21,30,,4
1950,175,9345,23,,,
1950,175,9253,25,,3,2
1950,175,9335,27,23,,
1950,175,9334,29,28,,
1950,UNL,9160,1,,1,1
1950,UNL,9336,3,17,,
1950,UNL,9337,5,25,,
1950,UNL,9338,7,,,
1950,UNL,9339,9,,,
1950,UNL,9270,11,29,,4
1950,UNL,9340,13,,4,
1950,UNL,9093,17,,3,2
1950,UNL,9341,19,23,,
1950,UNL,9342,21,28,,
1950,UNL,9208,25,30,2,3
1950,UNL,8862,27,,,
1950,UNL,10536,29,,,
1951,123,9263,1,,1,1
1951,123,9288,2,17,,
1951,123,9354,3,18,,
1951,123,9346,5,25,,
1951,123,9347,6,,,
1951,123,8883,7,,,
1951,123,9163,9,29,,3
1951,123,9348,10,,,
1951,123,8950,11,,,
1951,123,9284,13,,,
1951,123,8616,14,,,
1951,123,9285,15,,4,
1951,123,9349,17,,,
1951,123,9350,18,,,
1951,123,9355,19,,,
1951,123,9351,21,30,3,
1951,123,9352,22,,,
1951,123,9357,23,,,
1951,123,8837,25,28,,4
1951,123,9359,26,,,
1951,123,9356,27,,,
1951,123,9108,29,,2,2
1951,123,9353,30,23,,
1951,123,9358,31,24,,
1951,130,9176,1,,2,2
1951,130,8790,3,17,,
1951,130,9361,5,,,
1951,130,9293,7,25,,
1951,130,9362,9,,,
1951,130,9363,11,,,
1951,130,9364,13,,,
1951,130,9082,15,29,3,3
1951,130,9315,17,30,1,
1951,130,9280,19,,,
1951,130,9366,21,,,
1951,130,9283,23,,,
1951,130,9107,25,28,,4
1951,130,9365,27,,,
1951,130,8634,29,23,,
1951,130,8871,31,,4,1
1951,137,8733,1,,1,2
1951,137,9367,2,17,,
1951,137,9415,3,18,,
1951,137,9264,5,25,,
1951,137,9368,7,,,
1951,137,9369,9,,,
1951,137,9370,11,,,
1951,137,9371,13,,,
1951,137,9214,15,29,4,3
1951,137,9297,17,23,,
1951,137,9165,19,,3,1
1951,137,9372,21,,,
1951,137,9001,23,28,,
1951,137,9373,25,,,
1951,137,8856,27,30,,4
1951,137,9374,29,,,
1951,137,9224,31,,2,
1951,147,9094,1,,1,1
1951,147,9375,2,17,,
1951,147,9376,3,18,,
1951,147,9378,5,25,,
1951,147,9416,7,,,
1951,147,9308,9,,,
1951,147,9377,11,,,
1951,147,9379,13,,,
1951,147,9196,15,29,4,3
1951,147,8857,17,30,3,
1951,147,9381,19,,,
1951,147,9380,21,,,
1951,147,9309,23,,,
1951,147,9209,25,,,2
1951,147,9306,27,23,,
1951,147,9382,29,,,
1951,147,9117,31,28,2,4
1951,157,9132,1,,,1
1951,157,9384,2,17,,
1951,157,9316,3,18,1,
1951,157,9385,5,,,
1951,157,8603,7,25,,
1951,157,9026,9,,4,
1951,157,9065,11,29,,3
1951,157,9386,13,,,
1951,157,9387,15,,,
1951,157,9103,17,,,2
1951,157,9388,19,23,,
1951,157,9389,21,,,
1951,157,9276,23,28,3,4
1951,157,9390,25,30,2,
1951,157,9383,27,,,
1951,157,9391,29,,,
1951,157,9235,31,,,
1951,157,9392,32,,,
1951,167,9030,1,,1,1
1951,167,9004,3,17,,4
1951,167,9393,5,,,
1951,167,9394,7,25,,
1951,167,8870,9,,4,
1951,167,9236,11,29,,
1951,167,9395,13,,,
1951,167,9195,15,,,
1951,167,9110,17,,,
1951,167,9060,19,30,3,3
1951,167,9396,21,,,
1951,167,9213,23,,,
1951,167,9398,25,28,,
1951,167,9399,27,,,
1951,167,9397,29,23,,
1951,167,9278,31,,2,2
1951,177,9400,3,,,
1951,177,9401,5,,,
1951,177,8851,7,29,4,
1951,177,8679,9,25,,
1951,177,9402,11,,,
1951,177,9259,13,17,,3
1951,177,9183,15,,1,1
1951,177,8858,17,,,
1951,177,9403,19,,,
1951,177,9404,21,,,
1951,177,8841,23,30,3,4
1951,177,9217,25,,2,2
1951,177,9405,27,23,,
1951,177,9406,29,28,,
1951,UNL,9222,1,,1,1
1951,UNL,9258,3,17,,3
1951,UNL,9407,5,,,
1951,UNL,9408,7,25,,
1951,UNL,10536,9,29,4,
1951,UNL,9409,11,,,
1951,UNL,9410,13,,,
1951,UNL,9411,15,,,
1951,UNL,9412,19,28,,
1951,UNL,8951,21,23,,
1951,UNL,9208,23,,3,2
1951,UNL,9360,25,,,
1951,UNL,9413,27,,,
1951,UNL,9414,29,,,
1951,UNL,9104,31,30,2,4
1952,115,8745,1,,1,1
1952,115,8778,5,28,,
1952,115,8591,9,29,4,3
1952,115,10316,13,,,
1952,115,8876,17,,3,2
1952,115,9285,25,30,2,4
1952,115,10317,31,,,
1952,123,8922,1,,3,2
1952,123,10319,5,25,,
1952,123,8739,7,,,
1952,123,9084,9,30,,
1952,123,8630,11,,2,
1952,123,10098,13,,,
1952,123,9108,17,,1,1
1952,123,8901,19,17,,3
1952,123,8883,21,28,,4
1952,123,8792,25,29,4,
1952,123,10100,27,,,
1952,123,10320,31,,,
1952,130,9127,1,,3,2
1952,130,8800,5,28,,
1952,130,9689,7,,,
1952,130,9315,9,29,,4
1952,130,8589,11,,,
1952,130,8742,13,,2,
1952,130,10114,15,,,
1952,130,9082,17,,1,1
1952,130,9366,19,23,,
1952,130,10323,21,,,
1952,130,8784,25,30,,3
1952,130,10322,27,,,
1952,130,9174,29,25,4,
1952,130,9524,31,,,
1952,137,9085,1,,,2
1952,137,9535,3,,,
1952,137,9001,5,28,2,
1952,137,10343,7,,,
1952,137,9128,9,29,3,3
1952,137,8710,11,17,,
1952,137,8489,13,,,
1952,137,8651,15,,,
1952,137,9165,17,,1,1
1952,137,10324,19,23,,
1952,137,9369,21,25,,
1952,137,8801,23,,,
1952,137,8892,25,30,4,4
1952,137,8247,27,,,
1952,137,9362,31,,,
1952,147,9075,1,,,2
1952,147,8812,5,28,,
1952,147,8830,7,,3,
1952,147,9196,9,29,2,4
1952,147,10333,11,,,
1952,147,8826,13,,,
1952,147,8733,17,,1,1
1952,147,10334,19,23,,
1952,147,10336,21,25,,
1952,147,9015,25,30,4,3
1952,147,9344,29,,,
1952,147,10335,31,,,
1952,157,9195,1,,,2
1952,157,10340,3,17,,
1952,157,9316,5,28,3,
1952,157,10128,7,,,
1952,157,9235,9,29,2,4
1952,157,10339,11,,,
1952,157,8828,13,,,
1952,157,8603,17,,4,1
1952,157,9694,19,23,,
1952,157,8601,21,25,,
1952,157,9065,25,30,1,3
1952,157,10341,27,,,
1952,157,10112,29,,,
1952,157,8855,31,,,
1952,167,9026,1,,,2
1952,167,8747,3,17,,
1952,167,9278,5,28,2,
1952,167,10514,6,,,
1952,167,9004,7,,,
1952,167,9123,9,29,3,
1952,167,9404,11,,,
1952,167,8734,13,,,
1952,167,10318,15,,,
1952,167,9213,17,,1,1
1952,167,8873,19,23,,4
1952,167,8556,21,25,,3
1952,167,8695,23,,,
1952,167,10075,25,30,,
1952,167,9696,27,,,
1952,167,9327,29,,4,
1952,167,10342,31,,,
1952,177,8841,1,,1,1
1952,177,8750,3,17,,3
1952,177,9236,5,28,,4
1952,177,8679,7,,,
1952,177,9329,9,29,,
1952,177,10116,13,,,
1952,177,8729,15,,4,
1952,177,8851,17,,3,2
1952,177,10337,19,23,,
1952,177,10338,21,25,,
1952,177,8581,25,30,,
1952,177,8968,29,,2,
1952,177,8572,31,,,
1952,191,8951,1,,4,2
1952,191,9110,5,28,,4
1952,191,9222,9,29,1,3
1952,191,10332,11,,,
1952,191,10327,13,,,
1952,191,9258,17,,2,1
1952,191,9410,19,25,,
1952,191,8758,21,23,,
1952,191,9515,25,30,3,
1952,191,10331,31,,,
1952,UNL,9205,1,,,2
1952,UNL,9259,5,28,2,4
