Division ID,Season,Weight,Place,Wrestler ID,School ID
1,1928,115,1,9148,193
1,1928,115,2,9120,192
1,1928,115,3,8960,122
1,1928,125,1,9097,187
1,1928,125,2,9011,151
1,1928,125,3,8973,297
1,1928,135,1,8961,122
1,1928,135,2,9177,193
1,1928,135,3,9021,151
1,1928,145,1,9147,193
1,1928,145,2,8942,118
1,1928,145,3,9425,297
1,1928,158,1,8946,121
1,1928,158,2,9008,151
1,1928,158,3,8954,122
1,1928,175,1,9187,193
1,1928,175,2,9257,299
1,1928,175,3,9102,190
1,1928,UNL,1,9170,193
1,1928,UNL,2,8918,116
1,1928,UNL,3,8971,297
1,1929,115,1,8911,116
1,1929,115,2,9120,192
1,1929,115,3,9189,193
1,1929,125,1,9122,192
1,1929,125,2,9011,151
1,1929,125,3,9158,193
1,1929,135,1,8906,116
1,1929,135,2,9126,192
1,1929,135,3,9269,270
1,1929,145,1,9140,193
1,1929,145,2,9013,151
1,1929,145,3,8952,121
1,1929,155,1,9199,193
1,1929,155,2,9019,151
1,1929,155,3,9272,280
1,1929,165,1,9144,193
1,1929,165,2,9226,206
1,1929,165,3,9023,151
1,1929,175,1,8859,70
1,1929,175,2,9009,151
1,1929,175,3,9273,280
1,1929,UNL,1,9170,193
1,1929,UNL,2,9275,280
1,1929,UNL,3,9101,190
1,1930,115,1,8911,116
1,1930,115,2,9053,159
1,1930,115,3,9120,192
1,1930,125,1,9122,192
1,1930,125,2,8868,71
1,1930,125,3,9146,193
1,1930,135,1,8783,122
1,1930,135,2,8888,116
1,1930,135,3,9192,193
1,1930,145,1,9121,192
1,1930,145,2,9197,193
1,1930,145,3,8849,53
1,1930,155,1,9013,151
1,1930,155,2,8848,295
1,1930,155,3,9106,192
1,1930,165,1,9199,193
1,1930,165,2,8970,297
1,1930,165,3,8884,110
1,1930,175,1,9144,193
1,1930,175,2,9102,190
1,1930,175,3,9052,158
1,1930,UNL,1,9170,193
1,1930,UNL,2,8890,116
1,1930,UNL,3,8976,127
1,1931,118,1,8991,134
1,1931,118,2,9070,184
1,1931,118,3,9157,193
1,1931,126,1,9180,193
1,1931,126,2,8868,71
1,1931,126,3,8977,127
1,1931,135,1,8956,122
1,1931,135,2,9149,193
1,1931,135,3,9027,152
1,1931,145,1,8975,127
1,1931,145,2,8967,122
1,1931,145,3,9204,193
1,1931,155,1,9173,193
1,1931,155,2,8982,127
1,1931,155,3,9091,184
1,1931,165,1,9199,193
1,1931,165,2,8959,122
1,1931,165,3,9000,134
1,1931,175,1,9144,193
1,1931,175,2,9009,151
1,1931,175,3,9942,187
1,1931,UNL,1,9098,187
1,1931,UNL,2,8885,296
1,1931,UNL,3,8976,127
1,1932,123,1,8909,116
1,1932,123,2,9180,193
1,1932,123,3,10362,152
1,1932,134,1,8923,118
1,1932,134,2,9184,193
1,1932,134,3,8868,71
1,1932,145,1,9121,192
1,1932,145,2,8931,118
1,1932,145,3,9928,184
1,1932,158,1,9009,151
1,1932,158,2,9057,166
1,1932,158,3,8965,122
1,1932,174,1,8959,122
1,1932,174,2,9173,193
1,1932,174,3,8939,118
1,1932,191,1,9105,191
1,1932,191,2,9251,298
1,1932,191,3,8935,118
1,1932,UNL,1,9098,187
1,1932,UNL,2,8972,297
1,1932,UNL,3,9073,184
1,1933,118,1,9181,193
1,1933,118,2,8909,116
1,1933,118,3,8997,134
1,1933,126,1,9153,193
1,1933,126,2,8895,116
1,1933,126,3,8926,118
1,1933,135,1,8928,118
1,1933,135,2,8879,97
1,1933,135,3,8882,110
1,1933,145,1,9162,193
1,1933,145,2,9249,298
1,1933,145,3,8931,118
1,1933,155,1,8958,122
1,1933,155,2,9260,256
1,1933,155,3,8994,134
1,1933,165,1,8965,122
1,1933,165,2,8998,134
1,1933,165,3,9237,298
1,1933,175,1,8959,122
1,1933,175,2,8944,118
1,1933,175,3,9151,193
1,1933,UNL,1,9251,298
1,1933,UNL,2,8935,118
1,1933,UNL,3,8945,120
1,1934,118,1,9181,193
1,1934,118,2,9087,184
1,1934,118,3,8924,118
1,1934,126,1,9153,193
1,1934,126,2,8926,118
1,1934,126,3,9248,298
1,1934,135,1,9124,192
1,1934,135,2,9252,229
1,1934,135,3,8928,118
1,1934,145,1,9162,193
1,1934,145,2,9016,151
1,1934,145,3,9262,300
1,1934,155,1,8989,134
1,1934,155,2,9166,193
1,1934,155,3,9249,298
1,1934,165,1,9115,192
1,1934,165,2,9237,298
1,1934,165,3,8863,71
1,1934,175,1,8944,118
1,1934,175,2,8845,295
1,1934,175,3,9151,193
1,1934,UNL,1,9251,298
1,1934,UNL,2,8936,118
1,1934,UNL,3,8893,116
1,1935,118,1,9181,193
1,1935,118,2,8929,118
1,1935,118,3,8902,116
1,1935,126,1,9153,193
1,1935,126,2,9239,298
1,1935,126,3,8907,116
1,1935,135,1,9131,192
1,1935,135,2,9184,193
1,1935,135,3,9240,298
1,1935,145,1,9124,192
1,1935,145,2,8846,295
1,1935,145,3,8905,116
1,1935,155,1,9166,193
1,1935,155,2,8867,71
1,1935,155,3,9118,192
1,1935,165,1,9212,200
1,1935,165,2,8949,121
1,1935,165,3,9129,192
1,1935,175,1,8915,116
1,1935,175,2,9185,193
1,1935,175,3,9245,298
1,1935,UNL,1,8937,118
1,1935,UNL,2,8999,134
1,1935,UNL,3,9261,300
1,1936,123,1,8843,295
1,1936,123,2,8929,118
1,1936,123,3,9125,192
1,1936,123,4,9247,298
1,1936,134,1,9124,192
1,1936,134,2,8861,71
1,1936,134,3,9022,151
1,1936,134,4,9240,298
1,1936,145,1,9193,193
1,1936,145,2,9241,298
1,1936,145,3,8948,121
1,1936,145,4,9118,192
1,1936,158,1,9032,152
1,1936,158,2,9119,192
1,1936,158,3,8949,121
1,1936,158,4,8990,134
1,1936,174,1,9109,192
1,1936,174,2,9061,166
1,1936,174,3,9143,193
1,1936,174,4,9244,298
1,1936,191,1,8844,295
1,1936,191,2,8937,118
1,1936,191,3,9168,193
1,1936,191,4,9255,244
1,1936,UNL,1,8999,134
1,1936,UNL,2,9261,300
1,1936,UNL,3,9151,193
1,1937,118,1,9171,193
1,1937,118,2,9088,184
1,1937,118,3,9112,192
1,1937,126,1,8861,71
1,1937,126,2,8843,295
1,1937,126,3,9125,192
1,1937,135,1,9072,184
1,1937,135,2,9179,193
1,1937,135,3,8847,295
1,1937,145,1,9156,193
1,1937,145,2,8905,116
1,1937,145,3,9113,192
1,1937,155,1,9119,192
1,1937,155,2,8978,127
1,1937,155,3,9188,193
1,1937,165,1,9141,193
1,1937,165,2,9136,192
1,1937,165,3,8957,122
1,1937,175,1,9051,155
1,1937,175,2,8899,116
1,1937,175,3,9168,193
1,1937,UNL,1,9185,193
1,1937,UNL,2,8933,118
1,1937,UNL,3,9044,155
1,1938,118,1,9171,193
1,1938,118,2,8929,118
1,1938,118,3,9088,184
1,1938,126,1,8910,116
1,1938,126,2,8869,71
1,1938,126,3,9134,192
1,1938,135,1,9125,192
1,1938,135,2,8894,116
1,1938,135,3,9179,193
1,1938,145,1,9156,193
1,1938,145,2,8850,53
1,1938,145,3,10152,122
1,1938,155,1,9188,193
1,1938,155,2,9242,298
1,1938,155,3,8964,122
1,1938,165,1,8899,116
1,1938,165,2,8992,134
1,1938,165,3,8842,292
1,1938,175,1,8881,110
1,1938,175,2,9246,298
1,1938,175,3,8943,118
1,1938,UNL,1,8937,118
1,1938,UNL,2,9044,155
1,1938,UNL,3,9243,298
1,1939,121,1,9171,193
1,1939,121,2,8877,97
1,1939,121,3,8835,7
1,1939,128,1,9045,155
1,1939,128,2,9186,193
1,1939,128,3,8908,116
1,1939,136,1,8894,116
1,1939,136,2,8941,118
1,1939,136,3,9042,155
1,1939,145,1,9018,151
1,1939,145,2,9219,200
1,1939,145,3,9167,193
1,1939,155,1,9156,193
1,1939,155,2,9005,151
1,1939,155,3,8993,134
1,1939,165,1,8996,134
1,1939,165,2,9178,193
1,1939,165,3,9207,200
1,1939,175,1,8943,118
1,1939,175,2,8842,292
1,1939,175,3,9203,193
1,1939,UNL,1,9155,193
1,1939,UNL,2,8914,116
1,1939,UNL,3,8984,128
1,1940,121,1,8921,118
1,1940,121,2,9175,193
1,1940,121,3,9078,184
1,1940,128,1,9111,192
1,1940,128,2,9045,155
1,1940,128,3,9164,193
1,1940,136,1,9202,193
1,1940,136,2,9077,184
1,1940,136,3,8941,118
1,1940,145,1,8995,134
1,1940,145,2,9005,151
1,1940,145,3,8880,97
1,1940,155,1,9167,193
1,1940,155,2,8957,122
1,1940,155,3,9007,151
1,1940,165,1,8852,65
1,1940,165,2,9137,193
1,1940,165,3,8938,118
1,1940,175,1,9017,151
1,1940,175,2,8934,118
1,1940,175,3,8981,127
1,1940,UNL,1,9100,190
1,1940,UNL,2,9145,193
1,1940,UNL,3,8914,116
1,1941,121,1,9034,152
1,1941,121,2,9175,193
1,1941,121,3,8966,121
1,1941,121,4,8835,7
1,1941,128,1,9033,152
1,1941,128,2,8987,128
1,1941,128,3,9194,193
1,1941,128,4,8962,121
1,1941,136,1,9202,193
1,1941,136,2,9038,152
1,1941,136,3,9210,200
1,1941,136,4,9277,289
1,1941,145,1,9139,193
1,1941,145,2,9076,184
1,1941,145,3,8880,97
1,1941,145,4,9046,155
1,1941,155,1,9198,193
1,1941,155,2,8980,127
1,1941,155,3,8912,116
1,1941,155,4,9256,244
1,1941,165,1,9190,193
1,1941,165,2,9274,280
1,1941,165,3,9031,152
1,1941,165,4,8963,122
1,1941,175,1,9220,201
1,1941,175,2,8834,7
1,1941,175,3,9010,151
1,1941,175,4,9271,280
1,1941,UNL,1,9049,155
1,1941,UNL,2,9279,289
1,1941,UNL,3,9138,193
1,1941,UNL,4,8988,132
1,1942,121,1,9034,152
1,1942,121,2,9227,206
1,1942,121,3,9216,200
1,1942,121,4,9014,151
1,1942,128,1,9033,152
1,1942,128,2,9169,193
1,1942,128,3,9211,200
1,1942,128,4,9228,206
1,1942,136,1,9038,152
1,1942,136,2,8860,71
1,1942,136,3,9194,193
1,1942,136,4,9223,205
1,1942,145,1,9139,193
1,1942,145,2,9012,151
1,1942,145,3,9206,200
1,1942,145,4,9063,167
1,1942,155,1,9167,193
1,1942,155,2,8912,116
1,1942,155,3,9040,152
1,1942,155,4,9054,166
1,1942,165,1,9190,193
1,1942,165,2,9055,166
1,1942,165,3,9006,151
1,1942,165,4,8983,128
1,1942,175,1,9220,201
1,1942,175,2,9734,184
1,1942,175,3,8974,127
1,1942,175,4,8889,116
1,1942,UNL,1,9138,193
1,1942,UNL,2,8986,128
1,1942,UNL,3,9232,206
1,1942,UNL,4,9059,166
1,1946,121,1,9086,184
1,1946,121,2,8940,118
1,1946,121,3,8916,116
1,1946,121,4,9029,152
1,1946,128,1,9081,184
1,1946,128,2,8901,116
1,1946,128,3,9211,200
1,1946,128,4,9036,152
1,1946,136,1,9139,193
1,1946,136,2,9071,184
1,1946,136,3,9569,118
1,1946,136,4,9058,151
1,1946,145,1,9080,184
1,1946,145,2,9201,193
1,1946,145,3,9041,152
1,1946,145,4,9067,182
1,1946,155,1,9006,151
1,1946,155,2,9191,193
1,1946,155,3,9568,122
1,1946,155,4,8904,116
1,1946,165,1,8913,116
1,1946,165,2,9200,193
1,1946,165,3,9062,167
1,1946,165,4,8985,128
1,1946,175,1,9150,193
1,1946,175,2,8886,116
1,1946,175,3,8932,118
1,1946,175,4,9066,182
1,1946,UNL,1,9099,190
1,1946,UNL,2,8927,118
1,1946,UNL,3,8955,122
1,1946,UNL,4,9138,193
1,1947,121,1,8864,71
1,1947,121,2,9161,193
1,1947,121,3,9048,155
1,1947,121,4,9116,192
1,1947,128,1,9071,184
1,1947,128,2,8901,116
1,1947,128,3,8875,71
1,1947,128,4,9172,193
1,1947,136,1,8866,71
1,1947,136,2,9142,193
1,1947,136,3,9035,152
1,1947,136,4,9135,192
1,1947,145,1,9080,184
1,1947,145,2,8872,71
1,1947,145,3,9056,166
1,1947,145,4,9024,152
1,1947,155,1,9041,152
1,1947,155,2,9006,151
1,1947,155,3,9133,192
1,1947,155,4,8904,116
1,1947,165,1,9089,184
1,1947,165,2,9114,192
1,1947,165,3,8862,71
1,1947,165,4,8913,116
1,1947,175,1,8953,121
1,1947,175,2,8955,122
1,1947,175,3,8874,71
1,1947,175,4,9234,206
1,1947,UNL,1,9160,193
1,1947,UNL,2,9225,206
1,1947,UNL,3,9043,155
1,1947,UNL,4,8900,116
1,1948,114,1,9231,206
1,1948,114,2,8903,116
1,1948,114,3,9161,193
1,1948,114,4,9002,137
1,1948,125,1,9315,265
1,1948,125,2,10176,121
1,1948,125,3,9172,193
1,1948,125,4,9039,152
1,1948,136,1,9028,152
1,1948,136,2,9142,193
1,1948,136,3,9003,137
1,1948,136,4,8896,116
1,1948,147,1,9080,184
1,1948,147,2,9056,166
1,1948,147,3,9063,167
1,1948,147,4,9024,152
1,1948,160,1,9191,193
1,1948,160,2,9041,152
1,1948,160,3,8854,65
1,1948,160,4,9060,265
1,1948,174,1,8955,122
1,1948,174,2,9234,206
1,1948,174,3,8953,121
1,1948,174,4,8898,116
1,1948,191,1,9043,155
1,1948,191,2,8900,116
1,1948,191,3,8947,121
1,1948,191,4,9068,184
1,1948,UNL,1,9160,193
1,1948,UNL,2,9037,152
1,1948,UNL,3,8853,65
1,1948,UNL,4,8887,116
1,1949,121,1,9231,206
1,1949,121,2,9182,193
1,1949,121,3,8864,71
1,1949,121,4,9048,155
1,1949,128,1,9159,193
1,1949,128,2,8875,71
1,1949,128,3,9071,184
1,1949,128,4,9050,155
1,1949,136,1,8866,71
1,1949,136,2,9028,152
1,1949,136,3,9079,184
1,1949,136,4,9174,193
1,1949,145,1,9094,184
1,1949,145,2,9024,152
1,1949,145,3,8865,71
1,1949,145,4,9569,193
1,1949,155,1,9089,184
1,1949,155,2,9254,242
1,1949,155,3,8854,65
1,1949,155,4,8872,71
1,1949,165,1,9092,184
1,1949,165,2,9152,193
1,1949,165,3,8898,116
1,1949,165,4,8979,127
1,1949,175,1,8831,193
1,1949,175,2,8953,121
1,1949,175,3,9064,167
1,1949,175,4,9234,206
1,1949,UNL,1,9043,155
1,1949,UNL,2,9160,193
1,1949,UNL,3,9037,152
1,1949,UNL,4,9208,200
1,1950,121,1,9263,265
1,1950,121,2,9231,206
1,1950,121,3,9069,184
1,1950,121,4,9108,192
1,1950,128,1,9230,206
1,1950,128,2,8871,71
1,1950,128,3,9107,192
1,1950,128,4,9079,184
1,1950,136,1,8866,71
1,1950,136,2,9090,184
1,1950,136,3,9058,166
1,1950,136,4,9224,206
1,1950,145,1,9094,184
1,1950,145,2,9229,206
1,1950,145,3,9215,200
1,1950,145,4,8872,71
1,1950,155,1,9089,184
1,1950,155,2,9254,242
1,1950,155,3,9196,193
1,1950,155,4,9276,288
1,1950,165,1,9092,184
1,1950,165,2,8969,123
1,1950,165,3,9030,152
1,1950,165,4,8870,71
1,1950,175,1,8953,121
1,1950,175,2,9253,242
1,1950,175,3,8917,116
1,1950,175,4,8838,12
1,1950,UNL,1,9160,193
1,1950,UNL,2,9093,184
1,1950,UNL,3,9208,200
1,1950,UNL,4,9270,274
1,1951,123,1,9263,265
1,1951,123,2,9108,192
1,1951,123,3,9163,193
1,1951,123,4,8837,12
1,1951,130,1,8871,71
1,1951,130,2,9176,193
1,1951,130,3,9082,184
1,1951,130,4,9107,192
1,1951,137,1,9165,193
1,1951,137,2,8733,192
1,1951,137,3,9214,200
1,1951,137,4,8856,66
1,1951,147,1,9094,184
1,1951,147,2,9209,200
1,1951,147,3,9196,193
1,1951,147,4,9117,192
1,1951,157,1,9132,192
1,1951,157,2,9103,190
1,1951,157,3,9065,182
1,1951,157,4,9276,288
1,1951,167,1,9030,152
1,1951,167,2,9278,289
1,1951,167,3,9060,166
1,1951,167,4,9004,145
1,1951,177,1,9183,193
1,1951,177,2,9217,200
1,1951,177,3,9259,248
1,1951,177,4,8841,40
1,1951,UNL,1,9222,205
1,1951,UNL,2,9208,200
1,1951,UNL,3,9258,248
1,1951,UNL,4,9104,190
1,1952,115,1,8745,202
1,1952,115,2,8876,78
1,1952,115,3,8591,116
1,1952,115,4,9285,118
1,1952,123,1,9108,192
1,1952,123,2,8922,118
1,1952,123,3,8901,116
1,1952,123,4,8883,110
1,1952,130,1,9082,184
1,1952,130,2,9127,192
1,1952,130,3,8784,200
1,1952,130,4,9315,265
1,1952,137,1,9165,193
1,1952,137,2,9085,184
1,1952,137,3,9128,192
1,1952,137,4,8892,116
1,1952,147,1,8733,192
1,1952,147,2,9075,184
1,1952,147,3,9015,151
1,1952,147,4,9196,193
1,1952,157,1,8603,184
1,1952,157,2,9195,193
1,1952,157,3,9065,182
1,1952,157,4,9235,211
1,1952,167,1,9213,200
1,1952,167,2,9026,152
1,1952,167,3,8556,265
1,1952,167,4,8873,71
1,1952,177,1,8841,40
1,1952,177,2,8851,63
1,1952,177,3,8750,127
1,1952,177,4,9236,211
1,1952,191,1,9258,248
1,1952,191,2,8951,121
1,1952,191,3,9222,205
1,1952,191,4,9110,192
1,1952,UNL,1,8743,193
1,1952,UNL,2,9205,197
1,1952,UNL,3,9267,265
1,1952,UNL,4,9259,248
1,1953,115,1,8745,202
1,1953,115,2,9096,187
1,1953,115,3,8591,116
1,1953,115,4,8878,97
1,1953,123,1,8352,155
1,1953,123,2,9127,192
1,1953,123,3,9084,184
1,1953,123,4,8883,110
1,1953,130,1,8742,151
1,1953,130,2,8784,200
1,1953,130,3,8736,123
1,1953,130,4,8798,152
1,1953,137,1,9001,137
1,1953,137,2,8892,116
1,1953,137,3,8741,200
1,1953,137,4,9130,192
1,1953,147,1,8857,70
1,1953,147,2,8735,152
1,1953,147,3,9209,200
1,1953,147,4,8812,202
1,1953,157,1,9075,184
1,1953,157,2,8855,65
1,1953,157,3,8732,192
1,1953,157,4,8821,152
1,1953,167,1,8858,70
1,1953,167,2,9123,192
1,1953,167,3,9213,200
1,1953,167,4,8840,26
1,1953,177,1,8729,193
1,1953,177,2,8836,10
1,1953,177,3,8968,122
1,1953,177,4,10116,248
1,1953,191,1,9218,200
1,1953,191,2,9268,268
1,1953,191,3,9259,248
1,1953,191,4,8581,184
1,1953,UNL,1,8839,12
1,1953,UNL,2,8743,193
1,1953,UNL,3,9221,202
1,1953,UNL,4,8767,250
1,1954,115,1,8745,202
1,1954,115,2,8744,155
1,1954,115,3,8590,121
1,1954,115,4,8610,128
1,1954,123,1,8726,121
1,1954,123,2,8739,193
1,1954,123,3,8749,206
1,1954,123,4,8728,155
1,1954,130,1,8742,151
1,1954,130,2,8736,123
1,1954,130,3,8600,152
1,1954,130,4,8738,202
1,1954,137,1,8595,193
1,1954,137,2,8579,134
1,1954,137,3,8741,200
1,1954,137,4,8585,151
1,1954,147,1,8733,192
1,1954,147,2,8748,193
1,1954,147,3,8574,71
1,1954,147,4,8730,182
1,1954,157,1,8735,152
1,1954,157,2,8596,242
1,1954,157,3,8602,116
1,1954,157,4,8732,192
1,1954,167,1,8601,202
1,1954,167,2,8734,148
1,1954,167,3,8582,166
1,1954,167,4,8575,193
1,1954,177,1,8729,193
1,1954,177,2,8747,63
1,1954,177,3,8587,200
1,1954,177,4,8750,127
1,1954,191,1,8572,166
1,1954,191,2,8731,134
1,1954,191,3,8593,200
1,1954,191,4,8746,121
1,1954,UNL,1,8743,193
1,1954,UNL,2,8586,280
1,1954,UNL,3,8737,167
1,1954,UNL,4,8666,127
1,1955,115,1,8590,121
1,1955,115,2,8573,193
1,1955,115,3,8570,229
1,1955,115,4,8594,270
1,1955,123,1,8449,202
1,1955,123,2,8583,270
1,1955,123,3,8591,116
1,1955,123,4,8577,151
1,1955,130,1,8595,193
1,1955,130,2,8474,192
1,1955,130,3,8589,63
1,1955,130,4,8576,65
1,1955,137,1,8580,200
1,1955,137,2,8585,151
1,1955,137,3,8600,152
1,1955,137,4,8599,244
1,1955,147,1,8579,134
1,1955,147,2,8574,71
1,1955,147,3,8437,193
1,1955,147,4,8592,211
1,1955,157,1,8603,184
1,1955,157,2,8452,151
1,1955,157,3,8578,202
1,1955,157,4,8596,242
1,1955,167,1,8575,193
1,1955,167,2,8602,116
1,1955,167,3,8582,166
1,1955,167,4,8601,202
1,1955,177,1,8443,192
1,1955,177,2,8587,200
1,1955,177,3,8597,63
1,1955,177,4,8604,248
1,1955,191,1,8572,166
1,1955,191,2,8588,121
1,1955,191,3,8571,118
1,1955,191,4,8581,184
1,1955,UNL,1,8593,200
1,1955,UNL,2,8598,134
1,1955,UNL,3,8586,280
1,1955,UNL,4,8584,65
1,1956,115,1,8590,121
1,1956,115,2,8444,202
1,1956,115,3,8319,192
1,1956,115,4,8573,193
1,1956,123,1,8449,202
1,1956,123,2,8447,193
1,1956,123,3,8624,206
1,1956,123,4,8362,152
1,1956,130,1,8595,193
1,1956,130,2,8474,192
1,1956,130,3,8360,202
1,1956,130,4,8832,151
1,1956,137,1,8600,152
1,1956,137,2,8576,65
1,1956,137,3,8450,200
1,1956,137,4,8379,134
1,1956,147,1,8579,134
1,1956,147,2,8510,200
1,1956,147,3,8323,184
1,1956,147,4,8508,65
1,1956,157,1,8602,116
1,1956,157,2,8437,193
1,1956,157,3,8714,192
1,1956,157,4,8829,132
1,1956,167,1,8578,202
1,1956,167,2,8575,193
1,1956,167,3,8690,121
1,1956,167,4,8830,118
1,1956,177,1,8443,192
1,1956,177,2,8330,145
1,1956,177,3,8327,121
1,1956,177,4,8833,166
1,1956,191,1,8588,121
1,1956,191,2,8831,193
1,1956,191,3,8454,202
1,1956,191,4,8772,206
1,1956,UNL,1,8337,192
1,1956,UNL,2,8586,280
1,1956,UNL,3,8593,200
1,1956,UNL,4,8584,65
1,1957,115,1,8319,192
1,1957,115,2,8444,202
1,1957,115,3,8441,193
1,1957,115,4,8448,116
1,1957,123,1,8449,202
1,1957,123,2,8447,193
1,1957,123,3,8352,155
1,1957,123,4,8353,192
1,1957,130,1,8325,200
1,1957,130,2,8333,151
1,1957,130,3,8363,122
1,1957,130,4,8360,202
1,1957,137,1,8379,134
1,1957,137,2,8450,200
1,1957,137,3,8451,121
1,1957,137,4,8044,192
1,1957,147,1,8375,121
1,1957,147,2,8063,122
1,1957,147,3,8256,116
1,1957,147,4,8316,145
1,1957,157,1,8437,193
1,1957,157,2,8452,151
1,1957,157,3,8326,122
1,1957,157,4,8446,278
1,1957,167,1,8041,202
1,1957,167,2,8556,265
1,1957,167,3,8438,192
1,1957,167,4,8330,145
1,1957,177,1,8443,192
1,1957,177,2,8439,97
1,1957,177,3,8440,122
1,1957,177,4,8320,197
1,1957,191,1,8454,202
1,1957,191,2,8457,166
1,1957,191,3,8398,192
1,1957,191,4,8442,63
1,1957,UNL,1,8332,116
1,1957,UNL,2,8445,254
1,1957,UNL,3,8337,192
1,1957,UNL,4,8453,148
1,1958,115,1,8319,192
1,1958,115,2,8079,193
1,1958,115,3,8339,273
1,1958,115,4,9069,122
1,1958,123,1,8336,202
1,1958,123,2,8324,193
1,1958,123,3,8325,200
1,1958,123,4,8317,122
1,1958,130,1,8042,122
1,1958,130,2,8333,151
1,1958,130,3,8040,192
1,1958,130,4,7958,193
1,1958,137,1,8044,192
1,1958,137,2,8084,193
1,1958,137,3,8250,134
1,1958,137,4,8322,137
1,1958,147,1,8063,122
1,1958,147,2,8338,70
1,1958,147,3,8316,145
1,1958,147,4,8334,118
1,1958,157,1,8048,193
1,1958,157,2,8326,122
1,1958,157,3,8270,116
1,1958,157,4,8323,184
1,1958,167,1,8074,193
1,1958,167,2,8047,288
1,1958,167,3,8278,152
1,1958,167,4,8330,145
1,1958,177,1,8327,121
1,1958,177,2,8085,152
1,1958,177,3,8335,122
1,1958,177,4,8320,197
1,1958,191,1,8329,152
1,1958,191,2,8331,61
1,1958,191,3,8054,121
1,1958,191,4,8066,193
1,1958,UNL,1,8332,116
1,1958,UNL,2,8337,192
1,1958,UNL,3,8328,193
1,1958,UNL,4,8318,167
1,1959,115,1,8057,289
1,1959,115,2,7943,248
1,1959,115,3,8079,193
1,1959,115,4,8081,145
1,1959,123,1,8043,70
1,1959,123,2,7936,202
1,1959,123,3,8059,121
1,1959,123,4,8067,288
1,1959,130,1,8040,192
1,1959,130,2,8042,122
1,1959,130,3,8060,258
1,1959,130,4,8073,128
1,1959,137,1,7935,122
1,1959,137,2,8084,193
1,1959,137,3,8044,192
1,1959,137,4,8052,155
1,1959,147,1,8063,122
1,1959,147,2,7860,288
1,1959,147,3,7942,193
1,1959,147,4,8049,202
1,1959,157,1,8048,193
1,1959,157,2,8080,192
1,1959,157,3,8083,122
1,1959,157,4,8070,187
1,1959,167,1,8064,134
1,1959,167,2,8041,202
1,1959,167,3,8074,193
1,1959,167,4,8047,288
1,1959,177,1,8054,121
1,1959,177,2,6753,145
1,1959,177,3,8086,155
1,1959,177,4,8075,65
1,1959,191,1,8046,242
1,1959,191,2,8085,152
1,1959,191,3,8082,121
1,1959,191,4,8066,193
1,1959,UNL,1,7933,193
1,1959,UNL,2,8072,123
1,1959,UNL,3,8306,182
1,1959,UNL,4,8055,127
1,1960,115,1,7808,137
1,1960,115,2,7943,248
1,1960,115,3,8058,122
1,1960,115,4,8078,197
1,1960,123,1,8043,70
1,1960,123,2,7800,193
1,1960,123,3,7824,288
1,1960,123,4,8071,192
1,1960,130,1,8040,192
1,1960,130,2,7936,202
1,1960,130,3,8068,121
1,1960,130,4,8065,118
1,1960,137,1,8042,122
1,1960,137,2,8045,242
1,1960,137,3,7848,211
1,1960,137,4,8076,128
1,1960,147,1,7935,122
1,1960,147,2,7860,288
1,1960,147,3,8051,137
1,1960,147,4,8024,206
1,1960,157,1,8070,187
1,1960,157,2,8004,134
1,1960,157,3,7865,206
1,1960,157,4,7806,200
1,1960,167,1,8047,288
1,1960,167,2,7795,193
1,1960,167,3,8006,151
1,1960,167,4,8069,155
1,1960,177,1,8053,183
1,1960,177,2,8050,192
1,1960,177,3,8014,10
1,1960,177,4,7930,193
1,1960,191,1,8062,192
1,1960,191,2,8077,123
1,1960,191,3,8056,265
1,1960,191,4,8082,121
1,1960,UNL,1,7937,192
1,1960,UNL,2,7810,121
1,1960,UNL,3,7940,200
1,1960,UNL,4,7811,187
1,1961,115,1,7808,137
1,1961,115,2,7943,248
1,1961,115,3,7494,192
1,1961,115,4,7941,122
1,1961,123,1,7939,192
1,1961,123,2,7800,193
1,1961,123,3,7804,202
1,1961,123,4,7799,184
1,1961,130,1,7936,202
1,1961,130,2,7841,184
1,1961,130,3,7530,192
1,1961,130,4,7797,145
1,1961,137,1,7944,152
1,1961,137,2,7847,197
1,1961,137,3,7794,192
1,1961,137,4,7812,193
1,1961,147,1,7935,122
1,1961,147,2,7806,200
1,1961,147,3,7942,193
1,1961,147,4,7928,151
1,1961,157,1,7525,193
1,1961,157,2,7539,134
1,1961,157,3,7932,151
1,1961,157,4,7491,122
1,1961,167,1,7931,197
1,1961,167,2,7930,193
1,1961,167,3,7865,206
1,1961,167,4,7934,252
1,1961,177,1,7802,193
1,1961,177,2,7487,192
1,1961,177,3,7801,220
1,1961,177,4,7929,65
1,1961,191,1,7938,182
1,1961,191,2,7913,65
1,1961,191,3,7795,193
1,1961,191,4,7906,134
1,1961,UNL,1,7937,192
1,1961,UNL,2,7933,193
1,1961,UNL,3,7811,187
1,1961,UNL,4,7940,200
1,1962,115,1,7808,137
1,1962,115,2,7532,193
1,1962,115,3,7522,152
1,1962,115,4,7805,121
1,1962,123,1,7800,193
1,1962,123,2,7799,184
1,1962,123,3,7537,167
1,1962,123,4,7804,202
1,1962,130,1,7530,192
1,1962,130,2,7797,145
1,1962,130,3,7516,121
1,1962,130,4,7524,155
1,1962,137,1,7794,192
1,1962,137,2,7496,184
1,1962,137,3,7812,193
1,1962,137,4,7502,64
1,1962,147,1,7535,10
